GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A83001,A83002,A83003,A84001,A84002,A84003
"G3000170","1920","Montana","300","Custer","0170","Custer",1271,1607,791,744,72,130
"G3000210","1920","Montana","300","Dawson","0210","Dawson",737,1451,479,857,115,45
"G3000230","1920","Montana","300","Deer Lodge","0230","Deer Lodge",1607,1611,1292,302,17,117
"G3000250","1920","Montana","300","Fallon","0250","Fallon",323,795,278,501,16,41
"G3000270","1920","Montana","300","Fergus","0270","Fergus",2547,4603,1776,2697,130,239
"G3000290","1920","Montana","300","Flathead","0290","Flathead",2296,2995,1854,1105,36,154
"G3000310","1920","Montana","300","Gallatin","0310","Gallatin",1852,2014,1151,817,46,115
"G3000330","1920","Montana","300","Garfield","0330","Garfield",131,1486,955,526,5,21
"G3000350","1920","Montana","300","Glacier","0350","Glacier",358,639,433,195,11,24
"G3000390","1920","Montana","300","Granite","0390","Granite",541,622,417,163,42,62
"G3000410","1920","Montana","300","Hill","0410","Hill",1200,2333,875,1433,25,83
"G3000430","1920","Montana","300","Jefferson","0430","Jefferson",559,785,527,233,25,22
"G3000490","1920","Montana","300","Lewis And Clark","0490","Lewis And Clark",2525,2256,1671,508,77,421
"G3000510","1920","Montana","300","Liberty","0510","Liberty",132,543,175,363,5,8
"G3000530","1920","Montana","300","Lincoln","0530","Lincoln",987,940,698,230,12,53
"G3000550","1920","Montana","300","McCone","0550","Mccone",177,1195,435,738,22,16
"G3000570","1920","Montana","300","Madison","0570","Madison",675,1187,862,302,23,108
"G3000590","1920","Montana","300","Meagher","0590","Meagher",205,510,323,173,14,42
"G3000610","1920","Montana","300","Mineral","0610","Mineral",269,311,264,46,1,57
"G3000630","1920","Montana","300","Missoula","0630","Missoula",2721,3044,1864,1013,167,183
"G3000650","1920","Montana","300","Musselshell","0650","Musselshell",1059,1939,646,1153,140,151
"G3000670","1920","Montana","300","Park","0670","Park",1351,1393,893,446,54,184
"G3000710","1920","Montana","300","Phillips","0710","Phillips",575,2044,1041,924,79,100
"G3000730","1920","Montana","300","Pondera","0730","Pondera",526,948,290,622,36,70
"G3000750","1920","Montana","300","Powder River","0750","Powder River",74,861,684,174,3,25
"G3000770","1920","Montana","300","Powell","0770","Powell",708,870,620,236,14,87
"G3000790","1920","Montana","300","Prairie","0790","Prairie",221,660,287,358,15,46
"G3000810","1920","Montana","300","Ravalli","0810","Ravalli",1149,1428,853,526,49,45
"G3000830","1920","Montana","300","Richland","0830","Richland",530,1598,566,1006,26,48
"G3000850","1920","Montana","300","Roosevelt","0850","Roosevelt",803,1661,965,647,49,91
"G3000870","1920","Montana","300","Rosebud","0870","Rosebud",785,1271,638,620,13,55
"G3000890","1920","Montana","300","Sanders","0890","Sanders",499,804,475,299,30,86
"G3000910","1920","Montana","300","Sheridan","0910","Sheridan",868,2547,1046,1438,63,65
"G3000930","1920","Montana","300","Silver Bow","0930","Silver Bow",7096,7198,4844,2032,322,330
"G3000950","1920","Montana","300","Stillwater","0950","Stillwater",609,1290,445,815,30,57
"G3000970","1920","Montana","300","Sweet Grass","0970","Sweet Grass",320,891,397,472,22,66
"G3000990","1920","Montana","300","Teton","0990","Teton",435,1125,436,661,28,31
"G3001010","1920","Montana","300","Toole","1010","Toole",226,886,368,513,5,22
"G3001030","1920","Montana","300","Treasure","1030","Treasure",144,298,147,136,15,25
"G3001050","1920","Montana","300","Valley","1050","Valley",606,2477,1164,1267,46,102
"G3001070","1920","Montana","300","Wheatland","1070","Wheatland",520,814,293,502,19,62
"G3001090","1920","Montana","300","Wibaux","1090","Wibaux",252,474,154,314,6,9
"G3001110","1920","Montana","300","Yellowstone","1110","Yellowstone",3589,3620,1550,2012,58,171
"G3100010","1920","Nebraska","310","Adams","0010","Adams",2349,2864,1892,904,68,111
"G3100030","1920","Nebraska","310","Antelope","0030","Antelope",1302,2056,1091,923,42,100
"G3100050","1920","Nebraska","310","Arthur","0050","Arthur",57,264,71,190,3,10
"G3100070","1920","Nebraska","310","Banner","0070","Banner",113,209,94,113,2,14
"G3100090","1920","Nebraska","310","Blaine","0090","Blaine",151,257,97,160,0,13
"G3100110","1920","Nebraska","310","Boone","0110","Boone",1219,1608,791,726,91,272
"G3100130","1920","Nebraska","310","Box Butte","0130","Box Butte",937,1053,517,513,23,65
"G3100150","1920","Nebraska","310","Boyd","0150","Boyd",611,1065,538,514,13,47
"G3100170","1920","Nebraska","310","Brown","0170","Brown",521,991,463,486,42,35
"G3100190","1920","Nebraska","310","Buffalo","0190","Buffalo",2383,3235,2186,960,89,145
"G3100210","1920","Nebraska","310","Burt","0210","Burt",1171,1655,1041,455,159,162
"G3100230","1920","Nebraska","310","Butler","0230","Butler",1277,2066,1499,541,26,132
"G3100250","1920","Nebraska","310","Cass","0250","Cass",1684,2670,1936,638,96,171
"G3100270","1920","Nebraska","310","Cedar","0270","Cedar",1405,1994,1164,807,23,102
"G3100290","1920","Nebraska","310","Chase","0290","Chase",412,657,315,234,108,30
"G3100310","1920","Nebraska","310","Cherry","0310","Cherry",867,1774,735,1008,31,76
"G3100330","1920","Nebraska","310","Cheyenne","0330","Cheyenne",727,1137,503,614,20,62
"G3100350","1920","Nebraska","310","Clay","0350","Clay",1390,2129,1491,583,55,200
"G3100370","1920","Nebraska","310","Colfax","0370","Colfax",753,1865,1302,453,110,80
"G3100390","1920","Nebraska","310","Cuming","0390","Cuming",1155,1845,1300,477,68,86
"G3100410","1920","Nebraska","310","Custer","0410","Custer",2481,3556,1969,1554,33,116
"G3100430","1920","Nebraska","310","Dakota","0430","Dakota",727,991,642,311,38,42
"G3100450","1920","Nebraska","310","Dawes","0450","Dawes",893,1349,846,475,28,141
"G3100470","1920","Nebraska","310","Dawson","0470","Dawson",1537,2170,1370,703,97,102
"G3100490","1920","Nebraska","310","Deuel","0490","Deuel",267,481,235,244,2,13
"G3100510","1920","Nebraska","310","Dixon","0510","Dixon",988,1593,924,597,72,72
"G3100530","1920","Nebraska","310","Dodge","0530","Dodge",2273,3135,2086,934,115,264
"G3100550","1920","Nebraska","310","Douglas","0550","Douglas",23581,22854,10756,11588,510,1102
"G3100570","1920","Nebraska","310","Dundy","0570","Dundy",389,619,318,291,10,35
"G3100590","1920","Nebraska","310","Fillmore","0590","Fillmore",1521,1827,1513,298,16,52
"G3100610","1920","Nebraska","310","Franklin","0610","Franklin",799,1437,906,497,34,143
"G3100630","1920","Nebraska","310","Frontier","0630","Frontier",720,1111,639,433,39,111
"G3100650","1920","Nebraska","310","Furnas","0650","Furnas",1101,1778,1296,434,48,111
"G3100670","1920","Nebraska","310","Gage","0670","Gage",3082,3985,2658,1254,73,80
"G3100690","1920","Nebraska","310","Garden","0690","Garden",399,646,250,337,59,47
"G3100710","1920","Nebraska","310","Garfield","0710","Garfield",300,510,248,254,8,22
"G3100730","1920","Nebraska","310","Gosper","0730","Gosper",410,586,328,233,25,6
"G3100750","1920","Nebraska","310","Grant","0750","Grant",142,204,89,103,12,8
"G3100770","1920","Nebraska","310","Greeley","0770","Greeley",699,1114,574,529,11,28
"G3100790","1920","Nebraska","310","Hall","0790","Hall",2628,2999,1820,1094,85,88
"G3100810","1920","Nebraska","310","Hamilton","0810","Hamilton",1501,1705,1101,579,25,35
"G3100830","1920","Nebraska","310","Harlan","0830","Harlan",844,1304,850,435,19,41
"G3100850","1920","Nebraska","310","Hayes","0850","Hayes",301,387,202,179,6,28
"G3100870","1920","Nebraska","310","Hitchcock","0870","Hitchcock",509,856,578,272,6,32
"G3100890","1920","Nebraska","310","Holt","0890","Holt",1331,2260,1071,957,232,123
"G3100910","1920","Nebraska","310","Hooker","0910","Hooker",75,229,102,126,1,13
"G3100930","1920","Nebraska","310","Howard","0930","Howard",782,1626,986,630,10,23
"G3100950","1920","Nebraska","310","Jefferson","0950","Jefferson",1759,2151,1309,820,22,29
"G3100970","1920","Nebraska","310","Johnson","0970","Johnson",827,1311,885,399,27,49
"G3100990","1920","Nebraska","310","Kearney","0990","Kearney",869,1159,861,272,26,45
"G3101010","1920","Nebraska","310","Keith","1010","Keith",439,686,326,330,30,27
"G3101030","1920","Nebraska","310","Keya Paha","1030","Keya Paha",282,488,238,241,9,17
"G3101050","1920","Nebraska","310","Kimball","1050","Kimball",430,582,216,345,21,30
"G3101070","1920","Nebraska","310","Knox","1070","Knox",1522,2412,1572,689,151,271
"G3101090","1920","Nebraska","310","Lancaster","1090","Lancaster",9594,10936,6339,4293,304,423
"G3101110","1920","Nebraska","310","Lincoln","1110","Lincoln",2045,2765,1275,1415,75,133
"G3101130","1920","Nebraska","310","Logan","1130","Logan",119,213,101,104,8,22
"G3101150","1920","Nebraska","310","Loup","1150","Loup",101,302,156,143,3,9
"G3101170","1920","Nebraska","310","McPherson","1170","Mcpherson",87,280,110,167,3,6
"G3101190","1920","Nebraska","310","Madison","1190","Madison",1985,2872,1596,1026,250,273
"G3101210","1920","Nebraska","310","Merrick","1210","Merrick",1091,1459,992,453,14,44
"G3101230","1920","Nebraska","310","Morrill","1230","Morrill",923,999,421,544,34,69
"G3101250","1920","Nebraska","310","Nance","1250","Nance",795,1111,521,483,107,75
"G3101270","1920","Nebraska","310","Nemaha","1270","Nemaha",1281,1651,1048,501,102,172
"G3101290","1920","Nebraska","310","Nuckolls","1290","Nuckolls",1429,1682,1033,616,33,69
"G3101310","1920","Nebraska","310","Otoe","1310","Otoe",1999,2509,1785,662,62,121
"G3101330","1920","Nebraska","310","Pawnee","1330","Pawnee",837,1445,908,464,73,75
"G3101350","1920","Nebraska","310","Perkins","1350","Perkins",396,503,235,203,65,68
"G3101370","1920","Nebraska","310","Phelps","1370","Phelps",1022,1390,1003,337,50,92
"G3101390","1920","Nebraska","310","Pierce","1390","Pierce",877,1344,693,521,130,92
"G3101410","1920","Nebraska","310","Platte","1410","Platte",1442,2598,1584,960,54,123
"G3101430","1920","Nebraska","310","Polk","1430","Polk",1061,1463,1004,445,14,30
"G3101450","1920","Nebraska","310","Red Willow","1450","Red Willow",1034,1579,959,608,12,48
"G3101470","1920","Nebraska","310","Richardson","1470","Richardson",2032,2492,1684,700,108,94
"G3101490","1920","Nebraska","310","Rock","1490","Rock",319,467,233,194,40,53
"G3101510","1920","Nebraska","310","Saline","1510","Saline",1306,2936,2210,684,42,36
"G3101530","1920","Nebraska","310","Sarpy","1530","Sarpy",840,1219,763,426,30,60
"G3101550","1920","Nebraska","310","Saunders","1550","Saunders",1707,3229,2289,898,42,78
"G3101570","1920","Nebraska","310","Scotts Bluff","1570","Scotts Bluff",2178,2110,992,1072,46,185
"G3101590","1920","Nebraska","310","Seward","1590","Seward",1571,2203,1577,559,67,53
"G3101610","1920","Nebraska","310","Sheridan","1610","Sheridan",829,1320,785,486,49,105
"G3101630","1920","Nebraska","310","Sherman","1630","Sherman",667,1241,699,535,7,50
"G3101650","1920","Nebraska","310","Sioux","1650","Sioux",260,728,302,399,27,53
"G3101670","1920","Nebraska","310","Stanton","1670","Stanton",628,997,475,476,46,45
"G3101690","1920","Nebraska","310","Thayer","1690","Thayer",1377,1840,1192,611,37,44
"G3101710","1920","Nebraska","310","Thomas","1710","Thomas",145,264,111,148,5,17
"G3101730","1920","Nebraska","310","Thurston","1730","Thurston",988,913,382,386,145,161
"G3101750","1920","Nebraska","310","Valley","1750","Valley",841,1394,775,608,11,51
"G3101770","1920","Nebraska","310","Washington","1770","Washington",1006,1796,1249,463,84,108
"G3101790","1920","Nebraska","310","Wayne","1790","Wayne",911,1202,744,401,57,75
"G3101810","1920","Nebraska","310","Webster","1810","Webster",1098,1504,993,397,114,93
"G3101830","1920","Nebraska","310","Wheeler","1830","Wheeler",207,336,116,217,3,13
"G3101850","1920","Nebraska","310","York","1850","York",1793,2311,1591,632,88,48
"G3200010","1920","Nevada","320","Churchill","0010","Churchill",591,694,435,162,97,86
"G3200030","1920","Nevada","320","Clark","0030","Clark",858,506,431,72,3,18
"G3200050","1920","Nevada","320","Douglas","0050","Douglas",107,289,163,122,4,12
"G3200070","1920","Nevada","320","Elko","0070","Elko",1020,1083,856,200,27,98
"G3200090","1920","Nevada","320","Esmeralda","0090","Esmeralda",458,500,489,9,2,7
"G3200110","1920","Nevada","320","Eureka","0110","Eureka",151,215,191,21,3,18
"G3200130","1920","Nevada","320","Humboldt","0130","Humboldt",412,423,304,48,71,180
"G3200150","1920","Nevada","320","Lander","0150","Lander",153,244,235,8,1,11
"G3200170","1920","Nevada","320","Lincoln","0170","Lincoln",265,291,272,19,0,2
"G3200190","1920","Nevada","320","Lyon","0190","Lyon",539,577,429,137,11,71
"G3200210","1920","Nevada","320","Mineral","0210","Mineral",337,326,321,4,1,3
"G3200230","1920","Nevada","320","Nye","0230","Nye",1077,1021,972,49,0,14
"G3200250","1920","Nevada","320","Ormsby","0250","Ormsby",243,377,329,48,0,33
"G3200270","1920","Nevada","320","Pershing","0270","Pershing",427,341,222,87,32,50
"G3200290","1920","Nevada","320","Storey","0290","Storey",111,315,179,5,131,9
"G3200310","1920","Nevada","320","Washoe","0310","Washoe",2276,2094,1546,450,98,248
"G3200330","1920","Nevada","320","White Pine","0330","White Pine",1915,642,421,91,130,124
"G3300010","1920","New Hampshire","330","Belknap","0010","Belknap",2338,3092,2183,852,57,128
"G3300030","1920","New Hampshire","330","Carroll","0030","Carroll",1109,2872,2498,351,23,82
"G3300050","1920","New Hampshire","330","Cheshire","0050","Cheshire",3729,4111,2740,1316,55,193
"G3300070","1920","New Hampshire","330","Coos","0070","Coos",3391,4104,2467,1509,128,176
"G3300090","1920","New Hampshire","330","Grafton","0090","Grafton",4287,5918,4117,1709,92,170
"G3300110","1920","New Hampshire","330","Hillsborough","0110","Hillsborough",19585,11080,6589,4123,368,634
"G3300130","1920","New Hampshire","330","Merrimack","0130","Merrimack",5925,6760,4841,1561,358,299
"G3300150","1920","New Hampshire","330","Rockingham","0150","Rockingham",5453,7725,5472,2071,182,379
"G3300170","1920","New Hampshire","330","Strafford","0170","Strafford",4887,4315,3439,846,30,241
"G3300190","1920","New Hampshire","330","Sullivan","0190","Sullivan",2455,2801,1849,855,97,95
"G3400010","1920","New Jersey","340","Atlantic","0010","Atlantic",12557,7561,3419,3953,189,527
"G3400030","1920","New Jersey","340","Bergen","0030","Bergen",19432,27146,8043,18869,234,759
"G3400050","1920","New Jersey","340","Burlington","0050","Burlington",9123,8982,4420,4426,136,293
"G3400070","1920","New Jersey","340","Camden","0070","Camden",21127,22319,7153,15001,165,632
"G3400090","1920","New Jersey","340","Cape May","0090","Cape May",2117,3053,1694,1333,26,114
"G3400110","1920","New Jersey","340","Cumberland","0110","Cumberland",6436,8471,4480,3903,88,213
"G3400130","1920","New Jersey","340","Essex","0130","Essex",102393,42249,11384,29884,981,2373
"G3400150","1920","New Jersey","340","Gloucester","0150","Gloucester",4503,7080,3154,3705,221,230
"G3400170","1920","New Jersey","340","Hudson","0170","Hudson",110233,30115,9370,20148,597,1945
"G3400190","1920","New Jersey","340","Hunterdon","0190","Hunterdon",3897,4726,2834,1857,35,105
"G3400210","1920","New Jersey","340","Mercer","0210","Mercer",19911,14609,4544,9951,114,308
"G3400230","1920","New Jersey","340","Middlesex","0230","Middlesex",19085,14893,5430,9064,399,486
"G3400250","1920","New Jersey","340","Monmouth","0250","Monmouth",12253,13776,6709,6719,348,653
"G3400270","1920","New Jersey","340","Morris","0270","Morris",9406,8884,4490,4107,287,324
"G3400290","1920","New Jersey","340","Ocean","0290","Ocean",2136,3629,2435,1131,63,122
"G3400310","1920","New Jersey","340","Passaic","0310","Passaic",39593,18694,6157,12370,167,733
"G3400330","1920","New Jersey","340","Salem","0330","Salem",5388,3753,2301,1407,45,152
"G3400350","1920","New Jersey","340","Somerset","0350","Somerset",5433,5267,2485,2748,34,128
"G3400370","1920","New Jersey","340","Sussex","0370","Sussex",3249,2771,1820,883,68,126
"G3400390","1920","New Jersey","340","Union","0390","Union",24418,19025,5987,12857,181,576
"G3400410","1920","New Jersey","340","Warren","0410","Warren",6221,4911,3289,1528,94,217
"G3500010","1920","New Mexico","350","Bernalillo","0010","Bernalillo",3165,3739,2957,770,12,118
"G3500050","1920","New Mexico","350","Chaves","0050","Chaves",1535,1383,925,427,31,54
"G3500070","1920","New Mexico","350","Colfax","0070","Colfax",3075,1761,1284,468,9,163
"G3500090","1920","New Mexico","350","Curry","0090","Curry",1040,1475,610,845,20,60
"G3500110","1920","New Mexico","350","De Baca","0110","De Baca",318,464,325,130,9,15
"G3500130","1920","New Mexico","350","Dona Ana","0130","Dona Ana",2034,1707,1442,221,44,187
"G3500150","1920","New Mexico","350","Eddy","0150","Eddy",1143,894,587,301,6,65
"G3500170","1920","New Mexico","350","Grant","0170","Grant",3124,1840,1640,155,45,209
"G3500190","1920","New Mexico","350","Guadalupe","0190","Guadalupe",566,1227,1149,74,4,46
"G3500230","1920","New Mexico","350","Hidalgo","0230","Hidalgo",713,346,247,61,38,39
"G3500250","1920","New Mexico","350","Lea","0250","Lea",144,699,431,265,3,24
"G3500255","1920","New Mexico","350","Lea-Roosevelt [multi-county reporting area]","0255","Lea-Roosevelt (multi-county reporting area)",,,,,,
"G3500270","1920","New Mexico","350","Lincoln","0270","Lincoln",879,991,843,138,10,66
"G3500290","1920","New Mexico","350","Luna","0290","Luna",1293,953,739,200,14,49
"G3500310","1920","New Mexico","350","McKinley","0310","Mckinley",1372,1326,979,82,265,156
"G3500330","1920","New Mexico","350","Mora","0330","Mora",839,2349,2105,235,9,82
"G3500350","1920","New Mexico","350","Otero","0350","Otero",1003,925,734,189,2,49
"G3500370","1920","New Mexico","350","Quay","0370","Quay",828,1678,946,708,24,72
"G3500390","1920","New Mexico","350","Rio Arriba","0390","Rio Arriba",1150,3354,3256,54,44,163
"G3500410","1920","New Mexico","350","Roosevelt","0410","Roosevelt",390,1148,603,538,7,19
"G3500430","1920","New Mexico","350","Sandoval","0430","Sandoval",315,1629,1598,30,1,47
"G3500450","1920","New Mexico","350","San Juan","0450","San Juan",462,1166,975,185,6,139
"G3500470","1920","New Mexico","350","San Miguel","0470","San Miguel",1690,3529,3219,282,28,128
"G3500490","1920","New Mexico","350","Santa Fe","0490","Santa Fe",1005,2212,1979,167,66,135
"G3500510","1920","New Mexico","350","Sierra","0510","Sierra",458,673,514,50,109,24
"G3500530","1920","New Mexico","350","Socorro","0530","Socorro",1209,1934,1612,51,271,159
"G3500550","1920","New Mexico","350","Taos","0550","Taos",476,2410,2069,141,200,48
"G3500570","1920","New Mexico","350","Torrance","0570","Torrance",652,1610,1366,228,16,76
"G3500590","1920","New Mexico","350","Union","0590","Union",1164,2659,1506,1124,29,133
"G3500610","1920","New Mexico","350","Valencia","0610","Valencia",865,2071,1953,89,29,122
"G3600010","1920","New York","360","Albany","0010","Albany",29956,15280,9165,5720,395,798
"G3600030","1920","New York","360","Allegany","0030","Allegany",3305,6920,4429,2342,149,153
"G3600050","1920","New York","360","Bronx","0050","Bronx",151789,13591,2839,10391,361,880
"G3600070","1920","New York","360","Broome","0070","Broome",14138,13235,6348,6762,125,404
"G3600090","1920","New York","360","Cattaraugus","0090","Cattaraugus",5986,11758,6915,4527,316,479
"G3600110","1920","New York","360","Cayuga","0110","Cayuga",7116,9766,5695,3968,103,223
"G3600130","1920","New York","360","Chautauqua","0130","Chautauqua",11094,18325,9954,7996,375,499
"G3600150","1920","New York","360","Chemung","0150","Chemung",7986,8566,5081,3183,302,344
"G3600170","1920","New York","360","Chenango","0170","Chenango",3517,6236,3792,2375,69,134
"G3600190","1920","New York","360","Clinton","0190","Clinton",3992,5468,3723,1641,104,262
"G3600210","1920","New York","360","Columbia","0210","Columbia",5116,4744,3123,1519,102,229
"G3600230","1920","New York","360","Cortland","0230","Cortland",3214,4854,2927,1840,87,183
"G3600250","1920","New York","360","Delaware","0250","Delaware",3952,7166,3817,3237,112,188
"G3600270","1920","New York","360","Dutchess","0270","Dutchess",12427,8771,4968,3636,167,637
"G3600290","1920","New York","360","Erie","0290","Erie",81451,62019,26267,34522,1230,1833
"G3600310","1920","New York","360","Essex","0310","Essex",3063,4260,3155,1047,58,220
"G3600330","1920","New York","360","Franklin","0330","Franklin",3611,5943,3833,2005,105,258
"G3600350","1920","New York","360","Fulton","0350","Fulton",6081,6337,3642,2582,113,123
"G3600370","1920","New York","360","Genesee","0370","Genesee",3431,5953,3204,2577,172,201
"G3600390","1920","New York","360","Greene","0390","Greene",2680,4335,2741,1554,40,148
"G3600410","1920","New York","360","Hamilton","0410","Hamilton",304,629,503,125,1,15
"G3600430","1920","New York","360","Herkimer","0430","Herkimer",7643,8253,4963,3225,65,182
"G3600450","1920","New York","360","Jefferson","0450","Jefferson",9934,11231,7233,3690,308,325
"G3600470","1920","New York","360","Kings","0470","Kings",362292,86818,16191,69104,1523,4477
"G3600490","1920","New York","360","Lewis","0490","Lewis",1499,4327,2828,1356,143,232
"G3600510","1920","New York","360","Livingston","0510","Livingston",3226,5427,3491,1672,264,342
"G3600530","1920","New York","360","Madison","0530","Madison",3838,6905,4472,2290,143,185
"G3600550","1920","New York","360","Monroe","0550","Monroe",43489,37479,13273,23715,491,1443
"G3600570","1920","New York","360","Montgomery","0570","Montgomery",8042,6026,3749,2157,120,238
"G3600590","1920","New York","360","Nassau","0590","Nassau",13505,14807,5062,9529,216,609
"G3600610","1920","New York","360","New York","0610","New York",510183,10768,3813,6075,880,4203
"G3600630","1920","New York","360","Niagara","0630","Niagara",12352,14399,7182,6848,369,556
"G3600650","1920","New York","360","Oneida","0650","Oneida",22451,20461,11400,8916,145,323
"G3600670","1920","New York","360","Onondaga","0670","Onondaga",31720,26555,11595,14617,343,804
"G3600690","1920","New York","360","Ontario","0690","Ontario",5088,8087,4632,3341,114,306
"G3600710","1920","New York","360","Orange","0710","Orange",15839,12151,6452,5466,233,849
"G3600730","1920","New York","360","Orleans","0730","Orleans",2750,4644,2822,1709,113,239
"G3600750","1920","New York","360","Oswego","0750","Oswego",6178,11980,7491,4344,145,269
"G3600770","1920","New York","360","Otsego","0770","Otsego",4749,8296,5059,3146,91,171
"G3600790","1920","New York","360","Putnam","0790","Putnam",1409,1292,877,392,23,68
"G3600810","1920","New York","360","Queens","0810","Queens",68322,39589,6980,32094,515,1648
"G3600830","1920","New York","360","Rensselaer","0830","Rensselaer",17055,11162,7275,3658,229,717
"G3600850","1920","New York","360","Richmond","0850","Richmond",13314,9941,3535,6201,205,526
"G3600870","1920","New York","360","Rockland","0870","Rockland",4969,4882,2495,2191,196,307
"G3600890","1920","New York","360","St Lawrence","0890","St Lawrence",7700,13073,9037,3752,284,517
"G3600910","1920","New York","360","Saratoga","0910","Saratoga",7065,7979,5144,2664,171,239
"G3600930","1920","New York","360","Schenectady","0930","Schenectady",14461,10923,3914,6841,168,319
"G3600950","1920","New York","360","Schoharie","0950","Schoharie",2167,3804,2711,1051,42,111
"G3600970","1920","New York","360","Schuyler","0970","Schuyler",1335,2308,1358,860,90,90
"G3600990","1920","New York","360","Seneca","0990","Seneca",2180,3846,2513,1295,38,88
"G3601010","1920","New York","360","Steuben","1010","Steuben",8070,13149,8230,4700,219,368
"G3601030","1920","New York","360","Suffolk","1030","Suffolk",10035,13777,7641,5993,143,493
"G3601050","1920","New York","360","Sullivan","1050","Sullivan",2637,5704,3146,2346,212,171
"G3601070","1920","New York","360","Tioga","1070","Tioga",2335,4603,2988,1345,270,137
"G3601090","1920","New York","360","Tompkins","1090","Tompkins",4072,5451,2992,2047,412,274
"G3601110","1920","New York","360","Ulster","1110","Ulster",8675,10248,6475,3521,252,452
"G3601130","1920","New York","360","Warren","1130","Warren",3322,4763,3326,1347,90,177
"G3601150","1920","New York","360","Washington","1150","Washington",4495,6773,4615,2093,65,185
"G3601170","1920","New York","360","Wayne","1170","Wayne",4532,8584,5333,3095,156,251
"G3601190","1920","New York","360","Westchester","1190","Westchester",48875,25539,8653,16551,335,893
"G3601210","1920","New York","360","Wyoming","1210","Wyoming",2378,5494,3551,1784,159,201
"G3601230","1920","New York","360","Yates","1230","Yates",1698,3084,1834,1206,44,103
"G3700010","1920","North Carolina","370","Alamance","0010","Alamance",2742,3670,2984,632,54,126
"G3700030","1920","North Carolina","370","Alexander","0030","Alexander",736,1659,1367,232,60,65
"G3700050","1920","North Carolina","370","Alleghany","0050","Alleghany",270,1208,1077,123,8,25
"G3700070","1920","North Carolina","370","Anson","0070","Anson",3413,1814,1471,259,84,222
"G3700090","1920","North Carolina","370","Ashe","0090","Ashe",1059,2918,2468,396,54,94
"G3700110","1920","North Carolina","370","Avery","0110","Avery",557,1304,1161,138,5,83
"G3700130","1920","North Carolina","370","Beaufort","0130","Beaufort",2802,3580,2834,547,199,244
"G3700150","1920","North Carolina","370","Bertie","0150","Bertie",2416,2119,1664,437,18,125
"G3700170","1920","North Carolina","370","Bladen","0170","Bladen",1364,2398,1914,254,230,252
"G3700190","1920","North Carolina","370","Brunswick","0190","Brunswick",963,2013,1813,184,16,47
"G3700210","1920","North Carolina","370","Buncombe","0210","Buncombe",6418,6393,5157,1053,183,518
"G3700230","1920","North Carolina","370","Burke","0230","Burke",1665,2425,2086,302,37,89
"G3700250","1920","North Carolina","370","Cabarrus","0250","Cabarrus",3851,2485,1817,635,33,127
"G3700270","1920","North Carolina","370","Caldwell","0270","Caldwell",1536,2397,1903,467,27,20
"G3700290","1920","North Carolina","370","Camden","0290","Camden",626,501,399,101,1,24
"G3700310","1920","North Carolina","370","Carteret","0310","Carteret",851,2446,1897,213,336,116
"G3700330","1920","North Carolina","370","Caswell","0330","Caswell",1663,1195,1016,167,12,111
"G3700350","1920","North Carolina","370","Catawba","0350","Catawba",2343,4069,2953,922,194,200
"G3700370","1920","North Carolina","370","Chatham","0370","Chatham",1928,2776,2347,323,106,161
"G3700390","1920","North Carolina","370","Cherokee","0390","Cherokee",1134,1775,1696,62,17,120
"G3700410","1920","North Carolina","370","Chowan","0410","Chowan",1182,986,667,295,24,35
"G3700430","1920","North Carolina","370","Clay","0430","Clay",370,557,536,13,8,14
"G3700450","1920","North Carolina","370","Cleveland","0450","Cleveland",3611,2905,2374,489,42,128
"G3700470","1920","North Carolina","370","Columbus","0470","Columbus",2032,3799,3210,499,90,176
"G3700490","1920","North Carolina","370","Craven","0490","Craven",3616,2879,2239,291,349,202
"G3700510","1920","North Carolina","370","Cumberland","0510","Cumberland",3959,2842,2028,336,478,260
"G3700530","1920","North Carolina","370","Currituck","0530","Currituck",744,720,645,72,3,124
"G3700550","1920","North Carolina","370","Dare","0550","Dare",201,941,875,66,0,14
"G3700570","1920","North Carolina","370","Davidson","0570","Davidson",2534,4213,3269,697,247,450
"G3700590","1920","North Carolina","370","Davie","0590","Davie",1390,1367,1146,176,45,57
"G3700610","1920","North Carolina","370","Duplin","0610","Duplin",2840,3158,2354,475,329,114
"G3700630","1920","North Carolina","370","Durham","0630","Durham",5940,2879,2169,575,135,132
"G3700650","1920","North Carolina","370","Edgecombe","0650","Edgecombe",5462,1899,1352,475,72,276
"G3700670","1920","North Carolina","370","Forsyth","0670","Forsyth",8995,6355,4308,1956,91,389
"G3700690","1920","North Carolina","370","Franklin","0690","Franklin",3172,1866,1621,210,35,205
"G3700710","1920","North Carolina","370","Gaston","0710","Gaston",6530,3004,2128,672,204,247
"G3700730","1920","North Carolina","370","Gates","0730","Gates",784,1210,862,314,34,20
"G3700750","1920","North Carolina","370","Graham","0750","Graham",407,495,472,17,6,35
"G3700770","1920","North Carolina","370","Granville","0770","Granville",2822,2186,1615,408,163,141
"G3700790","1920","North Carolina","370","Greene","0790","Greene",2253,784,553,170,61,117
"G3700810","1920","North Carolina","370","Guilford","0810","Guilford",8350,7522,5826,1571,125,329
"G3700830","1920","North Carolina","370","Halifax","0830","Halifax",5681,2451,1961,366,124,391
