GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AYV001,AZZ001,AZZ002,AZZ003,AZZ004,AZZ005,AZZ006,AZZ007,AZZ008,AZZ009,AZZ010
"G2800930","1900","Mississippi","280","Marshall","0930","Marshall",5051,964,224,31,3045,14,219,28,3,496,82
"G2800950","1900","Mississippi","280","Monroe","0950","Monroe",6495,948,430,141,3327,13,280,17,134,1067,211
"G2800970","1900","Mississippi","280","Montgomery","0970","Montgomery",3048,735,325,87,1127,9,159,56,11,483,113
"G2800990","1900","Mississippi","280","Neshoba","0990","Neshoba",2301,1199,383,51,501,11,6,4,7,76,86
"G2801010","1900","Mississippi","280","Newton","1010","Newton",3648,1289,508,59,1148,13,108,16,20,392,102
"G2801030","1900","Mississippi","280","Noxubee","1030","Noxubee",6369,503,261,65,3897,45,264,44,17,743,677
"G2801050","1900","Mississippi","280","Oktibbeha","1050","Oktibbeha",4126,685,364,46,1974,17,208,42,20,493,327
"G2801070","1900","Mississippi","280","Panola","1070","Panola",5653,751,380,34,3618,36,221,19,15,342,312
"G2801090","1900","Mississippi","280","Pearl River","1090","Pearl River",1207,404,11,1,74,2,99,13,0,541,41
"G2801110","1900","Mississippi","280","Perry","1110","Perry",2702,915,29,6,193,12,422,31,55,893,163
"G2801130","1900","Mississippi","280","Pike","1130","Pike",5142,1187,278,123,938,8,794,99,26,1554,174
"G2801150","1900","Mississippi","280","Pontotoc","1150","Pontotoc",3557,1102,379,39,1643,12,107,11,11,209,62
"G2801170","1900","Mississippi","280","Prentiss","1170","Prentiss",2952,867,251,26,1310,19,120,24,20,276,58
"G2801190","1900","Mississippi","280","Quitman","1190","Quitman",1178,59,92,3,807,35,14,5,0,151,8
"G2801210","1900","Mississippi","280","Rankin","1210","Rankin",4000,1119,473,53,1741,19,112,16,10,312,179
"G2801230","1900","Mississippi","280","Scott","1230","Scott",2656,1015,284,23,773,23,109,5,12,281,159
"G2801250","1900","Mississippi","280","Sharkey","1250","Sharkey",2807,95,52,27,1889,47,49,3,8,328,311
"G2801270","1900","Mississippi","280","Simpson","1270","Simpson",2284,1088,257,22,696,15,27,13,14,132,56
"G2801290","1900","Mississippi","280","Smith","1290","Smith",2305,1399,246,15,520,5,12,0,9,49,52
"G2801330","1900","Mississippi","280","Sunflower","1330","Sunflower",3762,144,185,68,2239,3,71,29,18,744,251
"G2801350","1900","Mississippi","280","Tallahatchie","1350","Tallahatchie",4010,389,179,122,2779,23,52,10,17,318,126
"G2801370","1900","Mississippi","280","Tate","1370","Tate",4000,496,213,28,2700,34,186,13,4,305,49
"G2801390","1900","Mississippi","280","Tippah","1390","Tippah",2425,887,298,19,956,11,85,10,5,124,49
"G2801410","1900","Mississippi","280","Tishomingo","1410","Tishomingo",1970,919,137,25,484,13,97,12,10,182,118
"G2801430","1900","Mississippi","280","Tunica","1430","Tunica",3991,161,99,32,2550,74,132,15,12,421,433
"G2801450","1900","Mississippi","280","Union","1450","Union",3157,906,283,41,1464,56,122,14,10,215,44
"G2801490","1900","Mississippi","280","Warren","1490","Warren",9154,417,70,54,3575,30,746,133,210,3812,777
"G2801510","1900","Mississippi","280","Washington","1510","Washington",12319,156,154,63,6683,63,600,147,47,4036,743
"G2801530","1900","Mississippi","280","Wayne","1530","Wayne",2318,965,142,112,537,2,109,11,15,359,62
"G2801550","1900","Mississippi","280","Webster","1550","Webster",2472,1060,233,31,824,2,76,10,30,201,19
"G2801570","1900","Mississippi","280","Wilkinson","1570","Wilkinson",4452,439,206,33,2343,32,85,14,94,571,678
"G2801590","1900","Mississippi","280","Winston","1590","Winston",2560,939,608,24,814,3,31,5,6,111,57
"G2801610","1900","Mississippi","280","Yalobusha","1610","Yalobusha",3890,603,315,40,1648,9,437,38,33,727,63
"G2801630","1900","Mississippi","280","Yazoo","1630","Yazoo",9263,570,419,102,5455,182,331,226,29,1352,702
"G2900010","1900","Missouri","290","Adair","0010","Adair",4589,849,1014,17,762,7,551,303,50,1004,122
"G2900030","1900","Missouri","290","Andrew","0030","Andrew",3730,866,855,15,762,14,450,221,17,528,32
"G2900050","1900","Missouri","290","Atchison","0050","Atchison",3361,547,660,19,802,19,385,199,18,616,105
"G2900070","1900","Missouri","290","Audrain","0070","Audrain",4632,785,1037,40,876,20,568,302,83,839,100
"G2900090","1900","Missouri","290","Barry","0090","Barry",5140,1636,955,49,1033,30,458,177,41,734,105
"G2900110","1900","Missouri","290","Barton","0110","Barton",3984,717,733,16,989,10,436,261,15,756,73
"G2900130","1900","Missouri","290","Bates","0130","Bates",6612,1028,1303,10,1529,16,962,450,57,1207,94
"G2900150","1900","Missouri","290","Benton","0150","Benton",3371,1349,610,24,604,14,278,95,30,319,59
"G2900170","1900","Missouri","290","Bollinger","0170","Bollinger",2839,1287,492,13,479,10,139,40,25,320,44
"G2900190","1900","Missouri","290","Boone","0190","Boone",6111,1402,1145,21,864,36,762,308,61,1462,160
"G2900210","1900","Missouri","290","Buchanan","0210","Buchanan",19027,1022,451,31,1038,34,3272,1532,257,11599,1038
"G2900230","1900","Missouri","290","Butler","0230","Butler",3350,656,279,12,626,11,321,174,48,1196,93
"G2900250","1900","Missouri","290","Caldwell","0250","Caldwell",3708,855,724,32,644,17,597,196,22,562,86
"G2900270","1900","Missouri","290","Callaway","0270","Callaway",5082,1498,1153,35,831,13,434,177,42,882,90
"G2900290","1900","Missouri","290","Camden","0290","Camden",2568,1090,335,15,615,18,93,11,30,333,47
"G2900310","1900","Missouri","290","Cape Girardeau","0310","Cape Girardeau",4777,1200,729,56,603,47,708,198,61,1163,134
"G2900330","1900","Missouri","290","Carroll","0330","Carroll",5624,1011,1362,27,1165,7,827,287,22,907,68
"G2900350","1900","Missouri","290","Carter","0350","Carter",1265,283,81,5,182,4,146,19,23,514,28
"G2900370","1900","Missouri","290","Cass","0370","Cass",5279,986,987,21,1164,13,867,266,79,833,81
"G2900390","1900","Missouri","290","Cedar","0390","Cedar",3661,1005,740,128,916,7,323,84,24,411,37
"G2900410","1900","Missouri","290","Chariton","0410","Chariton",5459,1120,1351,39,1247,9,542,251,38,808,85
"G2900430","1900","Missouri","290","Christian","0430","Christian",3420,1244,761,28,645,17,194,99,20,422,25
"G2900450","1900","Missouri","290","Clark","0450","Clark",3504,849,747,35,797,21,543,91,20,392,53
"G2900470","1900","Missouri","290","Clay","0470","Clay",4194,747,668,35,725,18,598,197,29,1117,120
"G2900490","1900","Missouri","290","Clinton","0490","Clinton",3882,770,563,9,595,11,779,300,4,798,74
"G2900510","1900","Missouri","290","Cole","0510","Cole",3566,830,373,113,362,8,657,199,51,1005,91
"G2900530","1900","Missouri","290","Cooper","0530","Cooper",4568,978,984,35,644,12,565,275,51,1029,92
"G2900550","1900","Missouri","290","Crawford","0550","Crawford",2535,896,452,20,548,8,183,42,33,340,46
"G2900570","1900","Missouri","290","Dade","0570","Dade",3758,866,738,47,1028,7,377,157,58,478,44
"G2900590","1900","Missouri","290","Dallas","0590","Dallas",2778,1265,443,37,635,26,87,27,19,171,98
"G2900610","1900","Missouri","290","Daviess","0610","Daviess",4669,976,1179,16,989,7,555,226,19,681,49
"G2900630","1900","Missouri","290","DeKalb","0630","De Kalb",3208,688,866,11,735,6,372,144,14,359,37
"G2900650","1900","Missouri","290","Dent","0650","Dent",2486,877,377,8,500,31,137,55,24,438,64
"G2900670","1900","Missouri","290","Douglas","0670","Douglas",3149,1783,386,15,579,21,25,4,70,173,119
"G2900690","1900","Missouri","290","Dunklin","0690","Dunklin",4314,563,205,107,1645,27,335,157,61,969,238
"G2900710","1900","Missouri","290","Franklin","0710","Franklin",5917,1735,1120,12,961,8,789,183,31,1139,91
"G2900730","1900","Missouri","290","Gasconade","0730","Gasconade",2394,917,582,12,260,7,234,79,22,281,40
"G2900750","1900","Missouri","290","Gentry","0750","Gentry",4412,847,905,42,867,15,655,296,27,743,95
"G2900770","1900","Missouri","290","Greene","0770","Greene",10898,1762,1110,96,1318,37,1670,863,74,3937,396
"G2900790","1900","Missouri","290","Grundy","0790","Grundy",4042,777,736,22,661,17,588,308,13,920,41
"G2900810","1900","Missouri","290","Harrison","0810","Harrison",5304,1048,1557,21,1093,11,623,287,12,614,47
"G2900830","1900","Missouri","290","Henry","0830","Henry",6145,1233,928,33,1147,13,955,438,26,1349,78
"G2900850","1900","Missouri","290","Hickory","0850","Hickory",2030,811,409,25,472,3,127,41,7,114,22
"G2900870","1900","Missouri","290","Holt","0870","Holt",3706,652,704,33,809,6,510,213,9,728,67
"G2900890","1900","Missouri","290","Howard","0890","Howard",3738,748,676,29,542,4,461,207,24,1085,71
"G2900910","1900","Missouri","290","Howell","0910","Howell",4439,1697,656,19,715,5,426,121,16,738,36
"G2900930","1900","Missouri","290","Iron","0930","Iron",1670,448,186,5,197,7,273,44,25,442,59
"G2900950","1900","Missouri","290","Jackson","0950","Jackson",34681,1299,722,66,1536,10,5435,4219,220,28124,463
"G2900970","1900","Missouri","290","Jasper","0970","Jasper",17500,980,716,50,1282,19,6239,1569,365,6067,707
"G2900990","1900","Missouri","290","Jefferson","0990","Jefferson",5105,1203,715,31,672,18,628,292,34,1427,179
"G2901010","1900","Missouri","290","Johnson","1010","Johnson",6115,1349,1001,42,1375,17,929,308,37,998,79
"G2901030","1900","Missouri","290","Knox","1030","Knox",2902,837,767,9,444,5,372,104,18,326,45
"G2901050","1900","Missouri","290","Laclede","1050","Laclede",3300,1116,657,93,753,12,214,98,25,311,59
"G2901070","1900","Missouri","290","Lafayette","1070","Lafayette",6302,1073,885,35,1007,8,1230,396,31,1672,76
"G2901090","1900","Missouri","290","Lawrence","1090","Lawrence",6516,1252,951,45,1085,13,1306,322,46,1397,213
"G2901110","1900","Missouri","290","Lewis","1110","Lewis",3712,815,756,19,617,10,625,148,30,657,88
"G2901130","1900","Missouri","290","Lincoln","1130","Lincoln",3862,1162,782,27,798,11,367,148,32,503,83
"G2901150","1900","Missouri","290","Linn","1150","Linn",5689,925,1186,94,644,6,851,470,132,1309,147
"G2901170","1900","Missouri","290","Livingston","1170","Livingston",4900,836,1008,37,794,15,810,345,37,958,97
"G2901190","1900","Missouri","290","McDonald","1190","Mcdonald",2769,1019,354,65,599,8,240,45,33,353,67
"G2901210","1900","Missouri","290","Macon","1210","Macon",7319,1468,1681,45,997,27,864,477,82,1620,124
"G2901230","1900","Missouri","290","Madison","1230","Madison",1965,659,219,6,289,6,174,46,25,527,38
"G2901250","1900","Missouri","290","Maries","1250","Maries",1833,699,419,5,491,0,80,12,20,111,5
"G2901270","1900","Missouri","290","Marion","1270","Marion",6037,624,771,31,531,10,1157,458,186,2240,212
"G2901290","1900","Missouri","290","Mercer","1290","Mercer",3116,803,960,11,647,16,202,119,40,306,39
"G2901310","1900","Missouri","290","Miller","1310","Miller",2967,979,680,23,587,18,195,61,45,373,38
"G2901330","1900","Missouri","290","Mississippi","1330","Mississippi",2398,220,196,23,729,21,246,101,18,751,144
"G2901350","1900","Missouri","290","Moniteau","1350","Moniteau",3314,804,758,13,499,2,448,238,31,483,46
"G2901370","1900","Missouri","290","Monroe","1370","Monroe",4377,1025,1248,40,811,10,434,135,32,582,93
"G2901390","1900","Missouri","290","Montgomery","1390","Montgomery",3570,867,607,159,596,13,496,153,48,577,69
"G2901410","1900","Missouri","290","Morgan","1410","Morgan",2491,854,516,127,500,13,111,73,18,251,43
"G2901430","1900","Missouri","290","New Madrid","1430","New Madrid",2200,124,119,40,787,20,166,82,37,609,229
"G2901450","1900","Missouri","290","Newton","1450","Newton",5525,1111,753,31,1155,22,956,257,180,827,257
"G2901470","1900","Missouri","290","Nodaway","1470","Nodaway",7058,1140,1769,47,1427,46,1005,467,80,994,155
"G2901490","1900","Missouri","290","Oregon","1490","Oregon",2700,1058,287,28,521,8,169,89,15,520,28
"G2901510","1900","Missouri","290","Osage","1510","Osage",2647,916,718,2,405,2,210,76,11,271,59
"G2901530","1900","Missouri","290","Ozark","1530","Ozark",2245,1377,151,29,450,13,37,1,49,136,24
"G2901550","1900","Missouri","290","Pemiscot","1550","Pemiscot",2382,328,39,80,729,15,253,18,52,652,204
"G2901570","1900","Missouri","290","Perry","1570","Perry",2854,907,545,29,429,15,320,70,111,389,89
"G2901590","1900","Missouri","290","Pettis","1590","Pettis",6918,1063,845,25,949,5,1187,706,30,2142,176
"G2901610","1900","Missouri","290","Phelps","1610","Phelps",2828,999,433,33,533,25,254,76,24,392,53
"G2901630","1900","Missouri","290","Pike","1630","Pike",5759,1191,837,56,809,18,924,245,58,1592,130
"G2901650","1900","Missouri","290","Platte","1650","Platte",3414,778,567,18,646,6,511,122,25,705,90
"G2901670","1900","Missouri","290","Polk","1670","Polk",4791,1517,987,24,1116,13,434,180,19,489,46
"G2901690","1900","Missouri","290","Pulaski","1690","Pulaski",2022,727,294,44,450,10,162,39,25,248,36
"G2901710","1900","Missouri","290","Putnam","1710","Putnam",3437,693,1231,18,599,20,185,191,29,431,48
"G2901730","1900","Missouri","290","Ralls","1730","Ralls",2668,690,649,54,534,22,233,52,8,359,84
"G2901750","1900","Missouri","290","Randolph","1750","Randolph",5475,1007,799,32,574,25,876,421,122,1568,150
"G2901770","1900","Missouri","290","Ray","1770","Ray",5217,1108,1054,17,1032,15,573,229,20,1104,124
"G2901790","1900","Missouri","290","Reynolds","1790","Reynolds",1481,606,165,7,388,19,37,9,3,129,143
"G2901810","1900","Missouri","290","Ripley","1810","Ripley",2565,867,309,13,591,9,174,62,19,504,54
"G2901830","1900","Missouri","290","St Charles","1830","St Charles",4597,773,557,22,903,8,721,301,51,1336,150
"G2901850","1900","Missouri","290","St Clair","1850","St Clair",3795,1054,840,20,866,11,403,125,20,409,69
"G2901860","1900","Missouri","290","Ste Genevieve","1860","Ste Genevieve",1925,705,431,10,215,3,217,75,11,245,32
"G2901870","1900","Missouri","290","St Francois","1870","St Francois",4535,606,265,24,390,5,945,323,116,1910,74
"G2901890","1900","Missouri","290","St Louis","1890","St Louis",9379,1296,840,53,1723,16,1242,1247,119,2817,269
"G2901950","1900","Missouri","290","Saline","1950","Saline",6963,1071,1170,51,1312,20,1119,452,49,1561,215
"G2901970","1900","Missouri","290","Schuyler","1970","Schuyler",2335,550,677,2,379,6,290,106,12,299,20
"G2901990","1900","Missouri","290","Scotland","1990","Scotland",2998,774,745,16,536,21,326,212,14,312,60
"G2902010","1900","Missouri","290","Scott","2010","Scott",2569,343,245,17,745,1,251,74,58,790,59
"G2902030","1900","Missouri","290","Shannon","2030","Shannon",2160,711,202,21,393,27,180,27,15,474,119
"G2902050","1900","Missouri","290","Shelby","2050","Shelby",3620,724,968,68,639,30,503,159,12,511,33
"G2902070","1900","Missouri","290","Stoddard","2070","Stoddard",4964,889,826,76,1288,28,361,121,62,1170,143
"G2902090","1900","Missouri","290","Stone","2090","Stone",1954,782,444,19,376,37,52,19,36,168,58
"G2902110","1900","Missouri","290","Sullivan","2110","Sullivan",4206,960,1304,22,749,8,441,165,17,517,60
"G2902130","1900","Missouri","290","Taney","2130","Taney",2003,1227,112,16,380,17,61,4,29,143,26
"G2902150","1900","Missouri","290","Texas","2150","Texas",4314,2105,523,334,756,28,185,46,20,260,66
"G2902170","1900","Missouri","290","Vernon","2170","Vernon",6655,1230,1216,32,1423,17,930,403,25,1286,135
"G2902190","1900","Missouri","290","Warren","2190","Warren",1922,632,375,14,325,1,223,34,22,282,33
"G2902210","1900","Missouri","290","Washington","2210","Washington",2773,724,281,51,723,12,171,33,57,661,89
"G2902230","1900","Missouri","290","Wayne","2230","Wayne",2984,977,233,12,538,17,175,37,14,920,76
"G2902250","1900","Missouri","290","Webster","2250","Webster",3319,1199,614,29,665,39,252,96,34,357,43
"G2902270","1900","Missouri","290","Worth","2270","Worth",2076,401,650,6,430,7,258,80,5,217,24
"G2902290","1900","Missouri","290","Wright","2290","Wright",3401,1446,579,18,716,15,217,61,17,348,41
"G2905100","1900","Missouri","290","St Louis City","5100","St Louis City",82260,212,152,20,356,4,15885,9547,988,90627,3332
"G3000010","1900","Montana","300","Beaverhead","0010","Beaverhead",1495,366,53,10,52,5,265,23,7,553,53
"G3000070","1900","Montana","300","Broadwater","0070","Broadwater",684,141,44,0,35,0,207,22,21,166,17
"G3000090","1900","Montana","300","Carbon","0090","Carbon",1753,726,37,9,78,10,368,18,10,395,49
"G3000130","1900","Montana","300","Cascade","0130","Cascade",4759,769,146,122,92,11,1210,175,24,1729,328
"G3000150","1900","Montana","300","Chouteau","0150","Chouteau",2264,663,10,5,30,33,656,10,14,375,217
"G3000170","1900","Montana","300","Custer","0170","Custer",1873,549,29,71,37,20,588,38,35,285,146
"G3000210","1900","Montana","300","Dawson","0210","Dawson",614,218,2,1,13,0,159,19,5,154,19
"G3000230","1900","Montana","300","Deer Lodge","0230","Deer Lodge",3548,406,44,9,94,4,901,169,11,1807,121
"G3000270","1900","Montana","300","Fergus","0270","Fergus",1585,495,126,16,65,7,242,28,47,361,145
"G3000290","1900","Montana","300","Flathead","0290","Flathead",2362,479,179,10,107,6,555,136,35,650,78
"G3000310","1900","Montana","300","Gallatin","0310","Gallatin",2033,474,275,10,194,6,401,80,17,494,82
"G3000390","1900","Montana","300","Granite","0390","Granite",1157,148,17,2,40,8,368,17,11,469,23
"G3000430","1900","Montana","300","Jefferson","0430","Jefferson",1400,181,32,0,29,1,488,27,8,396,88
"G3000490","1900","Montana","300","Lewis And Clark","0490","Lewis And Clark",4326,345,68,2,87,2,1148,194,33,2124,234
"G3000570","1900","Montana","300","Madison","0570","Madison",2071,378,69,89,114,13,391,19,170,570,153
"G3000590","1900","Montana","300","Meagher","0590","Meagher",864,149,29,0,12,0,151,11,17,320,76
"G3000630","1900","Montana","300","Missoula","0630","Missoula",3133,614,94,33,60,16,1030,48,68,880,119
"G3000670","1900","Montana","300","Park","0670","Park",1776,380,63,10,70,4,398,49,18,662,50
"G3000810","1900","Montana","300","Ravalli","0810","Ravalli",1672,584,157,4,127,5,318,19,25,324,66
"G3000930","1900","Montana","300","Silver Bow","0930","Silver Bow",9198,119,16,19,31,3,2321,581,361,5483,374
"G3000970","1900","Montana","300","Sweet Grass","0970","Sweet Grass",673,325,13,14,38,8,89,12,8,122,26
"G3000990","1900","Montana","300","Teton","0990","Teton",1110,232,16,47,33,1,482,11,43,113,57
"G3001050","1900","Montana","300","Valley","1050","Valley",1322,310,1,7,7,1,645,7,12,209,146
"G3001110","1900","Montana","300","Yellowstone","1110","Yellowstone",1290,217,87,7,54,12,322,77,11,416,56
"G3009015","1900","Montana","300","Blackfeet Indian Reservation","9015","Blackfeet Indian Reservation",,,,,,,,,,,
"G3009035","1900","Montana","300","Crow Indian Reservation","9035","Crow Indian Reservation",817,590,1,1,0,7,95,0,0,0,100
"G3009055","1900","Montana","300","Flathead Indian Reservation","9055","Flathead Indian Reservation",,,,,,,,,,,
"G3009075","1900","Montana","300","Fort Peck Indian Reservation","9075","Fort Peck Indian Reservation",,,,,,,,,,,
"G3009095","1900","Montana","300","Northern Cheyenne Indian Reservation","9095","Northern Cheyenne Indian Reservation",,,,,,,,,,,
"G3100010","1900","Nebraska","310","Adams","0010","Adams",3901,502,550,34,730,8,777,278,11,988,79
"G3100030","1900","Nebraska","310","Antelope","0030","Antelope",2357,519,529,20,636,22,264,92,9,237,30
"G3100070","1900","Nebraska","310","Banner","0070","Banner",260,180,21,0,27,0,14,1,1,15,1
"G3100090","1900","Nebraska","310","Blaine","0090","Blaine",152,86,17,1,18,2,4,0,2,20,2
"G3100110","1900","Nebraska","310","Boone","0110","Boone",2399,374,531,54,630,7,206,130,137,305,30
"G3100130","1900","Nebraska","310","Box Butte","0130","Box Butte",1176,343,56,5,74,1,172,89,8,424,39
"G3100150","1900","Nebraska","310","Boyd","0150","Boyd",1580,846,52,245,181,12,89,7,52,85,19
"G3100170","1900","Nebraska","310","Brown","0170","Brown",784,270,73,5,130,9,129,23,2,112,21
"G3100190","1900","Nebraska","310","Buffalo","0190","Buffalo",4300,719,654,39,902,30,563,218,50,1052,99
"G3100210","1900","Nebraska","310","Burt","0210","Burt",2587,405,441,24,680,19,487,150,10,336,58
"G3100230","1900","Nebraska","310","Butler","0230","Butler",3253,554,668,72,741,14,489,130,65,445,96
"G3100250","1900","Nebraska","310","Cass","0250","Cass",4453,566,530,196,904,19,716,214,289,888,155
"G3100270","1900","Nebraska","310","Cedar","0270","Cedar",2472,374,592,35,676,17,261,168,6,296,56
"G3100290","1900","Nebraska","310","Chase","0290","Chase",577,256,55,16,109,19,56,4,1,48,14
"G3100310","1900","Nebraska","310","Cherry","0310","Cherry",1452,742,100,56,135,47,107,36,4,126,80
"G3100330","1900","Nebraska","310","Cheyenne","0330","Cheyenne",1100,508,71,9,109,10,108,23,33,204,15
"G3100350","1900","Nebraska","310","Clay","0350","Clay",3344,531,653,10,747,7,658,174,4,478,75
"G3100370","1900","Nebraska","310","Colfax","0370","Colfax",2243,472,490,32,366,12,455,77,8,304,43
"G3100390","1900","Nebraska","310","Cuming","0390","Cuming",2724,441,772,24,559,3,446,141,11,294,34
"G3100410","1900","Nebraska","310","Custer","0410","Custer",4152,1438,790,61,963,20,335,72,40,410,59
"G3100430","1900","Nebraska","310","Dakota","0430","Dakota",1258,245,214,22,256,3,211,52,12,223,19
"G3100450","1900","Nebraska","310","Dawes","0450","Dawes",1383,458,65,35,123,7,100,24,151,303,107
"G3100470","1900","Nebraska","310","Dawson","0470","Dawson",2587,619,452,16,645,15,340,137,5,299,58
"G3100490","1900","Nebraska","310","Deuel","0490","Deuel",570,329,46,33,83,10,14,1,14,30,11
"G3100510","1900","Nebraska","310","Dixon","0510","Dixon",2121,364,513,10,453,8,353,127,10,266,28
"G3100530","1900","Nebraska","310","Dodge","0530","Dodge",4460,497,450,136,676,3,764,319,198,1305,147
"G3100550","1900","Nebraska","310","Douglas","0550","Douglas",24685,533,390,21,903,4,4278,2855,125,16611,1265
"G3100570","1900","Nebraska","310","Dundy","0570","Dundy",561,268,41,29,112,6,53,10,0,38,6
"G3100590","1900","Nebraska","310","Fillmore","0590","Fillmore",3141,479,651,46,858,6,418,137,7,499,44
"G3100610","1900","Nebraska","310","Franklin","0610","Franklin",1905,495,398,10,453,7,233,84,14,194,22
"G3100630","1900","Nebraska","310","Frontier","0630","Frontier",1809,604,369,13,524,9,136,17,10,124,15
"G3100650","1900","Nebraska","310","Furnas","0650","Furnas",2680,605,477,22,649,10,416,126,5,322,47
"G3100670","1900","Nebraska","310","Gage","0670","Gage",6326,785,879,40,1437,44,1155,391,28,1526,133
"G3100710","1900","Nebraska","310","Garfield","0710","Garfield",482,245,48,5,65,5,51,11,0,47,4
"G3100730","1900","Nebraska","310","Gosper","0730","Gosper",1099,322,281,7,340,6,61,16,4,48,15
"G3100750","1900","Nebraska","310","Grant","0750","Grant",175,85,5,3,12,2,19,7,0,36,3
"G3100770","1900","Nebraska","310","Greeley","0770","Greeley",1108,290,252,16,269,7,129,24,8,100,17
"G3100790","1900","Nebraska","310","Hall","0790","Hall",3470,469,477,13,598,7,643,302,15,888,96
"G3100810","1900","Nebraska","310","Hamilton","0810","Hamilton",2721,481,687,24,741,6,311,88,5,353,49
"G3100830","1900","Nebraska","310","Harlan","0830","Harlan",1961,394,407,5,540,2,233,106,8,254,25
"G3100850","1900","Nebraska","310","Hayes","0850","Hayes",571,329,83,0,132,1,12,1,0,14,7
"G3100870","1900","Nebraska","310","Hitchcock","0870","Hitchcock",976,369,132,6,221,0,118,23,8,101,9
"G3100890","1900","Nebraska","310","Holt","0890","Holt",2512,1084,291,54,412,17,313,23,19,257,40
"G3100910","1900","Nebraska","310","Hooker","0910","Hooker",81,28,1,10,14,0,8,0,3,14,1
"G3100930","1900","Nebraska","310","Howard","0930","Howard",2058,463,651,10,336,12,247,109,16,208,32
"G3100950","1900","Nebraska","310","Jefferson","0950","Jefferson",3177,469,627,77,744,6,356,134,148,576,89
"G3100970","1900","Nebraska","310","Johnson","0970","Johnson",2402,352,412,76,603,10,350,102,30,416,60
"G3100990","1900","Nebraska","310","Kearney","0990","Kearney",2043,464,460,4,471,4,252,123,5,232,44
"G3101010","1900","Nebraska","310","Keith","1010","Keith",433,177,36,2,63,4,58,12,1,60,22
"G3101030","1900","Nebraska","310","Keya Paha","1030","Keya Paha",657,380,86,4,122,7,20,4,3,16,17
"G3101050","1900","Nebraska","310","Kimball","1050","Kimball",176,89,2,1,10,2,37,3,0,36,4
"G3101070","1900","Nebraska","310","Knox","1070","Knox",2860,847,553,40,647,17,321,88,29,232,88
"G3101090","1900","Nebraska","310","Lancaster","1090","Lancaster",11815,811,909,129,1402,35,2105,1011,193,5423,499
"G3101110","1900","Nebraska","310","Lincoln","1110","Lincoln",2346,791,207,45,387,13,317,152,20,378,75
"G3101130","1900","Nebraska","310","Logan","1130","Logan",209,116,22,0,47,1,4,0,5,10,4
"G3101150","1900","Nebraska","310","Loup","1150","Loup",281,167,47,0,44,0,15,3,0,3,3
"G3101170","1900","Nebraska","310","McPherson","1170","Mcpherson",124,96,2,1,15,0,3,0,0,3,3
"G3101190","1900","Nebraska","310","Madison","1190","Madison",3294,449,578,27,567,25,627,256,18,703,51
"G3101210","1900","Nebraska","310","Merrick","1210","Merrick",1949,329,396,26,448,6,319,67,17,272,74
"G3101250","1900","Nebraska","310","Nance","1250","Nance",1671,192,374,8,474,18,202,115,4,257,33
"G3101270","1900","Nebraska","310","Nemaha","1270","Nemaha",3159,550,328,68,743,23,524,156,53,623,130
"G3101290","1900","Nebraska","310","Nuckolls","1290","Nuckolls",2604,432,434,19,756,5,388,104,15,390,47
"G3101310","1900","Nebraska","310","Otoe","1310","Otoe",4574,647,519,126,993,4,829,206,48,1129,144
"G3101330","1900","Nebraska","310","Pawnee","1330","Pawnee",2479,502,421,34,585,2,373,147,30,348,56
"G3101350","1900","Nebraska","310","Perkins","1350","Perkins",395,219,39,2,62,4,36,5,0,20,5
"G3101370","1900","Nebraska","310","Phelps","1370","Phelps",2161,368,516,27,473,5,363,71,15,290,21
"G3101390","1900","Nebraska","310","Pierce","1390","Pierce",1593,318,341,24,439,10,200,80,4,146,34
"G3101410","1900","Nebraska","310","Platte","1410","Platte",3368,582,851,25,594,14,612,196,4,452,40
"G3101430","1900","Nebraska","310","Polk","1430","Polk",2157,383,549,19,585,9,275,77,13,229,37
"G3101450","1900","Nebraska","310","Red Willow","1450","Red Willow",2035,439,312,18,422,7,339,109,32,357,33
"G3101470","1900","Nebraska","310","Richardson","1470","Richardson",4133,653,599,63,991,12,778,182,28,802,53
"G3101490","1900","Nebraska","310","Rock","1490","Rock",612,325,61,5,81,2,63,12,0,57,7
"G3101510","1900","Nebraska","310","Saline","1510","Saline",3923,559,801,46,776,7,950,143,21,567,98
"G3101530","1900","Nebraska","310","Sarpy","1530","Sarpy",1744,357,185,5,473,2,262,90,13,294,36
"G3101550","1900","Nebraska","310","Saunders","1550","Saunders",4550,894,1035,96,927,13,688,158,43,623,120
"G3101570","1900","Nebraska","310","Scotts Bluff","1570","Scotts Bluff",541,238,66,3,113,3,44,12,2,56,8
"G3101590","1900","Nebraska","310","Seward","1590","Seward",3287,514,584,151,942,13,445,101,36,393,118
"G3101610","1900","Nebraska","310","Sheridan","1610","Sheridan",1315,660,69,53,160,17,176,8,1,156,25
"G3101630","1900","Nebraska","310","Sherman","1630","Sherman",1293,321,339,37,314,9,118,19,3,103,27
"G3101650","1900","Nebraska","310","Sioux","1650","Sioux",453,312,34,3,36,4,18,1,0,28,22
"G3101670","1900","Nebraska","310","Stanton","1670","Stanton",1336,219,422,15,365,18,133,39,0,103,44
"G3101690","1900","Nebraska","310","Thayer","1690","Thayer",2924,394,666,14,811,13,438,121,15,430,40
"G3101710","1900","Nebraska","310","Thomas","1710","Thomas",137,57,4,0,11,1,29,2,1,29,1
