GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BFU001,BFU002,BGM001
"G4500810","1930","South Carolina","450","Saluda","0810","Saluda",217,367,3668
"G4500830","1930","South Carolina","450","Spartanburg","0830","Spartanburg",3946,11810,23145
"G4500850","1930","South Carolina","450","Sumter","0850","Sumter",1543,4038,8850
"G4500870","1930","South Carolina","450","Union","0870","Union",796,2872,6073
"G4500890","1930","South Carolina","450","Williamsburg","0890","Williamsburg",429,1057,6495
"G4500910","1930","South Carolina","450","York","0910","York",1833,3899,10616
"G4600010","1930","South Dakota","460","Armstrong","0010","Armstrong",0,0,16
"G4600030","1930","South Dakota","460","Aurora","0030","Aurora",316,204,1643
"G4600050","1930","South Dakota","460","Beadle","0050","Beadle",1797,1523,5112
"G4600070","1930","South Dakota","460","Bennett","0070","Bennett",42,29,992
"G4600090","1930","South Dakota","460","Bon Homme","0090","Bon Homme",767,435,2702
"G4600110","1930","South Dakota","460","Brookings","0110","Brookings",1022,817,3779
"G4600130","1930","South Dakota","460","Brown","0130","Brown",2614,2463,6685
"G4600150","1930","South Dakota","460","Brule","0150","Brule",357,347,1705
"G4600170","1930","South Dakota","460","Buffalo","0170","Buffalo",21,56,422
"G4600190","1930","South Dakota","460","Butte","0190","Butte",376,564,1940
"G4600210","1930","South Dakota","460","Campbell","0210","Campbell",233,107,1137
"G4600230","1930","South Dakota","460","Charles Mix","0230","Charles Mix",672,542,3547
"G4600250","1930","South Dakota","460","Clark","0250","Clark",458,392,2521
"G4600270","1930","South Dakota","460","Clay","0270","Clay",570,414,2324
"G4600290","1930","South Dakota","460","Codington","0290","Codington",1392,1418,3798
"G4600310","1930","South Dakota","460","Corson","0310","Corson",290,296,2078
"G4600330","1930","South Dakota","460","Custer","0330","Custer",254,389,1300
"G4600350","1930","South Dakota","460","Davison","0350","Davison",1374,1521,3677
"G4600370","1930","South Dakota","460","Day","0370","Day",751,578,3164
"G4600390","1930","South Dakota","460","Deuel","0390","Deuel",357,261,1867
"G4600410","1930","South Dakota","460","Dewey","0410","Dewey",297,289,1406
"G4600430","1930","South Dakota","460","Douglas","0430","Douglas",371,207,1601
"G4600450","1930","South Dakota","460","Edmunds","0450","Edmunds",491,230,1792
"G4600470","1930","South Dakota","460","Fall River","0470","Fall River",563,630,1921
"G4600490","1930","South Dakota","460","Faulk","0490","Faulk",393,261,1587
"G4600510","1930","South Dakota","460","Grant","0510","Grant",600,445,2389
"G4600530","1930","South Dakota","460","Gregory","0530","Gregory",513,425,2593
"G4600550","1930","South Dakota","460","Haakon","0550","Haakon",171,213,1150
"G4600570","1930","South Dakota","460","Hamlin","0570","Hamlin",439,281,1819
"G4600590","1930","South Dakota","460","Hand","0590","Hand",335,244,2093
"G4600610","1930","South Dakota","460","Hanson","0610","Hanson",316,136,1395
"G4600630","1930","South Dakota","460","Harding","0630","Harding",63,59,900
"G4600650","1930","South Dakota","460","Hughes","0650","Hughes",568,604,1635
"G4600670","1930","South Dakota","460","Hutchinson","0670","Hutchinson",857,412,3012
"G4600690","1930","South Dakota","460","Hyde","0690","Hyde",186,111,832
"G4600710","1930","South Dakota","460","Jackson","0710","Jackson",128,133,637
"G4600730","1930","South Dakota","460","Jerauld","0730","Jerauld",331,232,1363
"G4600750","1930","South Dakota","460","Jones","0750","Jones",152,100,764
"G4600770","1930","South Dakota","460","Kingsbury","0770","Kingsbury",758,518,2902
"G4600790","1930","South Dakota","460","Lake","0790","Lake",845,675,2833
"G4600810","1930","South Dakota","460","Lawrence","0810","Lawrence",1548,1603,3330
"G4600830","1930","South Dakota","460","Lincoln","0830","Lincoln",850,524,3231
"G4600850","1930","South Dakota","460","Lyman","0850","Lyman",235,204,1505
"G4600870","1930","South Dakota","460","McCook","0870","Mccook",578,362,2334
"G4600890","1930","South Dakota","460","McPherson","0890","Mcpherson",452,166,1782
"G4600910","1930","South Dakota","460","Marshall","0910","Marshall",394,399,2041
"G4600930","1930","South Dakota","460","Meade","0930","Meade",398,471,2714
"G4600950","1930","South Dakota","460","Mellette","0950","Mellette",121,136,1136
"G4600970","1930","South Dakota","460","Miner","0970","Miner",400,287,1907
"G4600990","1930","South Dakota","460","Minnehaha","0990","Minnehaha",4605,4919,11237
"G4601010","1930","South Dakota","460","Moody","1010","Moody",539,339,2206
"G4601030","1930","South Dakota","460","Pennington","1030","Pennington",1439,2202,4382
"G4601050","1930","South Dakota","460","Perkins","1050","Perkins",252,258,1962
"G4601070","1930","South Dakota","460","Potter","1070","Potter",346,269,1297
"G4601090","1930","South Dakota","460","Roberts","1090","Roberts",637,507,3408
"G4601110","1930","South Dakota","460","Sanborn","1110","Sanborn",347,295,1722
"G4601130","1930","South Dakota","460","Shannon","1130","Shannon",71,123,887
"G4601150","1930","South Dakota","460","Spink","1150","Spink",873,695,3467
"G4601170","1930","South Dakota","460","Stanley","1170","Stanley",95,112,601
"G4601190","1930","South Dakota","460","Sully","1190","Sully",116,93,847
"G4601210","1930","South Dakota","460","Todd","1210","Todd",120,184,1225
"G4601230","1930","South Dakota","460","Tripp","1230","Tripp",379,483,2855
"G4601250","1930","South Dakota","460","Turner","1250","Turner",885,566,3514
"G4601270","1930","South Dakota","460","Union","1270","Union",586,482,2712
"G4601290","1930","South Dakota","460","Walworth","1290","Walworth",672,526,1887
"G4601310","1930","South Dakota","460","Washabaugh","1310","Washabaugh",30,15,570
"G4601330","1930","South Dakota","460","Washington","1330","Washington",19,23,361
"G4601350","1930","South Dakota","460","Yankton","1350","Yankton",904,853,3246
"G4601370","1930","South Dakota","460","Ziebach","1370","Ziebach",66,89,935
"G4700010","1930","Tennessee","470","Anderson","0010","Anderson",958,1424,4040
"G4700030","1930","Tennessee","470","Bedford","0030","Bedford",962,1234,4926
"G4700050","1930","Tennessee","470","Benton","0050","Benton",370,319,2486
"G4700070","1930","Tennessee","470","Bledsoe","0070","Bledsoe",178,194,1335
"G4700090","1930","Tennessee","470","Blount","0090","Blount",1281,3046,6956
"G4700110","1930","Tennessee","470","Bradley","0110","Bradley",1359,1506,4764
"G4700130","1930","Tennessee","470","Campbell","0130","Campbell",1144,2402,5345
"G4700150","1930","Tennessee","470","Cannon","0150","Cannon",142,194,2028
"G4700170","1930","Tennessee","470","Carroll","0170","Carroll",1097,894,5906
"G4700190","1930","Tennessee","470","Carter","0190","Carter",1599,1583,5584
"G4700210","1930","Tennessee","470","Cheatham","0210","Cheatham",255,265,1975
"G4700230","1930","Tennessee","470","Chester","0230","Chester",310,226,2291
"G4700250","1930","Tennessee","470","Claiborne","0250","Claiborne",369,1166,4925
"G4700270","1930","Tennessee","470","Clay","0270","Clay",194,282,1924
"G4700290","1930","Tennessee","470","Cocke","0290","Cocke",617,866,4479
"G4700310","1930","Tennessee","470","Coffee","0310","Coffee",792,815,3735
"G4700330","1930","Tennessee","470","Crockett","0330","Crockett",452,438,3943
"G4700350","1930","Tennessee","470","Cumberland","0350","Cumberland",459,659,2269
"G4700370","1930","Tennessee","470","Davidson","0370","Davidson",19526,29028,44646
"G4700390","1930","Tennessee","470","Decatur","0390","Decatur",274,235,2150
"G4700410","1930","Tennessee","470","DeKalb","0410","De Kalb",381,321,3161
"G4700430","1930","Tennessee","470","Dickson","0430","Dickson",890,800,3982
"G4700450","1930","Tennessee","470","Dyer","0450","Dyer",1249,2003,6791
"G4700470","1930","Tennessee","470","Fayette","0470","Fayette",264,440,6039
"G4700490","1930","Tennessee","470","Fentress","0490","Fentress",268,774,2091
"G4700510","1930","Tennessee","470","Franklin","0510","Franklin",1011,1009,4653
"G4700530","1930","Tennessee","470","Gibson","0530","Gibson",1998,2104,10455
"G4700550","1930","Tennessee","470","Giles","0550","Giles",770,1052,6320
"G4700570","1930","Tennessee","470","Grainger","0570","Grainger",224,259,2773
"G4700590","1930","Tennessee","470","Greene","0590","Greene",987,1042,7345
"G4700610","1930","Tennessee","470","Grundy","0610","Grundy",592,849,2027
"G4700630","1930","Tennessee","470","Hamblen","0630","Hamblen",1051,883,3583
"G4700650","1930","Tennessee","470","Hamilton","0650","Hamilton",12881,21537,33601
"G4700670","1930","Tennessee","470","Hancock","0670","Hancock",82,134,1931
"G4700690","1930","Tennessee","470","Hardeman","0690","Hardeman",620,558,4497
"G4700710","1930","Tennessee","470","Hardin","0710","Hardin",442,424,3452
"G4700730","1930","Tennessee","470","Hawkins","0730","Hawkins",559,645,5087
"G4700750","1930","Tennessee","470","Haywood","0750","Haywood",496,634,5578
"G4700770","1930","Tennessee","470","Henderson","0770","Henderson",420,286,3895
"G4700790","1930","Tennessee","470","Henry","0790","Henry",1247,1350,5860
"G4700810","1930","Tennessee","470","Hickman","0810","Hickman",395,719,2875
"G4700830","1930","Tennessee","470","Houston","0830","Houston",227,195,1172
"G4700850","1930","Tennessee","470","Humphreys","0850","Humphreys",408,596,2595
"G4700870","1930","Tennessee","470","Jackson","0870","Jackson",89,241,2880
"G4700890","1930","Tennessee","470","Jefferson","0890","Jefferson",540,501,3724
"G4700910","1930","Tennessee","470","Johnson","0910","Johnson",318,323,2422
"G4700930","1930","Tennessee","470","Knox","0930","Knox",12635,16474,32289
"G4700950","1930","Tennessee","470","Lake","0950","Lake",275,524,2461
"G4700970","1930","Tennessee","470","Lauderdale","0970","Lauderdale",764,772,5241
"G4700990","1930","Tennessee","470","Lawrence","0990","Lawrence",709,839,5461
"G4701010","1930","Tennessee","470","Lewis","1010","Lewis",194,413,1095
"G4701030","1930","Tennessee","470","Lincoln","1030","Lincoln",739,938,5576
"G4701050","1930","Tennessee","470","Loudon","1050","Loudon",925,1253,3630
"G4701070","1930","Tennessee","470","McMinn","1070","Mcminn",1869,1659,6103
"G4701090","1930","Tennessee","470","McNairy","1090","Mcnairy",556,421,4251
"G4701110","1930","Tennessee","470","Macon","1110","Macon",268,280,3162
"G4701130","1930","Tennessee","470","Madison","1130","Madison",2915,4758,11245
"G4701150","1930","Tennessee","470","Marion","1150","Marion",993,1565,3558
"G4701170","1930","Tennessee","470","Marshall","1170","Marshall",667,858,3755
"G4701190","1930","Tennessee","470","Maury","1190","Maury",1751,2625,7864
"G4701210","1930","Tennessee","470","Meigs","1210","Meigs",53,80,1254
"G4701230","1930","Tennessee","470","Monroe","1230","Monroe",581,578,4294
"G4701250","1930","Tennessee","470","Montgomery","1250","Montgomery",1358,1721,6980
"G4701270","1930","Tennessee","470","Moore","1270","Moore",68,82,916
"G4701290","1930","Tennessee","470","Morgan","1290","Morgan",487,955,2520
"G4701310","1930","Tennessee","470","Obion","1310","Obion",1542,1779,6661
"G4701330","1930","Tennessee","470","Overton","1330","Overton",296,467,3554
"G4701350","1930","Tennessee","470","Perry","1350","Perry",160,213,1557
"G4701370","1930","Tennessee","470","Pickett","1370","Pickett",45,145,1119
"G4701390","1930","Tennessee","470","Polk","1390","Polk",558,1191,2855
"G4701410","1930","Tennessee","470","Putnam","1410","Putnam",932,971,4852
"G4701430","1930","Tennessee","470","Rhea","1430","Rhea",762,771,2829
"G4701450","1930","Tennessee","470","Roane","1450","Roane",1620,1871,4901
"G4701470","1930","Tennessee","470","Robertson","1470","Robertson",1015,1371,6352
"G4701490","1930","Tennessee","470","Rutherford","1490","Rutherford",1165,1762,7114
"G4701510","1930","Tennessee","470","Scott","1510","Scott",661,955,2757
"G4701530","1930","Tennessee","470","Sequatchie","1530","Sequatchie",123,158,852
"G4701550","1930","Tennessee","470","Sevier","1550","Sevier",408,552,4022
"G4701570","1930","Tennessee","470","Shelby","1570","Shelby",26591,41821,69622
"G4701590","1930","Tennessee","470","Smith","1590","Smith",419,540,3644
"G4701610","1930","Tennessee","470","Stewart","1610","Stewart",330,381,2735
"G4701630","1930","Tennessee","470","Sullivan","1630","Sullivan",3388,3893,10406
"G4701650","1930","Tennessee","470","Sumner","1650","Sumner",1040,1135,6650
"G4701670","1930","Tennessee","470","Tipton","1670","Tipton",724,637,5941
"G4701690","1930","Tennessee","470","Trousdale","1690","Trousdale",174,162,1309
"G4701710","1930","Tennessee","470","Unicoi","1710","Unicoi",906,765,2514
"G4701730","1930","Tennessee","470","Union","1730","Union",65,127,2282
"G4701750","1930","Tennessee","470","Van Buren","1750","Van Buren",32,192,723
"G4701770","1930","Tennessee","470","Warren","1770","Warren",689,1082,4465
"G4701790","1930","Tennessee","470","Washington","1790","Washington",2803,3489,8882
"G4701810","1930","Tennessee","470","Wayne","1810","Wayne",298,474,2497
"G4701830","1930","Tennessee","470","Weakley","1830","Weakley",1218,1045,6939
"G4701850","1930","Tennessee","470","White","1850","White",424,732,3277
"G4701870","1930","Tennessee","470","Williamson","1870","Williamson",687,1024,4936
"G4701890","1930","Tennessee","470","Wilson","1890","Wilson",1031,1060,5755
"G4800010","1930","Texas","480","Anderson","0010","Anderson",1705,2052,7528
"G4800030","1930","Texas","480","Andrews","0030","Andrews",31,68,193
"G4800050","1930","Texas","480","Angelina","0050","Angelina",1213,2436,6171
"G4800070","1930","Texas","480","Aransas","0070","Aransas",202,169,518
"G4800090","1930","Texas","480","Archer","0090","Archer",502,1102,2191
"G4800110","1930","Texas","480","Armstrong","0110","Armstrong",154,125,748
"G4800130","1930","Texas","480","Atascosa","0130","Atascosa",590,538,3187
"G4800150","1930","Texas","480","Austin","0150","Austin",824,742,4505
"G4800170","1930","Texas","480","Bailey","0170","Bailey",99,153,1080
"G4800190","1930","Texas","480","Bandera","0190","Bandera",145,129,945
"G4800210","1930","Texas","480","Bastrop","0210","Bastrop",1215,1114,5348
"G4800230","1930","Texas","480","Baylor","0230","Baylor",410,355,1594
"G4800250","1930","Texas","480","Bee","0250","Bee",721,989,3321
"G4800270","1930","Texas","480","Bell","0270","Bell",3029,3073,11182
"G4800290","1930","Texas","480","Bexar","0290","Bexar",28351,34533,60657
"G4800310","1930","Texas","480","Blanco","0310","Blanco",91,73,885
"G4800330","1930","Texas","480","Borden","0330","Borden",10,11,323
"G4800350","1930","Texas","480","Bosque","0350","Bosque",857,603,3592
"G4800370","1930","Texas","480","Bowie","0370","Bowie",3070,2969,10874
"G4800390","1930","Texas","480","Brazoria","0390","Brazoria",1334,1651,4939
"G4800410","1930","Texas","480","Brazos","0410","Brazos",1254,1447,5186
"G4800430","1930","Texas","480","Brewster","0430","Brewster",515,710,1417
"G4800450","1930","Texas","480","Briscoe","0450","Briscoe",236,237,1181
"G4800470","1930","Texas","480","Brooks","0470","Brooks",298,277,1158
"G4800490","1930","Texas","480","Brown","0490","Brown",2057,2132,6187
"G4800510","1930","Texas","480","Burleson","0510","Burleson",690,619,4574
"G4800530","1930","Texas","480","Burnet","0530","Burnet",455,441,2422
"G4800550","1930","Texas","480","Caldwell","0550","Caldwell",1535,1879,6391
"G4800570","1930","Texas","480","Calhoun","0570","Calhoun",311,196,1158
"G4800590","1930","Texas","480","Callahan","0590","Callahan",692,759,2951
"G4800610","1930","Texas","480","Cameron","0610","Cameron",4541,7350,16576
"G4800630","1930","Texas","480","Camp","0630","Camp",384,428,2239
"G4800650","1930","Texas","480","Carson","0650","Carson",431,812,1790
"G4800670","1930","Texas","480","Cass","0670","Cass",689,570,6395
"G4800690","1930","Texas","480","Castro","0690","Castro",166,144,1011
"G4800710","1930","Texas","480","Chambers","0710","Chambers",335,380,1220
"G4800730","1930","Texas","480","Cherokee","0730","Cherokee",1475,1968,8921
"G4800750","1930","Texas","480","Childress","0750","Childress",1002,1061,3536
"G4800770","1930","Texas","480","Clay","0770","Clay",640,587,3300
"G4800790","1930","Texas","480","Cochran","0790","Cochran",62,68,416
"G4800810","1930","Texas","480","Coke","0810","Coke",190,148,1172
"G4800830","1930","Texas","480","Coleman","0830","Coleman",1099,1417,5195
"G4800850","1930","Texas","480","Collin","0850","Collin",2328,2637,10575
"G4800870","1930","Texas","480","Collingsworth","0870","Collingsworth",528,589,3207
"G4800890","1930","Texas","480","Colorado","0890","Colorado",1154,938,4603
"G4800910","1930","Texas","480","Comal","0910","Comal",965,1017,2942
"G4800930","1930","Texas","480","Comanche","0930","Comanche",833,699,4440
"G4800950","1930","Texas","480","Concho","0950","Concho",262,217,1631
"G4800970","1930","Texas","480","Cooke","0970","Cooke",1529,1293,5513
"G4800990","1930","Texas","480","Coryell","0990","Coryell",644,637,4394
"G4801010","1930","Texas","480","Cottle","1010","Cottle",368,415,2017
"G4801030","1930","Texas","480","Crane","1030","Crane",152,355,745
"G4801050","1930","Texas","480","Crockett","1050","Crockett",257,192,659
"G4801070","1930","Texas","480","Crosby","1070","Crosby",464,395,2410
"G4801090","1930","Texas","480","Culberson","1090","Culberson",78,198,295
"G4801110","1930","Texas","480","Dallam","1110","Dallam",602,725,1814
"G4801130","1930","Texas","480","Dallas","1130","Dallas",30065,43946,72225
"G4801150","1930","Texas","480","Dawson","1150","Dawson",451,546,2848
"G4801170","1930","Texas","480","Deaf Smith","1170","Deaf Smith",389,367,1292
"G4801190","1930","Texas","480","Delta","1190","Delta",462,421,2930
"G4801210","1930","Texas","480","Denton","1210","Denton",2093,1772,7621
"G4801230","1930","Texas","480","De Witt","1230","De Witt",1560,1324,6320
"G4801250","1930","Texas","480","Dickens","1250","Dickens",322,319,1891
"G4801270","1930","Texas","480","Dimmit","1270","Dimmit",599,550,1681
"G4801290","1930","Texas","480","Donley","1290","Donley",519,483,2222
"G4801310","1930","Texas","480","Duval","1310","Duval",602,428,2405
"G4801330","1930","Texas","480","Eastland","1330","Eastland",2833,3542,8033
"G4801350","1930","Texas","480","Ector","1350","Ector",299,512,853
"G4801370","1930","Texas","480","Edwards","1370","Edwards",170,117,669
"G4801390","1930","Texas","480","Ellis","1390","Ellis",3327,3119,12426
"G4801410","1930","Texas","480","El Paso","1410","El Paso",8026,19887,25729
"G4801430","1930","Texas","480","Erath","1430","Erath",1082,1093,5001
"G4801450","1930","Texas","480","Falls","1450","Falls",1447,1185,8515
"G4801470","1930","Texas","480","Fannin","1470","Fannin",1971,1820,9469
"G4801490","1930","Texas","480","Fayette","1490","Fayette",1271,885,7011
"G4801510","1930","Texas","480","Fisher","1510","Fisher",414,454,2957
"G4801530","1930","Texas","480","Floyd","1530","Floyd",651,552,2750
"G4801550","1930","Texas","480","Foard","1550","Foard",345,330,1407
"G4801570","1930","Texas","480","Fort Bend","1570","Fort Bend",725,1489,6503
"G4801590","1930","Texas","480","Franklin","1590","Franklin",199,187,1905
"G4801610","1930","Texas","480","Freestone","1610","Freestone",1046,782,5051
"G4801630","1930","Texas","480","Frio","1630","Frio",519,439,1944
"G4801650","1930","Texas","480","Gaines","1650","Gaines",113,79,607
"G4801670","1930","Texas","480","Galveston","1670","Galveston",5759,9756,14323
"G4801690","1930","Texas","480","Garza","1690","Garza",250,303,1224
"G4801710","1930","Texas","480","Gillespie","1710","Gillespie",734,437,2537
"G4801730","1930","Texas","480","Glasscock","1730","Glasscock",40,73,293
"G4801750","1930","Texas","480","Goliad","1750","Goliad",290,365,2145
"G4801770","1930","Texas","480","Gonzales","1770","Gonzales",965,971,6080
"G4801790","1930","Texas","480","Gray","1790","Gray",1693,3086,4940
"G4801810","1930","Texas","480","Grayson","1810","Grayson",5745,5230,15657
"G4801830","1930","Texas","480","Gregg","1830","Gregg",950,1006,3677
"G4801850","1930","Texas","480","Grimes","1850","Grimes",769,1070,5268
"G4801870","1930","Texas","480","Guadalupe","1870","Guadalupe",1043,1352,6046
"G4801890","1930","Texas","480","Hale","1890","Hale",1376,1399,4364
"G4801910","1930","Texas","480","Hall","1910","Hall",895,939,3692
"G4801930","1930","Texas","480","Hamilton","1930","Hamilton",659,511,3100
"G4801950","1930","Texas","480","Hansford","1950","Hansford",263,233,831
"G4801970","1930","Texas","480","Hardeman","1970","Hardeman",878,958,3201
"G4801990","1930","Texas","480","Hardin","1990","Hardin",1384,1295,3310
"G4802010","1930","Texas","480","Harris","2010","Harris",34573,49781,78921
"G4802030","1930","Texas","480","Harrison","2030","Harrison",2536,2463,10884
"G4802050","1930","Texas","480","Hartley","2050","Hartley",122,112,504
"G4802070","1930","Texas","480","Haskell","2070","Haskell",725,589,3691
"G4802090","1930","Texas","480","Hays","2090","Hays",852,878,3159
"G4802110","1930","Texas","480","Hemphill","2110","Hemphill",312,266,1011
"G4802130","1930","Texas","480","Henderson","2130","Henderson",964,1367,6511
"G4802150","1930","Texas","480","Hidalgo","2150","Hidalgo",4617,6274,16444
"G4802170","1930","Texas","480","Hill","2170","Hill",2223,2119,9627
"G4802190","1930","Texas","480","Hockley","2190","Hockley",266,359,1918
"G4802210","1930","Texas","480","Hood","2210","Hood",292,202,1595
"G4802230","1930","Texas","480","Hopkins","2230","Hopkins",1017,1023,6590
"G4802250","1930","Texas","480","Houston","2250","Houston",740,807,6490
"G4802270","1930","Texas","480","Howard","2270","Howard",1537,2649,4766
"G4802290","1930","Texas","480","Hudspeth","2290","Hudspeth",92,304,676
"G4802310","1930","Texas","480","Hunt","2310","Hunt",3075,3005,11336
"G4802330","1930","Texas","480","Hutchinson","2330","Hutchinson",1121,2436,3671
"G4802350","1930","Texas","480","Irion","2350","Irion",159,159,473
"G4802370","1930","Texas","480","Jack","2370","Jack",477,486,2062
"G4802390","1930","Texas","480","Jackson","2390","Jackson",368,425,2309
"G4802410","1930","Texas","480","Jasper","2410","Jasper",789,1510,3637
"G4802430","1930","Texas","480","Jeff Davis","2430","Jeff Davis",162,142,393
"G4802450","1930","Texas","480","Jefferson","2450","Jefferson",12551,17948,28598
"G4802470","1930","Texas","480","Jim Hogg","2470","Jim Hogg",326,313,963
"G4802490","1930","Texas","480","Jim Wells","2490","Jim Wells",753,648,2733
"G4802510","1930","Texas","480","Johnson","2510","Johnson",2480,2180,7799
"G4802530","1930","Texas","480","Jones","2530","Jones",1409,1217,5487
"G4802550","1930","Texas","480","Karnes","2550","Karnes",683,762,4498
"G4802570","1930","Texas","480","Kaufman","2570","Kaufman",1882,1778,8698
"G4802590","1930","Texas","480","Kendall","2590","Kendall",320,221,1287
"G4802610","1930","Texas","480","Kenedy","2610","Kenedy",18,77,152
"G4802630","1930","Texas","480","Kent","2630","Kent",120,90,821
"G4802650","1930","Texas","480","Kerr","2650","Kerr",780,868,2277
"G4802670","1930","Texas","480","Kimble","2670","Kimble",231,221,983
"G4802690","1930","Texas","480","King","2690","King",17,40,260
"G4802710","1930","Texas","480","Kinney","2710","Kinney",252,372,813
"G4802730","1930","Texas","480","Kleberg","2730","Kleberg",934,749,2695
"G4802750","1930","Texas","480","Knox","2750","Knox",534,458,2402
"G4802770","1930","Texas","480","Lamar","2770","Lamar",2481,3125,11149
"G4802790","1930","Texas","480","Lamb","2790","Lamb",582,750,3610
"G4802810","1930","Texas","480","Lampasas","2810","Lampasas",555,497,2193
"G4802830","1930","Texas","480","La Salle","2830","La Salle",571,460,1667
"G4802850","1930","Texas","480","Lavaca","2850","Lavaca",1330,965,6303
"G4802870","1930","Texas","480","Lee","2870","Lee",438,318,2885
"G4802890","1930","Texas","480","Leon","2890","Leon",579,470,4738
"G4802910","1930","Texas","480","Liberty","2910","Liberty",1112,1665,4343
"G4802930","1930","Texas","480","Limestone","2930","Limestone",1945,1672,9063
"G4802950","1930","Texas","480","Lipscomb","2950","Lipscomb",317,235,1022
"G4802970","1930","Texas","480","Live Oak","2970","Live Oak",287,291,1837
"G4802990","1930","Texas","480","Llano","2990","Llano",336,309,1277
"G4803010","1930","Texas","480","Loving","3010","Loving",10,30,54
"G4803030","1930","Texas","480","Lubbock","3030","Lubbock",2858,3354,8238
"G4803050","1930","Texas","480","Lynn","3050","Lynn",413,375,2650
"G4803070","1930","Texas","480","McCulloch","3070","Mcculloch",759,656,2976
"G4803090","1930","Texas","480","McLennan","3090","Mclennan",7466,9498,21837
"G4803110","1930","Texas","480","McMullen","3110","Mcmullen",56,53,305
"G4803130","1930","Texas","480","Madison","3130","Madison",298,228,2708
"G4803150","1930","Texas","480","Marion","3150","Marion",354,426,2366
"G4803170","1930","Texas","480","Martin","3170","Martin",189,207,1188
"G4803190","1930","Texas","480","Mason","3190","Mason",246,253,1290
"G4803210","1930","Texas","480","Matagorda","3210","Matagorda",1091,1551,4052
"G4803230","1930","Texas","480","Maverick","3230","Maverick",617,592,1299
"G4803250","1930","Texas","480","Medina","3250","Medina",648,604,3084
"G4803270","1930","Texas","480","Menard","3270","Menard",290,342,1003
"G4803290","1930","Texas","480","Midland","3290","Midland",591,845,1714
"G4803310","1930","Texas","480","Milam","3310","Milam",1417,1592,8409
"G4803330","1930","Texas","480","Mills","3330","Mills",311,222,1933
"G4803350","1930","Texas","480","Mitchell","3350","Mitchell",814,802,3042
"G4803370","1930","Texas","480","Montague","3370","Montague",1202,1086,4528
"G4803390","1930","Texas","480","Montgomery","3390","Montgomery",689,1154,3467
"G4803410","1930","Texas","480","Moore","3410","Moore",67,99,334
"G4803430","1930","Texas","480","Morris","3430","Morris",336,297,2147
"G4803450","1930","Texas","480","Motley","3450","Motley",266,287,1435
"G4803470","1930","Texas","480","Nacogdoches","3470","Nacogdoches",1223,1343,6644
"G4803490","1930","Texas","480","Navarro","3490","Navarro",3297,3727,13557
"G4803510","1930","Texas","480","Newton","3510","Newton",321,1310,2670
"G4803530","1930","Texas","480","Nolan","3530","Nolan",1519,1909,4341
"G4803550","1930","Texas","480","Nueces","3550","Nueces",3151,5445,10569
"G4803570","1930","Texas","480","Ochiltree","3570","Ochiltree",367,395,1135
"G4803590","1930","Texas","480","Oldham","3590","Oldham",93,106,308
"G4803610","1930","Texas","480","Orange","3610","Orange",1283,1816,3470
"G4803630","1930","Texas","480","Palo Pinto","3630","Palo Pinto",1473,1582,4095
"G4803650","1930","Texas","480","Panola","3650","Panola",409,544,5125
"G4803670","1930","Texas","480","Parker","3670","Parker",1160,886,4582
"G4803690","1930","Texas","480","Parmer","3690","Parmer",196,235,1271
"G4803710","1930","Texas","480","Pecos","3710","Pecos",497,928,1746
"G4803730","1930","Texas","480","Polk","3730","Polk",535,1208,3841
"G4803750","1930","Texas","480","Potter","3750","Potter",4158,6533,9657
"G4803770","1930","Texas","480","Presidio","3770","Presidio",548,904,1956
"G4803790","1930","Texas","480","Rains","3790","Rains",93,110,1558
"G4803810","1930","Texas","480","Randall","3810","Randall",595,432,1664
"G4803830","1930","Texas","480","Reagan","3830","Reagan",221,532,840
"G4803850","1930","Texas","480","Real","3850","Real",161,109,525
"G4803870","1930","Texas","480","Red River","3870","Red River",880,924,6864
"G4803890","1930","Texas","480","Reeves","3890","Reeves",480,639,1400
"G4803910","1930","Texas","480","Refugio","3910","Refugio",398,622,1625
"G4803930","1930","Texas","480","Roberts","3930","Roberts",147,81,351
"G4803950","1930","Texas","480","Robertson","3950","Robertson",1189,987,6158
"G4803970","1930","Texas","480","Rockwall","3970","Rockwall",440,345,1889
"G4803990","1930","Texas","480","Runnels","3990","Runnels",1239,1070,4894
"G4804010","1930","Texas","480","Rusk","4010","Rusk",681,552,6959
"G4804030","1930","Texas","480","Sabine","4030","Sabine",305,938,2591
"G4804050","1930","Texas","480","San Augustine","4050","San Augustine",230,539,2675
"G4804070","1930","Texas","480","San Jacinto","4070","San Jacinto",229,544,2198
"G4804090","1930","Texas","480","San Patricio","4090","San Patricio",1064,1453,4875
"G4804110","1930","Texas","480","San Saba","4110","San Saba",409,469,2349
"G4804130","1930","Texas","480","Schleicher","4130","Schleicher",181,188,696
"G4804150","1930","Texas","480","Scurry","4150","Scurry",591,468,2603
"G4804170","1930","Texas","480","Shackelford","4170","Shackelford",445,657,1628
"G4804190","1930","Texas","480","Shelby","4190","Shelby",867,1012,6230
"G4804210","1930","Texas","480","Sherman","4210","Sherman",153,160,514
"G4804230","1930","Texas","480","Smith","4230","Smith",2460,2972,11446
"G4804250","1930","Texas","480","Somervell","4250","Somervell",134,140,737
"G4804270","1930","Texas","480","Starr","4270","Starr",830,348,2175
