GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A47001,A48001,A48002,A49001,A49002,A49003,A49004,A49005,A49006,A49007,A49008,A49009,A49010
"G2902010","1910","Missouri","290","Scott","2010","Scott",4710,1508,3202,344,225,3,935,1,750,353,68,1908,123
"G2902030","1910","Missouri","290","Shannon","2030","Shannon",2375,1421,954,632,347,2,440,0,189,59,9,655,42
"G2902050","1910","Missouri","290","Shelby","2050","Shelby",3696,2282,1414,946,830,6,497,3,643,212,33,440,86
"G2902070","1910","Missouri","290","Stoddard","2070","Stoddard",5985,3536,2449,862,879,13,1766,16,593,200,57,1517,82
"G2902090","1910","Missouri","290","Stone","2090","Stone",2439,1721,718,659,640,4,416,2,214,78,6,404,16
"G2902110","1910","Missouri","290","Sullivan","2110","Sullivan",4279,2661,1618,694,1258,11,698,0,680,205,16,664,53
"G2902130","1910","Missouri","290","Taney","2130","Taney",1901,1483,418,804,270,5,399,5,126,38,20,202,32
"G2902150","1910","Missouri","290","Texas","2150","Texas",4481,3594,887,1932,891,4,755,12,315,79,15,440,38
"G2902170","1910","Missouri","290","Vernon","2170","Vernon",6586,3405,3181,1072,1125,2,1202,4,1284,530,12,1305,50
"G2902190","1910","Missouri","290","Warren","2190","Warren",1961,1306,655,647,347,0,312,0,274,81,11,267,22
"G2902210","1910","Missouri","290","Washington","2210","Washington",2803,1725,1078,741,324,9,646,5,227,44,37,722,48
"G2902230","1910","Missouri","290","Wayne","2230","Wayne",3083,1691,1392,885,356,1,445,4,372,66,66,856,32
"G2902250","1910","Missouri","290","Webster","2250","Webster",3769,2719,1050,1161,902,1,651,4,421,114,19,450,46
"G2902270","1910","Missouri","290","Worth","2270","Worth",1854,1254,600,369,501,2,378,4,264,108,0,189,39
"G2902290","1910","Missouri","290","Wright","2290","Wright",3901,2800,1101,1377,785,1,637,0,435,103,7,538,18
"G2905100","1910","Missouri","290","St Louis City","5100","St Louis City",155555,370,155185,123,57,12,178,0,22055,15140,374,113337,4279
"G3000010","1910","Montana","300","Beaverhead","0010","Beaverhead",1561,534,1027,349,105,3,75,2,289,52,20,610,56
"G3000070","1910","Montana","300","Broadwater","0070","Broadwater",910,379,531,284,43,1,48,3,230,8,1,220,72
"G3000090","1910","Montana","300","Carbon","0090","Carbon",3074,1239,1835,675,340,13,198,13,598,144,23,964,106
"G3000130","1910","Montana","300","Cascade","0130","Cascade",5588,1430,4158,781,479,8,157,5,1557,293,40,2021,247
"G3000150","1910","Montana","300","Chouteau","0150","Chouteau",3793,1777,2016,1472,117,61,74,53,847,66,91,727,285
"G3000170","1910","Montana","300","Custer","0170","Custer",3255,1629,1626,1472,56,31,33,37,564,118,30,429,485
"G3000210","1910","Montana","300","Dawson","0210","Dawson",3189,2115,1074,1839,154,38,57,27,315,52,156,398,153
"G3000230","1910","Montana","300","Deer Lodge","0230","Deer Lodge",2779,167,2612,88,30,1,48,0,814,131,11,1592,64
"G3000270","1910","Montana","300","Fergus","0270","Fergus",4439,2121,2318,1468,421,84,135,13,648,161,38,1056,415
"G3000290","1910","Montana","300","Flathead","0290","Flathead",4326,1195,3131,720,283,5,184,3,1047,235,19,1700,130
"G3000310","1910","Montana","300","Gallatin","0310","Gallatin",3171,1157,2014,468,398,16,270,5,602,220,144,865,183
"G3000390","1910","Montana","300","Granite","0390","Granite",892,273,619,229,18,2,24,0,257,3,15,313,31
"G3000430","1910","Montana","300","Jefferson","0430","Jefferson",1513,307,1206,208,64,1,34,0,425,25,32,682,42
"G3000490","1910","Montana","300","Lewis And Clark","0490","Lewis And Clark",4672,528,4144,356,60,7,90,15,1325,204,103,2120,392
"G3000530","1910","Montana","300","Lincoln","0530","Lincoln",929,285,644,197,65,2,20,1,265,13,29,308,29
"G3000570","1910","Montana","300","Madison","0570","Madison",1901,719,1182,433,141,1,140,4,463,34,26,597,62
"G3000590","1910","Montana","300","Meagher","0590","Meagher",1037,453,584,351,28,34,29,11,101,23,89,275,96
"G3000630","1910","Montana","300","Missoula","0630","Missoula",5282,685,4597,454,120,3,107,1,1490,474,13,2449,171
"G3000670","1910","Montana","300","Park","0670","Park",2581,731,1850,443,173,5,108,2,515,119,118,1007,91
"G3000770","1910","Montana","300","Powell","0770","Powell",1245,378,867,292,39,0,44,3,309,40,14,451,53
"G3000810","1910","Montana","300","Ravalli","0810","Ravalli",2409,1063,1346,538,308,9,204,4,449,128,50,647,72
"G3000870","1910","Montana","300","Rosebud","0870","Rosebud",2180,1009,1171,842,67,4,60,36,675,33,10,331,122
"G3000890","1910","Montana","300","Sanders","0890","Sanders",931,364,567,278,44,1,35,6,202,22,5,296,42
"G3000930","1910","Montana","300","Silver Bow","0930","Silver Bow",12352,205,12147,149,36,1,18,1,3894,804,31,7100,318
"G3000970","1910","Montana","300","Sweet Grass","0970","Sweet Grass",880,469,411,253,144,3,69,0,122,47,12,194,36
"G3000990","1910","Montana","300","Teton","0990","Teton",2406,1160,1246,1043,65,13,30,9,547,30,38,399,232
"G3001050","1910","Montana","300","Valley","1050","Valley",3788,2183,1605,1924,59,48,46,106,740,44,35,415,371
"G3001110","1910","Montana","300","Yellowstone","1110","Yellowstone",5519,1857,3662,1047,474,68,227,41,737,264,303,1781,577
"G3100010","1910","Nebraska","310","Adams","0010","Adams",4581,1742,2839,562,416,3,761,0,1289,416,15,1073,46
"G3100030","1910","Nebraska","310","Antelope","0030","Antelope",3061,1911,1150,474,556,68,811,2,527,110,63,404,46
"G3100070","1910","Nebraska","310","Banner","0070","Banner",398,377,21,316,38,0,23,0,7,0,0,5,9
"G3100090","1910","Nebraska","310","Blaine","0090","Blaine",469,426,43,366,33,0,26,1,20,5,0,15,3
"G3100110","1910","Nebraska","310","Boone","0110","Boone",2859,1784,1075,414,557,3,807,3,472,161,4,369,69
"G3100130","1910","Nebraska","310","Box Butte","0130","Box Butte",1458,595,863,372,110,3,106,4,247,127,1,453,35
"G3100150","1910","Nebraska","310","Boyd","0150","Boyd",1775,1139,636,323,433,4,379,0,293,71,1,233,38
"G3100170","1910","Nebraska","310","Brown","0170","Brown",1462,835,627,559,144,5,125,2,303,78,11,218,17
"G3100190","1910","Nebraska","310","Buffalo","0190","Buffalo",5071,2322,2749,824,525,10,956,7,1232,330,46,1073,68
"G3100210","1910","Nebraska","310","Burt","0210","Burt",2797,1443,1354,349,358,9,726,1,654,142,6,469,83
"G3100230","1910","Nebraska","310","Butler","0230","Butler",3471,1856,1615,663,400,0,792,1,882,76,30,564,63
"G3100250","1910","Nebraska","310","Cass","0250","Cass",4469,2062,2407,751,354,13,943,1,1176,249,27,897,58
"G3100270","1910","Nebraska","310","Cedar","0270","Cedar",3108,1922,1186,439,624,8,847,4,472,210,5,447,52
"G3100290","1910","Nebraska","310","Chase","0290","Chase",820,593,227,318,119,1,155,0,113,14,3,62,35
