GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BXR001,BXS001,BXV001,BXV002,BXW001,BX8001
"G3101750","1940","Nebraska","310","Valley","1750","Valley",2522,2307,1011,1296,43.8,2522
"G3101770","1940","Nebraska","310","Washington","1770","Washington",3385,3197,1631,1566,51.0,3385
"G3101790","1940","Nebraska","310","Wayne","1790","Wayne",2740,2647,1174,1473,44.4,2740
"G3101810","1940","Nebraska","310","Webster","1810","Webster",2772,2367,1124,1243,47.5,2772
"G3101830","1940","Nebraska","310","Wheeler","1830","Wheeler",599,528,237,291,44.9,599
"G3101850","1940","Nebraska","310","York","1850","York",4711,4287,2105,2182,49.1,4711
"G3200010","1940","Nevada","320","Churchill","0010","Churchill",1722,1562,851,711,54.5,1722
"G3200030","1940","Nevada","320","Clark","0030","Clark",5082,4829,1991,2838,41.2,5082
"G3200050","1940","Nevada","320","Douglas","0050","Douglas",1028,599,344,255,57.4,1028
"G3200070","1940","Nevada","320","Elko","0070","Elko",3607,3241,1539,1702,47.5,3607
"G3200090","1940","Nevada","320","Esmeralda","0090","Esmeralda",789,620,305,315,49.2,789
"G3200110","1940","Nevada","320","Eureka","0110","Eureka",571,461,251,210,54.4,571
"G3200130","1940","Nevada","320","Humboldt","0130","Humboldt",1462,1395,661,734,47.4,1462
"G3200150","1940","Nevada","320","Lander","0150","Lander",730,583,286,297,49.1,730
"G3200170","1940","Nevada","320","Lincoln","0170","Lincoln",1242,1143,519,624,45.4,1242
"G3200190","1940","Nevada","320","Lyon","0190","Lyon",1429,1201,649,552,54.0,1429
"G3200210","1940","Nevada","320","Mineral","0210","Mineral",897,777,392,385,50.5,897
"G3200230","1940","Nevada","320","Nye","0230","Nye",1722,1380,851,529,61.7,1722
"G3200250","1940","Nevada","320","Ormsby","0250","Ormsby",991,935,484,451,51.8,991
"G3200270","1940","Nevada","320","Pershing","0270","Pershing",920,867,345,522,39.8,920
"G3200290","1940","Nevada","320","Storey","0290","Storey",423,395,212,183,53.7,423
"G3200310","1940","Nevada","320","Washoe","0310","Washoe",10766,10025,4628,5397,46.2,10766
"G3200330","1940","Nevada","320","White Pine","0330","White Pine",3389,3278,1045,2233,31.9,3389
"G3300010","1940","New Hampshire","330","Belknap","0010","Belknap",9978,6741,3684,3057,54.7,9978
"G3300030","1940","New Hampshire","330","Carroll","0030","Carroll",6705,4443,3186,1257,71.7,6705
"G3300050","1940","New Hampshire","330","Cheshire","0050","Cheshire",11905,9675,5394,4281,55.8,11905
"G3300070","1940","New Hampshire","330","Coos","0070","Coos",10264,9529,4820,4709,50.6,10264
"G3300090","1940","New Hampshire","330","Grafton","0090","Grafton",14646,12201,6807,5394,55.8,14646
"G3300110","1940","New Hampshire","330","Hillsborough","0110","Hillsborough",42797,39180,16151,23029,41.2,42797
"G3300130","1940","New Hampshire","330","Merrimack","0130","Merrimack",18697,15861,8925,6936,56.3,18697
"G3300150","1940","New Hampshire","330","Rockingham","0150","Rockingham",21900,16511,10178,6333,61.6,21900
"G3300170","1940","New Hampshire","330","Strafford","0170","Strafford",13120,11827,5939,5888,50.2,13120
"G3300190","1940","New Hampshire","330","Sullivan","0190","Sullivan",8032,6968,3621,3347,52.0,8032
"G3400010","1940","New Jersey","340","Atlantic","0010","Atlantic",43223,34640,12372,22268,35.7,43223
"G3400030","1940","New Jersey","340","Bergen","0030","Bergen",115672,110446,57337,53109,51.9,115672
"G3400050","1940","New Jersey","340","Burlington","0050","Burlington",27498,24785,12687,12098,51.2,27498
"G3400070","1940","New Jersey","340","Camden","0070","Camden",70457,67480,32041,35439,47.5,70457
"G3400090","1940","New Jersey","340","Cape May","0090","Cape May",25065,8632,5109,3523,59.2,25065
"G3400110","1940","New Jersey","340","Cumberland","0110","Cumberland",21519,19842,10960,8882,55.2,21519
"G3400130","1940","New Jersey","340","Essex","0130","Essex",230916,221679,67225,154454,30.3,230916
"G3400150","1940","New Jersey","340","Gloucester","0150","Gloucester",21233,19429,10604,8825,54.6,21233
"G3400170","1940","New Jersey","340","Hudson","0170","Hudson",184121,173443,35251,138192,20.3,184121
"G3400190","1940","New Jersey","340","Hunterdon","0190","Hunterdon",11385,10317,6126,4191,59.4,11385
"G3400210","1940","New Jersey","340","Mercer","0210","Mercer",49802,48501,21610,26891,44.6,49802
"G3400230","1940","New Jersey","340","Middlesex","0230","Middlesex",55948,54066,24647,29419,45.6,55948
"G3400250","1940","New Jersey","340","Monmouth","0250","Monmouth",63544,43746,22820,20926,52.2,63544
"G3400270","1940","New Jersey","340","Morris","0270","Morris",39929,31750,16920,14830,53.3,39929
"G3400290","1940","New Jersey","340","Ocean","0290","Ocean",24376,10921,7087,3834,64.9,24376
"G3400310","1940","New Jersey","340","Passaic","0310","Passaic",90191,83882,27239,56643,32.5,90191
"G3400330","1940","New Jersey","340","Salem","0330","Salem",12437,11458,5147,6311,44.9,12437
"G3400350","1940","New Jersey","340","Somerset","0350","Somerset",19499,18401,10021,8380,54.5,19499
"G3400370","1940","New Jersey","340","Sussex","0370","Sussex",13344,8080,4395,3685,54.4,13344
"G3400390","1940","New Jersey","340","Union","0390","Union",88450,84870,37482,47388,44.2,88450
"G3400410","1940","New Jersey","340","Warren","0410","Warren",15278,13892,6798,7094,48.9,15278
"G3500010","1940","New Mexico","350","Bernalillo","0010","Bernalillo",19026,18079,10274,7805,56.8,19026
"G3500030","1940","New Mexico","350","Catron","0030","Catron",1856,1313,833,480,63.4,1856
"G3500050","1940","New Mexico","350","Chaves","0050","Chaves",6578,6091,2884,3207,47.3,6578
"G3500070","1940","New Mexico","350","Colfax","0070","Colfax",5707,4634,1993,2641,43.0,5707
"G3500090","1940","New Mexico","350","Curry","0090","Curry",5149,4809,2364,2445,49.2,5149
"G3500110","1940","New Mexico","350","De Baca","0110","De Baca",1011,934,588,346,63.0,1011
"G3500130","1940","New Mexico","350","Dona Ana","0130","Dona Ana",7703,7270,3181,4089,43.8,7703
"G3500150","1940","New Mexico","350","Eddy","0150","Eddy",6207,6059,2533,3526,41.8,6207
"G3500170","1940","New Mexico","350","Grant","0170","Grant",5252,4890,2093,2797,42.8,5252
"G3500190","1940","New Mexico","350","Guadalupe","0190","Guadalupe",2062,1908,1201,707,62.9,2062
"G3500210","1940","New Mexico","350","Harding","0210","Harding",1222,1057,597,460,56.5,1222
"G3500230","1940","New Mexico","350","Hidalgo","0230","Hidalgo",1319,1246,616,630,49.4,1319
"G3500250","1940","New Mexico","350","Lea","0250","Lea",6750,6161,3034,3127,49.2,6750
"G3500270","1940","New Mexico","350","Lincoln","0270","Lincoln",3132,2119,1168,951,55.1,3132
"G3500290","1940","New Mexico","350","Luna","0290","Luna",1857,1687,871,816,51.6,1857
"G3500310","1940","New Mexico","350","McKinley","0310","Mckinley",6870,5318,3370,1948,63.4,6870
"G3500330","1940","New Mexico","350","Mora","0330","Mora",2653,2399,1810,589,75.4,2653
"G3500350","1940","New Mexico","350","Otero","0350","Otero",3107,2638,1480,1158,56.1,3107
"G3500370","1940","New Mexico","350","Quay","0370","Quay",3595,3212,1731,1481,53.9,3595
"G3500390","1940","New Mexico","350","Rio Arriba","0390","Rio Arriba",6095,5499,4232,1267,77.0,6095
"G3500410","1940","New Mexico","350","Roosevelt","0410","Roosevelt",3840,3628,2032,1596,56.0,3840
"G3500430","1940","New Mexico","350","Sandoval","0430","Sandoval",3885,3082,2312,770,75.0,3885
"G3500450","1940","New Mexico","350","San Juan","0450","San Juan",4690,3750,2794,956,74.5,4690
"G3500470","1940","New Mexico","350","San Miguel","0470","San Miguel",7229,6330,4178,2152,66.0,7229
"G3500490","1940","New Mexico","350","Santa Fe","0490","Santa Fe",8049,7289,3916,3373,53.7,8049
"G3500510","1940","New Mexico","350","Sierra","0510","Sierra",2349,1908,1016,892,53.2,2349
"G3500530","1940","New Mexico","350","Socorro","0530","Socorro",3020,2666,1802,864,67.6,3020
"G3500550","1940","New Mexico","350","Taos","0550","Taos",4772,4109,3217,892,78.3,4772
"G3500570","1940","New Mexico","350","Torrance","0570","Torrance",2862,2628,1699,929,64.6,2862
"G3500590","1940","New Mexico","350","Union","0590","Union",2749,2354,1135,1219,48.2,2749
"G3500610","1940","New Mexico","350","Valencia","0610","Valencia",5046,4408,3196,1212,72.5,5046
"G3600010","1940","New York","360","Albany","0010","Albany",66641,62616,24367,38249,38.9,66641
"G3600030","1940","New York","360","Allegany","0030","Allegany",12303,11191,7018,4173,62.7,12303
"G3600050","1940","New York","360","Bronx","0050","Bronx",395245,377843,30490,347353,8.1,395245
"G3600070","1940","New York","360","Broome","0070","Broome",46942,43739,21502,22237,49.2,46942
"G3600090","1940","New York","360","Cattaraugus","0090","Cattaraugus",21466,19869,11808,8061,59.4,21466
"G3600110","1940","New York","360","Cayuga","0110","Cayuga",20310,18057,10676,7381,59.1,20310
"G3600130","1940","New York","360","Chautauqua","0130","Chautauqua",40527,35976,19507,16469,54.2,40527
"G3600150","1940","New York","360","Chemung","0150","Chemung",21751,20576,10090,10486,49.0,21751
"G3600170","1940","New York","360","Chenango","0170","Chenango",11670,10387,6345,4042,61.1,11670
"G3600190","1940","New York","360","Clinton","0190","Clinton",12730,11859,6158,5701,51.9,12730
"G3600210","1940","New York","360","Columbia","0210","Columbia",14189,11708,6034,5674,51.5,14189
"G3600230","1940","New York","360","Cortland","0230","Cortland",10555,9689,5293,4396,54.6,10555
"G3600250","1940","New York","360","Delaware","0250","Delaware",13372,11414,6958,4456,61.0,13372
"G3600270","1940","New York","360","Dutchess","0270","Dutchess",31824,28532,12426,16106,43.6,31824
"G3600290","1940","New York","360","Erie","0290","Erie",219553,208868,79532,129336,38.1,219553
"G3600310","1940","New York","360","Essex","0310","Essex",10538,8707,5078,3629,58.3,10538
"G3600330","1940","New York","360","Franklin","0330","Franklin",12249,11186,6012,5174,53.7,12249
"G3600350","1940","New York","360","Fulton","0350","Fulton",17251,14648,7991,6657,54.6,17251
"G3600370","1940","New York","360","Genesee","0370","Genesee",12535,11872,6964,4908,58.7,12535
"G3600390","1940","New York","360","Greene","0390","Greene",10500,8201,5166,3035,63.0,10500
"G3600410","1940","New York","360","Hamilton","0410","Hamilton",2548,1184,819,365,69.2,2548
"G3600430","1940","New York","360","Herkimer","0430","Herkimer",18972,16412,8582,7830,52.3,18972
"G3600450","1940","New York","360","Jefferson","0450","Jefferson",26943,23113,11896,11217,51.5,26943
"G3600470","1940","New York","360","Kings","0470","Kings",762526,716933,134718,582215,18.8,762526
"G3600490","1940","New York","360","Lewis","0490","Lewis",6668,5980,4182,1798,69.9,6668
"G3600510","1940","New York","360","Livingston","0510","Livingston",11285,9521,5597,3924,58.8,11285
"G3600530","1940","New York","360","Madison","0530","Madison",12765,11272,7097,4175,63.0,12765
"G3600550","1940","New York","360","Monroe","0550","Monroe",127776,121086,56460,64626,46.6,127776
"G3600570","1940","New York","360","Montgomery","0570","Montgomery",17338,16497,8191,8306,49.7,17338
"G3600590","1940","New York","360","Nassau","0590","Nassau",123401,108051,61371,46680,56.8,123401
"G3600610","1940","New York","360","New York","0610","New York",617373,548378,6344,542034,1.2,617373
"G3600630","1940","New York","360","Niagara","0630","Niagara",44509,42018,21220,20798,50.5,44509
"G3600650","1940","New York","360","Oneida","0650","Oneida",57411,52783,23830,28953,45.1,57411
"G3600670","1940","New York","360","Onondaga","0670","Onondaga",85649,80630,33896,46734,42.0,85649
"G3600690","1940","New York","360","Ontario","0690","Ontario",16951,14869,8856,6013,59.6,16951
"G3600710","1940","New York","360","Orange","0710","Orange",43142,36975,17405,19570,47.1,43142
"G3600730","1940","New York","360","Orleans","0730","Orleans",8772,7954,4907,3047,61.7,8772
"G3600750","1940","New York","360","Oswego","0750","Oswego",21958,19554,12192,7362,62.4,21958
"G3600770","1940","New York","360","Otsego","0770","Otsego",15914,13486,8446,5040,62.6,15914
"G3600790","1940","New York","360","Putnam","0790","Putnam",7985,4428,2208,2220,49.9,7985
"G3600810","1940","New York","360","Queens","0810","Queens",394389,361689,132889,228800,36.7,394389
"G3600830","1940","New York","360","Rensselaer","0830","Rensselaer",38159,34447,16019,18428,46.5,38159
"G3600850","1940","New York","360","Richmond","0850","Richmond",48839,43076,18702,24374,43.4,48839
"G3600870","1940","New York","360","Rockland","0870","Rockland",18615,16252,8609,7643,53.0,18615
"G3600890","1940","New York","360","St Lawrence","0890","St Lawrence",25324,23058,13274,9784,57.6,25324
"G3600910","1940","New York","360","Saratoga","0910","Saratoga",20622,18271,10320,7951,56.5,20622
"G3600930","1940","New York","360","Schenectady","0930","Schenectady",37235,35246,17238,18008,48.9,37235
"G3600950","1940","New York","360","Schoharie","0950","Schoharie",7657,6116,4099,2017,67.0,7657
"G3600970","1940","New York","360","Schuyler","0970","Schuyler",4232,3780,2455,1325,64.9,4232
"G3600990","1940","New York","360","Seneca","0990","Seneca",7061,6351,4123,2228,64.9,7061
"G3601010","1940","New York","360","Steuben","1010","Steuben",25532,23575,14028,9547,59.5,25532
"G3601030","1940","New York","360","Suffolk","1030","Suffolk",75586,47626,28662,18964,60.2,75586
"G3601050","1940","New York","360","Sullivan","1050","Sullivan",23206,10810,6977,3833,64.5,23206
"G3601070","1940","New York","360","Tioga","1070","Tioga",8521,7914,5001,2913,63.2,8521
"G3601090","1940","New York","360","Tompkins","1090","Tompkins",13393,12345,6877,5468,55.7,13393
"G3601110","1940","New York","360","Ulster","1110","Ulster",30961,24761,13875,10886,56.0,30961
"G3601130","1940","New York","360","Warren","1130","Warren",13203,10348,5954,4394,57.5,13203
"G3601150","1940","New York","360","Washington","1150","Washington",14047,12369,7634,4735,61.7,14047
"G3601170","1940","New York","360","Wayne","1170","Wayne",16668,15023,9304,5719,61.9,16668
"G3601190","1940","New York","360","Westchester","1190","Westchester",161213,147735,49538,98197,33.5,161213
"G3601210","1940","New York","360","Wyoming","1210","Wyoming",9662,8310,5073,3237,61.0,9662
"G3601230","1940","New York","360","Yates","1230","Yates",6298,4949,3105,1844,62.7,6298
"G3700010","1940","North Carolina","370","Alamance","0010","Alamance",13254,13024,6311,6713,48.5,13254
"G3700030","1940","North Carolina","370","Alexander","0030","Alexander",3021,2890,1858,1032,64.3,3021
"G3700050","1940","North Carolina","370","Alleghany","0050","Alleghany",2181,1988,1420,568,71.4,2181
"G3700070","1940","North Carolina","370","Anson","0070","Anson",6242,5977,2050,3927,34.3,6242
"G3700090","1940","North Carolina","370","Ashe","0090","Ashe",5233,4868,3421,1447,70.3,5233
"G3700110","1940","North Carolina","370","Avery","0110","Avery",2910,2764,1835,929,66.4,2910
"G3700130","1940","North Carolina","370","Beaufort","0130","Beaufort",8736,8154,4060,4094,49.8,8736
"G3700150","1940","North Carolina","370","Bertie","0150","Bertie",5399,5353,2026,3327,37.8,5399
"G3700170","1940","North Carolina","370","Bladen","0170","Bladen",6095,5621,3234,2387,57.5,6095
"G3700190","1940","North Carolina","370","Brunswick","0190","Brunswick",3817,3673,2525,1148,68.7,3817
"G3700210","1940","North Carolina","370","Buncombe","0210","Buncombe",28233,26375,11729,14646,44.5,28233
"G3700230","1940","North Carolina","370","Burke","0230","Burke",8099,7783,4525,3258,58.1,8099
"G3700250","1940","North Carolina","370","Cabarrus","0250","Cabarrus",13430,13176,4968,8208,37.7,13430
"G3700270","1940","North Carolina","370","Caldwell","0270","Caldwell",8026,7617,4307,3310,56.5,8026
"G3700290","1940","North Carolina","370","Camden","0290","Camden",1308,1271,544,727,42.8,1308
"G3700310","1940","North Carolina","370","Carteret","0310","Carteret",4600,4261,3045,1216,71.5,4600
"G3700330","1940","North Carolina","370","Caswell","0330","Caswell",4065,3916,1519,2397,38.8,4065
"G3700350","1940","North Carolina","370","Catawba","0350","Catawba",12049,11709,6097,5612,52.1,12049
"G3700370","1940","North Carolina","370","Chatham","0370","Chatham",5758,5368,2896,2472,53.9,5758
"G3700390","1940","North Carolina","370","Cherokee","0390","Cherokee",4229,4021,2259,1762,56.2,4229
"G3700410","1940","North Carolina","370","Chowan","0410","Chowan",2691,2539,1053,1486,41.5,2691
"G3700430","1940","North Carolina","370","Clay","0430","Clay",1483,1401,838,563,59.8,1483
"G3700450","1940","North Carolina","370","Cleveland","0450","Cleveland",12810,12474,4530,7944,36.3,12810
"G3700470","1940","North Carolina","370","Columbus","0470","Columbus",10146,9798,5185,4613,52.9,10146
"G3700490","1940","North Carolina","370","Craven","0490","Craven",7697,7367,3266,4101,44.3,7697
"G3700510","1940","North Carolina","370","Cumberland","0510","Cumberland",12161,11960,4460,7500,37.3,12161
"G3700530","1940","North Carolina","370","Currituck","0530","Currituck",1739,1663,791,872,47.6,1739
"G3700550","1940","North Carolina","370","Dare","0550","Dare",1813,1454,1207,247,83.0,1813
"G3700570","1940","North Carolina","370","Davidson","0570","Davidson",12174,12029,6504,5525,54.1,12174
"G3700590","1940","North Carolina","370","Davie","0590","Davie",3398,3320,1622,1698,48.9,3398
"G3700610","1940","North Carolina","370","Duplin","0610","Duplin",9177,8683,4157,4526,47.9,9177
"G3700630","1940","North Carolina","370","Durham","0630","Durham",20618,19898,5804,14094,29.2,20618
"G3700650","1940","North Carolina","370","Edgecombe","0650","Edgecombe",10776,10333,2564,7769,24.8,10776
"G3700670","1940","North Carolina","370","Forsyth","0670","Forsyth",32265,30800,12263,18537,39.8,32265
"G3700690","1940","North Carolina","370","Franklin","0690","Franklin",6692,6522,2229,4293,34.2,6692
"G3700710","1940","North Carolina","370","Gaston","0710","Gaston",19697,19529,6909,12620,35.4,19697
"G3700730","1940","North Carolina","370","Gates","0730","Gates",2174,2124,1134,990,53.4,2174
"G3700750","1940","North Carolina","370","Graham","0750","Graham",1345,1316,732,584,55.6,1345
"G3700770","1940","North Carolina","370","Granville","0770","Granville",6472,6189,2127,4062,34.4,6472
"G3700790","1940","North Carolina","370","Greene","0790","Greene",3573,3556,826,2730,23.2,3573
"G3700810","1940","North Carolina","370","Guilford","0810","Guilford",37868,36842,14682,22160,39.9,37868
"G3700830","1940","North Carolina","370","Halifax","0830","Halifax",11898,11446,3249,8197,28.4,11898
"G3700850","1940","North Carolina","370","Harnett","0850","Harnett",9475,9205,3305,5900,35.9,9475
"G3700870","1940","North Carolina","370","Haywood","0870","Haywood",8142,7651,4164,3487,54.4,8142
"G3700890","1940","North Carolina","370","Henderson","0890","Henderson",7540,6363,3504,2859,55.1,7540
"G3700910","1940","North Carolina","370","Hertford","0910","Hertford",4109,4024,1467,2557,36.5,4109
"G3700930","1940","North Carolina","370","Hoke","0930","Hoke",2960,2900,834,2066,28.8,2960
"G3700950","1940","North Carolina","370","Hyde","0950","Hyde",1927,1720,984,736,57.2,1927
"G3700970","1940","North Carolina","370","Iredell","0970","Iredell",11660,11438,5299,6139,46.3,11660
"G3700990","1940","North Carolina","370","Jackson","0990","Jackson",4214,4008,2541,1467,63.4,4214
"G3701010","1940","North Carolina","370","Johnston","1010","Johnston",14256,13813,4922,8891,35.6,14256
"G3701030","1940","North Carolina","370","Jones","1030","Jones",2272,2185,822,1363,37.6,2272
"G3701050","1940","North Carolina","370","Lee","1050","Lee",4249,4148,1858,2290,44.8,4249
"G3701070","1940","North Carolina","370","Lenoir","1070","Lenoir",9098,8860,2598,6262,29.3,9098
"G3701090","1940","North Carolina","370","Lincoln","1090","Lincoln",5336,5190,2380,2810,45.9,5336
"G3701110","1940","North Carolina","370","McDowell","1110","Mcdowell",5173,5015,2445,2570,48.8,5173
"G3701130","1940","North Carolina","370","Macon","1130","Macon",3855,3489,2305,1184,66.1,3855
"G3701150","1940","North Carolina","370","Madison","1150","Madison",5150,4846,2651,2195,54.7,5150
"G3701170","1940","North Carolina","370","Martin","1170","Martin",5300,5144,1844,3300,35.8,5300
"G3701190","1940","North Carolina","370","Mecklenburg","1190","Mecklenburg",37175,36320,11981,24339,33.0,37175
"G3701210","1940","North Carolina","370","Mitchell","1210","Mitchell",3518,3392,2308,1084,68.0,3518
"G3701230","1940","North Carolina","370","Montgomery","1230","Montgomery",3669,3593,1699,1894,47.3,3669
"G3701250","1940","North Carolina","370","Moore","1250","Moore",7222,6719,3739,2980,55.6,7222
"G3701270","1940","North Carolina","370","Nash","1270","Nash",12154,11780,3567,8213,30.3,12154
"G3701290","1940","North Carolina","370","New Hanover","1290","New Hanover",13681,12054,4614,7440,38.3,13681
"G3701310","1940","North Carolina","370","Northampton","1310","Northampton",5748,5622,2020,3602,35.9,5748
"G3701330","1940","North Carolina","370","Onslow","1330","Onslow",3950,3777,1972,1805,52.2,3950
"G3701350","1940","North Carolina","370","Orange","1350","Orange",5425,5239,2523,2716,48.2,5425
"G3701370","1940","North Carolina","370","Pamlico","1370","Pamlico",2271,2170,1431,739,65.9,2271
"G3701390","1940","North Carolina","370","Pasquotank","1390","Pasquotank",5022,4867,2012,2855,41.3,5022
"G3701410","1940","North Carolina","370","Pender","1410","Pender",4133,3754,2335,1419,62.2,4133
"G3701430","1940","North Carolina","370","Perquimans","1430","Perquimans",2437,2269,998,1271,44.0,2437
"G3701450","1940","North Carolina","370","Person","1450","Person",5272,5113,1622,3491,31.7,5272
"G3701470","1940","North Carolina","370","Pitt","1470","Pitt",13115,12733,3475,9258,27.3,13115
"G3701490","1940","North Carolina","370","Polk","1490","Polk",2948,2679,1335,1344,49.8,2948
"G3701510","1940","North Carolina","370","Randolph","1510","Randolph",10555,10318,6237,4081,60.4,10555
"G3701530","1940","North Carolina","370","Richmond","1530","Richmond",8400,8094,2807,5287,34.7,8400
"G3701550","1940","North Carolina","370","Robeson","1550","Robeson",16163,15741,5101,10640,32.4,16163
"G3701570","1940","North Carolina","370","Rockingham","1570","Rockingham",13228,12923,5084,7839,39.3,13228
"G3701590","1940","North Carolina","370","Rowan","1590","Rowan",16788,16336,6990,9346,42.8,16788
"G3701610","1940","North Carolina","370","Rutherford","1610","Rutherford",10303,9981,3690,6291,37.0,10303
"G3701630","1940","North Carolina","370","Sampson","1630","Sampson",10173,9766,4695,5071,48.1,10173
"G3701650","1940","North Carolina","370","Scotland","1650","Scotland",5007,4917,1078,3839,21.9,5007
"G3701670","1940","North Carolina","370","Stanly","1670","Stanly",7759,7575,3259,4316,43.0,7759
"G3701690","1940","North Carolina","370","Stokes","1690","Stokes",5133,4838,2284,2554,47.2,5133
"G3701710","1940","North Carolina","370","Surry","1710","Surry",9512,9190,4900,4290,53.3,9512
"G3701730","1940","North Carolina","370","Swain","1730","Swain",2608,2505,1309,1196,52.3,2608
"G3701750","1940","North Carolina","370","Transylvania","1750","Transylvania",2966,2663,1279,1384,48.0,2966
"G3701770","1940","North Carolina","370","Tyrrell","1770","Tyrrell",1259,1210,702,508,58.0,1259
"G3701790","1940","North Carolina","370","Union","1790","Union",8678,8508,3521,4987,41.4,8678
"G3701810","1940","North Carolina","370","Vance","1810","Vance",6550,6394,2020,4374,31.6,6550
"G3701830","1940","North Carolina","370","Wake","1830","Wake",25248,24330,8668,15662,35.6,25248
"G3701850","1940","North Carolina","370","Warren","1850","Warren",4660,4532,1918,2614,42.3,4660
"G3701870","1940","North Carolina","370","Washington","1870","Washington",2702,2604,1186,1418,45.5,2702
"G3701890","1940","North Carolina","370","Watauga","1890","Watauga",4146,3846,2595,1251,67.5,4146
"G3701910","1940","North Carolina","370","Wayne","1910","Wayne",12274,12019,3660,8359,30.5,12274
"G3701930","1940","North Carolina","370","Wilkes","1930","Wilkes",9283,9049,5970,3079,66.0,9283
"G3701950","1940","North Carolina","370","Wilson","1950","Wilson",11217,11061,2894,8167,26.2,11217
"G3701970","1940","North Carolina","370","Yadkin","1970","Yadkin",4692,4542,2739,1803,60.3,4692
"G3701990","1940","North Carolina","370","Yancey","1990","Yancey",3776,3585,2162,1423,60.3,3776
"G3800010","1940","North Dakota","380","Adams","0010","Adams",1372,1149,648,501,56.4,1372
"G3800030","1940","North Dakota","380","Barnes","0030","Barnes",4791,4446,1813,2633,40.8,4791
"G3800050","1940","North Dakota","380","Benson","0050","Benson",3093,2828,1437,1391,50.8,3093
"G3800070","1940","North Dakota","380","Billings","0070","Billings",614,562,286,276,50.9,614
"G3800090","1940","North Dakota","380","Bottineau","0090","Bottineau",3800,3351,1739,1612,51.9,3800
"G3800110","1940","North Dakota","380","Bowman","0110","Bowman",1165,1033,603,430,58.4,1165
"G3800130","1940","North Dakota","380","Burke","0130","Burke",2194,1989,1063,926,53.4,2194
"G3800150","1940","North Dakota","380","Burleigh","0150","Burleigh",5790,5472,2183,3289,39.9,5790
"G3800170","1940","North Dakota","380","Cass","0170","Cass",13722,13222,5454,7768,41.2,13722
"G3800190","1940","North Dakota","380","Cavalier","0190","Cavalier",3426,3118,1628,1490,52.2,3426
"G3800210","1940","North Dakota","380","Dickey","0210","Dickey",2516,2375,1114,1261,46.9,2516
"G3800230","1940","North Dakota","380","Divide","0230","Divide",2216,1878,1047,831,55.8,2216
"G3800250","1940","North Dakota","380","Dunn","0250","Dunn",1973,1814,1045,769,57.6,1973
"G3800270","1940","North Dakota","380","Eddy","0270","Eddy",1439,1363,561,802,41.2,1439
"G3800290","1940","North Dakota","380","Emmons","0290","Emmons",2379,2268,1164,1104,51.3,2379
"G3800310","1940","North Dakota","380","Foster","0310","Foster",1497,1394,587,807,42.1,1497
"G3800330","1940","North Dakota","380","Golden Valley","0330","Golden Valley",1015,896,507,389,56.6,1015
"G3800350","1940","North Dakota","380","Grand Forks","0350","Grand Forks",9004,8616,4030,4586,46.8,9004
"G3800370","1940","North Dakota","380","Grant","0370","Grant",2002,1802,908,894,50.4,2002
"G3800390","1940","North Dakota","380","Griggs","0390","Griggs",1611,1410,586,824,41.6,1611
"G3800410","1940","North Dakota","380","Hettinger","0410","Hettinger",1833,1622,859,763,53.0,1833
"G3800430","1940","North Dakota","380","Kidder","0430","Kidder",1632,1507,798,709,53.0,1632
"G3800450","1940","North Dakota","380","La Moure","0450","La Moure",2627,2388,1118,1270,46.8,2627
"G3800470","1940","North Dakota","380","Logan","0470","Logan",1637,1574,849,725,53.9,1637
"G3800490","1940","North Dakota","380","McHenry","0490","Mchenry",3594,3355,1833,1522,54.6,3594
"G3800510","1940","North Dakota","380","McIntosh","0510","Mcintosh",2061,1995,1148,847,57.5,2061
"G3800530","1940","North Dakota","380","McKenzie","0530","Mckenzie",2519,2179,1334,845,61.2,2519
"G3800550","1940","North Dakota","380","McLean","0550","Mclean",4051,3806,2141,1665,56.3,4051
"G3800570","1940","North Dakota","380","Mercer","0570","Mercer",2197,2075,1321,754,63.7,2197
"G3800590","1940","North Dakota","380","Morton","0590","Morton",4659,4482,2543,1939,56.7,4659
"G3800610","1940","North Dakota","380","Mountrail","0610","Mountrail",3017,2679,1545,1134,57.7,3017
"G3800630","1940","North Dakota","380","Nelson","0630","Nelson",2337,2185,1117,1068,51.1,2337
"G3800650","1940","North Dakota","380","Oliver","0650","Oliver",898,824,471,353,57.2,898
"G3800670","1940","North Dakota","380","Pembina","0670","Pembina",3809,3625,2352,1273,64.9,3809
"G3800690","1940","North Dakota","380","Pierce","0690","Pierce",2108,1993,1012,981,50.8,2108
"G3800710","1940","North Dakota","380","Ramsey","0710","Ramsey",3981,3714,1532,2182,41.2,3981
"G3800730","1940","North Dakota","380","Ransom","0730","Ransom",2581,2449,1170,1279,47.8,2581
"G3800750","1940","North Dakota","380","Renville","0750","Renville",1617,1461,735,726,50.3,1617
"G3800770","1940","North Dakota","380","Richland","0770","Richland",4983,4867,2418,2449,49.7,4983
"G3800790","1940","North Dakota","380","Rolette","0790","Rolette",2751,2663,1432,1231,53.8,2751
"G3800810","1940","North Dakota","380","Sargent","0810","Sargent",2228,2120,974,1146,45.9,2228
"G3800830","1940","North Dakota","380","Sheridan","0830","Sheridan",1568,1484,700,784,47.2,1568
"G3800850","1940","North Dakota","380","Sioux","0850","Sioux",1043,942,546,396,58.0,1043
