GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,B21AA1990,B21AB1990,B21AC1990,B21AD1990,B21AE1990,B21AF1990,B21AG1990,B21AH1990,B21AI1990,B21AJ1990
"G1201290","1990","Florida","12","120","Wakulla County","129","1290","Wakulla County",6070,809,48,21,,6156,1028,48,22,
"G1201310","1990","Florida","12","120","Walton County","131","1310","Walton County",12506,857,212,62,,12794,1028,205,96,
"G1201330","1990","Florida","12","120","Washington County","133","1330","Washington County",6775,1182,154,83,,7254,1277,125,69,
"G1300010","1990","Georgia","13","130","Appling County","001","0010","Appling County",5998,1516,11,69,,6358,1752,6,34,
"G1300030","1990","Georgia","13","130","Atkinson County","003","0030","Atkinson County",2146,790,1,84,,2281,868,1,42,
"G1300050","1990","Georgia","13","130","Bacon County","005","0050","Bacon County",3832,678,6,26,,4198,802,5,19,
"G1300070","1990","Georgia","13","130","Baker County","007","0070","Baker County",814,843,1,4,,933,1018,0,2,
"G1300090","1990","Georgia","13","130","Baldwin County","009","0090","Baldwin County",11525,8720,21,171,,10926,7986,23,158,
"G1300110","1990","Georgia","13","130","Banks County","011","0110","Banks County",4986,180,8,28,,4888,184,10,24,
"G1300130","1990","Georgia","13","130","Barrow County","013","0130","Barrow County",12722,1587,34,190,,13240,1767,33,148,
"G1300150","1990","Georgia","13","130","Bartow County","015","0150","Bartow County",24978,2350,67,193,,25435,2676,58,154,
"G1300170","1990","Georgia","13","130","Ben Hill County","017","0170","Ben Hill County",5236,2204,6,19,,5862,2884,10,24,
"G1300190","1990","Georgia","13","130","Berrien County","019","0190","Berrien County",6072,769,15,35,,6335,879,12,36,
"G1300210","1990","Georgia","13","130","Bibb County","021","0210","Bibb County",41054,28205,96,472,,45198,34321,94,527,
"G1300230","1990","Georgia","13","130","Bleckley County","023","0230","Bleckley County",3929,1043,2,47,,4071,1289,4,45,
"G1300250","1990","Georgia","13","130","Brantley County","025","0250","Brantley County",5209,280,11,6,,5229,316,21,5,
"G1300270","1990","Georgia","13","130","Brooks County","027","0270","Brooks County",4289,2907,15,56,,4604,3483,12,32,
"G1300290","1990","Georgia","13","130","Bryan County","029","0290","Bryan County",6460,1089,15,41,,6558,1204,12,59,
"G1300310","1990","Georgia","13","130","Bulloch County","031","0310","Bulloch County",15443,5239,33,226,,16021,5987,27,149,
"G1300330","1990","Georgia","13","130","Burke County","033","0330","Burke County",4823,4865,6,20,,4939,5891,7,28,
"G1300350","1990","Georgia","13","130","Butts County","035","0350","Butts County",5078,2964,31,41,,4692,2474,7,39,
"G1300370","1990","Georgia","13","130","Calhoun County","037","0370","Calhoun County",953,1308,3,0,,1094,1645,9,1,
"G1300390","1990","Georgia","13","130","Camden County","039","0390","Camden County",12659,3009,85,331,,10625,3070,65,323,
"G1300430","1990","Georgia","13","130","Candler County","043","0430","Candler County",2494,1126,5,52,,2744,1279,2,42,
"G1300450","1990","Georgia","13","130","Carroll County","045","0450","Carroll County",29097,5216,81,185,,30549,6015,68,211,
"G1300470","1990","Georgia","13","130","Catoosa County","047","0470","Catoosa County",20226,174,42,83,,21596,183,49,111,
"G1300490","1990","Georgia","13","130","Charlton County","049","0490","Charlton County",2987,1118,18,6,,3107,1237,15,8,
"G1300510","1990","Georgia","13","130","Chatham County","051","0510","Chatham County",63842,38160,230,1582,,66765,44448,231,1677,
"G1300530","1990","Georgia","13","130","Chattahoochee County","053","0530","Chattahoochee County",6886,3272,77,922,,3205,1963,29,580,
"G1300550","1990","Georgia","13","130","Chattooga County","055","0550","Chattooga County",9735,903,21,19,,10485,1038,19,22,
"G1300570","1990","Georgia","13","130","Cherokee County","057","0570","Cherokee County",44084,809,130,315,,43606,884,121,255,
"G1300590","1990","Georgia","13","130","Clarke County","059","0590","Clarke County",30040,10364,66,1329,,31889,12571,68,1267,
"G1300610","1990","Georgia","13","130","Clay County","061","0610","Clay County",610,889,4,3,,700,1155,1,2,
"G1300630","1990","Georgia","13","130","Clayton County","063","0630","Clayton County",64892,20353,242,3227,,66837,23050,214,3237,
"G1300650","1990","Georgia","13","130","Clinch County","065","0650","Clinch County",2163,802,5,6,,2293,880,3,8,
"G1300670","1990","Georgia","13","130","Cobb County","067","0670","Cobb County",192914,21097,498,5563,,199045,23057,459,5112,
"G1300690","1990","Georgia","13","130","Coffee County","069","0690","Coffee County",10464,3437,18,325,,11094,4067,13,174,
"G1300710","1990","Georgia","13","130","Colquitt County","071","0710","Colquitt County",13188,4091,40,455,,13859,4770,35,207,
"G1300730","1990","Georgia","13","130","Columbia County","073","0730","Columbia County",28388,3638,89,802,,28397,3644,67,1006,
"G1300750","1990","Georgia","13","130","Cook County","075","0750","Cook County",4557,1840,19,54,,4754,2191,15,26,
"G1300770","1990","Georgia","13","130","Coweta County","077","0770","Coweta County",20270,5568,52,108,,21052,6626,55,122,
"G1300790","1990","Georgia","13","130","Crawford County","079","0790","Crawford County",3046,1294,21,84,,3044,1463,12,27,
"G1300810","1990","Georgia","13","130","Crisp County","081","0810","Crisp County",5480,3638,18,22,,6303,4515,18,17,
"G1300830","1990","Georgia","13","130","Dade County","083","0830","Dade County",6345,43,19,10,,6627,58,23,22,
"G1300850","1990","Georgia","13","130","Dawson County","085","0850","Dawson County",4713,2,43,6,,4615,2,39,9,
"G1300870","1990","Georgia","13","130","Decatur County","087","0870","Decatur County",7378,4661,31,87,,7850,5409,35,60,
"G1300890","1990","Georgia","13","130","DeKalb County","089","0890","DeKalb County",140955,108374,520,11743,,151355,122051,478,10361,
"G1300910","1990","Georgia","13","130","Dodge County","091","0910","Dodge County",6124,2448,10,65,,6496,2416,6,42,
"G1300930","1990","Georgia","13","130","Dooly County","093","0930","Dooly County",2338,2138,2,24,,2653,2714,1,31,
"G1300950","1990","Georgia","13","130","Dougherty County","095","0950","Dougherty County",22734,22026,128,305,,24300,26361,122,335,
"G1300970","1990","Georgia","13","130","Douglas County","097","0970","Douglas County",32190,2683,82,295,,32544,2914,94,318,
"G1300990","1990","Georgia","13","130","Early County","099","0990","Early County",3103,2331,19,6,,3476,2895,12,12,
"G1301010","1990","Georgia","13","130","Echols County","101","1010","Echols County",1028,122,25,17,,979,142,15,6,
"G1301030","1990","Georgia","13","130","Effingham County","103","1030","Effingham County",11059,1743,24,51,,10847,1877,30,56,
"G1301050","1990","Georgia","13","130","Elbert County","105","1050","Elbert County",6352,2644,5,39,,6801,3074,3,31,
"G1301070","1990","Georgia","13","130","Emanuel County","107","1070","Emanuel County",6674,3055,11,34,,7098,3626,9,39,
"G1301090","1990","Georgia","13","130","Evans County","109","1090","Evans County",2755,1411,1,71,,2899,1552,1,34,
"G1301110","1990","Georgia","13","130","Fannin County","111","1110","Fannin County",7678,2,23,3,,8249,3,15,19,
"G1301130","1990","Georgia","13","130","Fayette County","113","1130","Fayette County",28461,1705,43,607,,29268,1675,39,617,
"G1301150","1990","Georgia","13","130","Floyd County","115","1150","Floyd County",33040,5173,75,360,,36298,5933,63,309,
"G1301170","1990","Georgia","13","130","Forsyth County","117","1170","Forsyth County",21766,4,52,254,,21807,10,46,144,
"G1301190","1990","Georgia","13","130","Franklin County","119","1190","Franklin County",7165,767,14,15,,7741,914,15,19,
"G1301210","1990","Georgia","13","130","Fulton County","121","1210","Fulton County",151997,149305,500,7946,,157904,174703,481,6115,
"G1301230","1990","Georgia","13","130","Gilmer County","123","1230","Gilmer County",6503,35,7,31,,6755,2,9,26,
"G1301250","1990","Georgia","13","130","Glascock County","125","1250","Glascock County",964,136,0,0,,1091,162,2,2,
"G1301270","1990","Georgia","13","130","Glynn County","127","1270","Glynn County",22063,7373,57,185,,23926,8568,63,261,
"G1301290","1990","Georgia","13","130","Gordon County","129","1290","Gordon County",16480,630,37,93,,17007,691,49,85,
"G1301310","1990","Georgia","13","130","Grady County","131","1310","Grady County",6577,2921,43,101,,7087,3474,34,42,
"G1301330","1990","Georgia","13","130","Greene County","133","1330","Greene County",2805,2658,7,24,,3055,3229,6,9,
"G1301350","1990","Georgia","13","130","Gwinnett County","135","1350","Gwinnett County",159498,8879,370,6782,,161473,9296,345,6267,
"G1301370","1990","Georgia","13","130","Habersham County","137","1370","Habersham County",12482,1194,50,398,,12842,360,26,269,
"G1301390","1990","Georgia","13","130","Hall County","139","1390","Hall County",40602,3885,78,2501,,42506,4310,102,1444,
"G1301410","1990","Georgia","13","130","Hancock County","141","1410","Hancock County",859,3166,3,15,,943,3911,3,8,
"G1301430","1990","Georgia","13","130","Haralson County","143","1430","Haralson County",9832,663,14,31,,10606,764,16,40,
"G1301450","1990","Georgia","13","130","Harris County","145","1450","Harris County",6499,2217,28,25,,6604,2354,24,37,
"G1301470","1990","Georgia","13","130","Hart County","147","1470","Hart County",7556,1908,8,24,,8090,2094,9,23,
"G1301490","1990","Georgia","13","130","Heard County","149","1490","Heard County",3660,531,5,12,,3758,632,7,23,
"G1301510","1990","Georgia","13","130","Henry County","151","1510","Henry County",25890,2885,55,206,,26222,3183,55,245,
"G1301530","1990","Georgia","13","130","Houston County","153","1530","Houston County",33896,9159,145,579,,34201,10217,132,879,
"G1301550","1990","Georgia","13","130","Irwin County","155","1550","Irwin County",2866,1192,1,10,,3126,1438,5,11,
"G1301570","1990","Georgia","13","130","Jackson County","157","1570","Jackson County",13359,1432,29,52,,13583,1472,31,47,
"G1301590","1990","Georgia","13","130","Jasper County","159","1590","Jasper County",2681,1369,11,10,,2800,1571,4,7,
"G1301610","1990","Georgia","13","130","Jeff Davis County","161","1610","Jeff Davis County",4968,876,6,79,,5116,958,4,25,
"G1301630","1990","Georgia","13","130","Jefferson County","163","1630","Jefferson County",3647,4381,9,10,,4013,5319,5,24,
"G1301650","1990","Georgia","13","130","Jenkins County","165","1650","Jenkins County",2325,1539,2,11,,2486,1873,3,8,
"G1301670","1990","Georgia","13","130","Johnson County","167","1670","Johnson County",2605,1260,2,5,,2869,1579,1,8,
"G1301690","1990","Georgia","13","130","Jones County","169","1690","Jones County",7577,2442,18,36,,7741,2875,14,36,
"G1301710","1990","Georgia","13","130","Lamar County","171","1710","Lamar County",4106,2051,11,5,,4453,2391,8,13,
"G1301730","1990","Georgia","13","130","Lanier County","173","1730","Lanier County",1951,690,19,28,,2027,780,18,18,
"G1301750","1990","Georgia","13","130","Laurens County","175","1750","Laurens County",12950,6097,14,75,,13535,7207,23,87,
"G1301770","1990","Georgia","13","130","Lee County","177","1770","Lee County",6490,1710,15,43,,6517,1425,16,34,
"G1301790","1990","Georgia","13","130","Liberty County","179","1790","Liberty County",16521,11110,140,1447,,12414,9545,114,1454,
"G1301810","1990","Georgia","13","130","Lincoln County","181","1810","Lincoln County",2268,1322,0,3,,2332,1504,3,10,
"G1301830","1990","Georgia","13","130","Long County","183","1830","Long County",2362,665,14,79,,2323,677,9,73,
"G1301850","1990","Georgia","13","130","Lowndes County","185","1850","Lowndes County",25188,11461,120,432,,25378,12780,110,512,
"G1301870","1990","Georgia","13","130","Lumpkin County","187","1870","Lumpkin County",6935,120,118,48,,7067,118,119,48,
"G1301890","1990","Georgia","13","130","McDuffie County","189","1890","McDuffie County",6121,3342,17,19,,6599,3978,21,22,
"G1301910","1990","Georgia","13","130","McIntosh County","191","1910","McIntosh County",2447,1718,5,8,,2433,2001,8,14,
"G1301930","1990","Georgia","13","130","Macon County","193","1930","Macon County",2611,3451,8,22,,2747,4243,7,25,
"G1301950","1990","Georgia","13","130","Madison County","195","1950","Madison County",9343,874,15,60,,9708,975,15,60,
"G1301970","1990","Georgia","13","130","Marion County","197","1970","Marion County",1594,1077,7,5,,1656,1229,11,11,
"G1301990","1990","Georgia","13","130","Meriwether County","199","1990","Meriwether County",5966,4716,18,20,,6391,5273,8,19,
"G1302010","1990","Georgia","13","130","Miller County","201","2010","Miller County",2207,766,1,3,,2335,960,5,3,
"G1302050","1990","Georgia","13","130","Mitchell County","205","2050","Mitchell County",4993,4378,26,114,,5421,5269,27,47,
"G1302070","1990","Georgia","13","130","Monroe County","207","2070","Monroe County",5742,2579,27,36,,5855,2827,12,35,
"G1302090","1990","Georgia","13","130","Montgomery County","209","2090","Montgomery County",2429,1006,5,90,,2569,1020,0,44,
"G1302110","1990","Georgia","13","130","Morgan County","211","2110","Morgan County",4087,2085,5,31,,4268,2374,7,26,
"G1302130","1990","Georgia","13","130","Murray County","213","2130","Murray County",12858,20,22,55,,13098,21,22,51,
"G1302150","1990","Georgia","13","130","Muscogee County","215","2150","Muscogee County",52589,31904,355,2275,,53173,36257,214,2511,
"G1302170","1990","Georgia","13","130","Newton County","217","2170","Newton County",15612,4265,46,94,,16559,5092,45,95,
"G1302190","1990","Georgia","13","130","Oconee County","219","2190","Oconee County",7891,619,18,60,,8263,696,15,56,
"G1302210","1990","Georgia","13","130","Oglethorpe County","221","2210","Oglethorpe County",3538,1140,12,12,,3756,1279,11,15,
"G1302230","1990","Georgia","13","130","Paulding County","223","2230","Paulding County",19825,816,60,66,,19886,832,54,72,
"G1302250","1990","Georgia","13","130","Peach County","225","2250","Peach County",5262,4586,39,202,,5454,5489,33,124,
"G1302270","1990","Georgia","13","130","Pickens County","227","2270","Pickens County",6906,118,19,18,,7213,129,17,12,
"G1302290","1990","Georgia","13","130","Pierce County","229","2290","Pierce County",5737,692,14,25,,5946,877,6,31,
"G1302310","1990","Georgia","13","130","Pike County","231","2310","Pike County",4032,996,7,19,,4090,1057,4,19,
"G1302330","1990","Georgia","13","130","Polk County","233","2330","Polk County",13767,2163,19,268,,14794,2628,40,136,
"G1302350","1990","Georgia","13","130","Pulaski County","235","2350","Pulaski County",2604,1137,3,52,,2793,1495,4,20,
"G1302370","1990","Georgia","13","130","Putnam County","237","2370","Putnam County",4622,2262,9,33,,4678,2486,12,35,
"G1302390","1990","Georgia","13","130","Quitman County","239","2390","Quitman County",532,488,6,0,,561,619,0,3,
"G1302410","1990","Georgia","13","130","Rabun County","241","2410","Rabun County",5556,22,13,35,,5968,19,20,15,
"G1302430","1990","Georgia","13","130","Randolph County","243","2430","Randolph County",1586,2028,0,36,,1724,2617,4,28,
"G1302450","1990","Georgia","13","130","Richmond County","245","2450","Richmond County",52216,37393,263,2226,,52396,42246,266,2713,
"G1302470","1990","Georgia","13","130","Rockdale County","247","2470","Rockdale County",24221,2044,51,356,,24694,2311,63,351,
"G1302490","1990","Georgia","13","130","Schley County","249","2490","Schley County",1155,552,0,22,,1162,670,3,24,
"G1302510","1990","Georgia","13","130","Screven County","251","2510","Screven County",3696,2853,6,10,,3902,3356,8,11,
"G1302530","1990","Georgia","13","130","Seminole County","253","2530","Seminole County",3106,1322,14,8,,2925,1621,8,6,
"G1302550","1990","Georgia","13","130","Spalding County","255","2550","Spalding County",18634,7268,51,152,,19647,8517,37,151,
"G1302570","1990","Georgia","13","130","Stephens County","257","2570","Stephens County",9829,1307,17,73,,10471,1480,15,65,
"G1302590","1990","Georgia","13","130","Stewart County","259","2590","Stewart County",1015,1690,7,10,,1026,1888,9,9,
"G1302610","1990","Georgia","13","130","Sumter County","261","2610","Sumter County",7511,6282,54,78,,8399,7763,46,95,
"G1302630","1990","Georgia","13","130","Talbot County","263","2630","Talbot County",1233,1847,10,4,,1203,2220,3,4,
"G1302650","1990","Georgia","13","130","Taliaferro County","265","2650","Taliaferro County",326,571,1,6,,410,596,0,5,
"G1302670","1990","Georgia","13","130","Tattnall County","267","2670","Tattnall County",6064,3141,15,292,,6023,2036,8,143,
"G1302690","1990","Georgia","13","130","Taylor County","269","2690","Taylor County",2079,1461,2,33,,2213,1839,0,15,
"G1302710","1990","Georgia","13","130","Telfair County","271","2710","Telfair County",3316,1713,5,7,,3886,2060,4,9,
"G1302730","1990","Georgia","13","130","Terrell County","273","2730","Terrell County",2021,2854,4,8,,2230,3523,4,9,
"G1302750","1990","Georgia","13","130","Thomas County","275","2750","Thomas County",11424,6592,46,76,,12547,8167,54,80,
"G1302770","1990","Georgia","13","130","Tift County","277","2770","Tift County",12322,4306,24,381,,12619,5065,18,263,
"G1302790","1990","Georgia","13","130","Toombs County","279","2790","Toombs County",8422,2543,20,457,,9174,3094,17,345,
"G1302810","1990","Georgia","13","130","Towns County","281","2810","Towns County",3264,0,11,1,,3470,0,2,6,
"G1302830","1990","Georgia","13","130","Treutlen County","283","2830","Treutlen County",1912,846,0,4,,2089,1138,2,3,
"G1302850","1990","Georgia","13","130","Troup County","285","2850","Troup County",18363,7575,26,171,,20095,9119,30,157,
"G1302870","1990","Georgia","13","130","Turner County","287","2870","Turner County",2471,1629,4,11,,2658,1905,6,19,
"G1302890","1990","Georgia","13","130","Twiggs County","289","2890","Twiggs County",2605,2096,4,2,,2685,2405,4,5,
"G1302910","1990","Georgia","13","130","Union County","291","2910","Union County",5920,15,19,4,,6005,4,8,18,
"G1302930","1990","Georgia","13","130","Upson County","293","2930","Upson County",9021,3355,17,41,,9876,3917,17,56,
"G1302950","1990","Georgia","13","130","Walker County","295","2950","Walker County",26938,1160,76,94,,28841,1086,57,88,
"G1302970","1990","Georgia","13","130","Walton County","297","2970","Walton County",15274,3249,42,115,,15903,3856,47,100,
"G1302990","1990","Georgia","13","130","Ware County","299","2990","Ware County",12536,4493,29,83,,13471,4745,29,85,
"G1303010","1990","Georgia","13","130","Warren County","301","3010","Warren County",1122,1635,0,2,,1291,2021,2,5,
"G1303030","1990","Georgia","13","130","Washington County","303","3030","Washington County",4429,4531,5,16,,4769,5343,5,14,
"G1303050","1990","Georgia","13","130","Wayne County","305","3050","Wayne County",8708,2085,21,41,,9176,2273,20,32,
"G1303070","1990","Georgia","13","130","Webster County","307","3070","Webster County",556,496,4,0,,571,636,0,0,
"G1303090","1990","Georgia","13","130","Wheeler County","309","3090","Wheeler County",1643,681,2,51,,1709,793,2,22,
"G1303110","1990","Georgia","13","130","White County","311","3110","White County",6095,166,18,51,,6427,194,19,36,
"G1303130","1990","Georgia","13","130","Whitfield County","313","3130","Whitfield County",32966,1403,91,1157,,34567,1498,81,699,
"G1303150","1990","Georgia","13","130","Wilcox County","315","3150","Wilcox County",2249,1038,7,8,,2508,1187,2,9,
"G1303170","1990","Georgia","13","130","Wilkes County","317","3170","Wilkes County",2750,2291,8,10,,2900,2618,8,12,
"G1303190","1990","Georgia","13","130","Wilkinson County","319","3190","Wilkinson County",2887,1975,2,5,,3023,2327,3,6,
"G1303210","1990","Georgia","13","130","Worth County","321","3210","Worth County",6702,2733,29,58,,6838,3318,26,41,
"G1500010","1990","Hawaii","15","150","Hawaii County","001","0010","Hawaii County",24460,379,408,35418,,23276,236,460,35680,
"G1500030","1990","Hawaii","15","150","Honolulu County","003","0030","Honolulu County",143760,15716,1906,264612,,120612,10159,1626,277840,
"G1500050","1990","Hawaii","15","150","Kalawao County","005","0050","Kalawao County",18,0,0,62,,12,0,0,38,
"G1500070","1990","Hawaii","15","150","Kauai County","007","0070","Kauai County",9003,123,86,16739,,8709,88,92,16337,
"G1500090","1990","Hawaii","15","150","Maui County","009","0090","Maui County",20631,325,267,29978,,19135,169,254,29615,
"G1600010","1990","Idaho","16","160","Ada County","001","0010","Ada County",97603,589,738,2297,,101285,369,644,2250,
"G1600030","1990","Idaho","16","160","Adams County","003","0030","Adams County",1651,2,20,4,,1552,0,21,4,
"G1600050","1990","Idaho","16","160","Bannock County","005","0050","Bannock County",30565,257,800,1117,,31177,174,878,1058,
"G1600070","1990","Idaho","16","160","Bear Lake County","007","0070","Bear Lake County",2956,0,10,37,,3043,0,15,23,
"G1600090","1990","Idaho","16","160","Benewah County","009","0090","Benewah County",3689,4,309,23,,3589,2,293,28,
"G1600110","1990","Idaho","16","160","Bingham County","011","0110","Bingham County",16157,23,1284,1386,,16282,16,1331,1104,
"G1600130","1990","Idaho","16","160","Blaine County","013","0130","Blaine County",6869,5,29,136,,6372,5,24,112,
"G1600150","1990","Idaho","16","160","Boise County","015","0150","Boise County",1810,2,15,22,,1621,0,20,19,
"G1600170","1990","Idaho","16","160","Bonner County","017","0170","Bonner County",13039,24,101,67,,13171,13,119,88,
"G1600190","1990","Idaho","16","160","Bonneville County","019","0190","Bonneville County",34733,167,193,1237,,34513,130,198,1036,
"G1600210","1990","Idaho","16","160","Boundary County","021","0210","Boundary County",4016,2,68,166,,3934,1,82,63,
"G1600230","1990","Idaho","16","160","Butte County","023","0230","Butte County",1419,0,8,44,,1410,0,14,23,
"G1600250","1990","Idaho","16","160","Camas County","025","0250","Camas County",382,1,3,2,,330,1,5,3,
"G1600270","1990","Idaho","16","160","Canyon County","027","0270","Canyon County",39238,109,354,4673,,41207,66,333,4096,
"G1600290","1990","Idaho","16","160","Caribou County","029","0290","Caribou County",3417,4,10,65,,3407,3,12,45,
"G1600310","1990","Idaho","16","160","Cassia County","031","0310","Cassia County",8780,2,84,957,,8800,1,86,822,
"G1600330","1990","Idaho","16","160","Clark County","033","0330","Clark County",360,0,4,54,,328,0,1,15,
"G1600350","1990","Idaho","16","160","Clearwater County","035","0350","Clearwater County",4316,6,88,29,,3946,4,92,24,
"G1600370","1990","Idaho","16","160","Custer County","037","0370","Custer County",2083,1,18,29,,1961,1,15,25,
"G1600390","1990","Idaho","16","160","Elmore County","039","0390","Elmore County",9896,446,71,657,,9002,331,100,702,
"G1600410","1990","Idaho","16","160","Franklin County","041","0410","Franklin County",4540,2,18,80,,4512,3,20,57,
"G1600430","1990","Idaho","16","160","Fremont County","043","0430","Fremont County",5154,8,35,365,,5119,1,33,222,
"G1600450","1990","Idaho","16","160","Gem County","045","0450","Gem County",5604,8,71,225,,5718,5,68,145,
"G1600470","1990","Idaho","16","160","Gooding County","047","0470","Gooding County",5366,4,21,416,,5520,3,22,281,
"G1600490","1990","Idaho","16","160","Idaho County","049","0490","Idaho County",6795,2,171,34,,6583,1,175,22,
"G1600510","1990","Idaho","16","160","Jefferson County","051","0510","Jefferson County",7850,5,59,486,,7777,2,63,301,
"G1600530","1990","Idaho","16","160","Jerome County","053","0530","Jerome County",7087,3,51,426,,7217,6,64,284,
"G1600550","1990","Idaho","16","160","Kootenai County","055","0550","Kootenai County",33597,53,355,262,,34864,41,320,303,
"G1600570","1990","Idaho","16","160","Latah County","057","0570","Latah County",14905,117,97,491,,14483,57,109,358,
"G1600590","1990","Idaho","16","160","Lemhi County","059","0590","Lemhi County",3364,1,28,30,,3409,1,21,45,
"G1600610","1990","Idaho","16","160","Lewis County","061","0610","Lewis County",1692,2,83,9,,1630,2,86,12,
"G1600630","1990","Idaho","16","160","Lincoln County","063","0630","Lincoln County",1635,3,14,31,,1596,0,8,21,
"G1600650","1990","Idaho","16","160","Madison County","065","0650","Madison County",10719,22,48,430,,12022,21,60,352,
"G1600670","1990","Idaho","16","160","Minidoka County","067","0670","Minidoka County",8184,24,105,1406,,8356,19,96,1171,
"G1600690","1990","Idaho","16","160","Nez Perce County","069","0690","Nez Perce County",15521,31,848,162,,16160,17,844,171,
"G1600710","1990","Idaho","16","160","Oneida County","071","0710","Oneida County",1702,3,10,20,,1729,1,9,18,
"G1600730","1990","Idaho","16","160","Owyhee County","073","0730","Owyhee County",3506,15,157,706,,3429,7,119,453,
"G1600750","1990","Idaho","16","160","Payette County","075","0750","Payette County",7421,7,102,551,,7789,7,87,470,
"G1600770","1990","Idaho","16","160","Power County","077","0770","Power County",3034,4,93,391,,3123,3,110,328,
"G1600790","1990","Idaho","16","160","Shoshone County","079","0790","Shoshone County",6779,9,99,49,,6841,7,83,64,
"G1600810","1990","Idaho","16","160","Teton County","081","0810","Teton County",1755,2,8,46,,1605,0,5,18,
"G1600830","1990","Idaho","16","160","Twin Falls County","083","0830","Twin Falls County",24983,45,155,1074,,26219,20,154,930,
"G1600850","1990","Idaho","16","160","Valley County","085","0850","Valley County",3051,4,29,29,,2937,4,31,24,
"G1600870","1990","Idaho","16","160","Washington County","087","0870","Washington County",3684,4,23,419,,3976,3,23,418,
"G1700010","1990","Illinois","17","170","Adams County","001","0010","Adams County",30359,831,61,166,,33558,871,37,207,
"G1700030","1990","Illinois","17","170","Alexander County","003","0030","Alexander County",3381,1567,10,33,,3673,1929,9,24,
"G1700050","1990","Illinois","17","170","Bond County","005","0050","Bond County",6988,216,20,23,,7489,213,15,27,
"G1700070","1990","Illinois","17","170","Boone County","007","0070","Boone County",14381,70,21,752,,14963,57,25,537,
"G1700090","1990","Illinois","17","170","Brown County","009","0090","Brown County",2722,547,13,5,,2542,0,1,6,
"G1700110","1990","Illinois","17","170","Bureau County","011","0110","Bureau County",16769,28,39,220,,18388,22,26,196,
"G1700130","1990","Illinois","17","170","Calhoun County","013","0130","Calhoun County",2650,1,4,5,,2648,0,4,10,
"G1700150","1990","Illinois","17","170","Carroll County","015","0150","Carroll County",7985,59,12,73,,8534,52,18,72,
"G1700170","1990","Illinois","17","170","Cass County","017","0170","Cass County",6516,4,4,13,,6868,12,4,16,
"G1700190","1990","Illinois","17","170","Champaign County","019","0190","Champaign County",74109,7885,201,5297,,72397,8674,130,4332,
"G1700210","1990","Illinois","17","170","Christian County","021","0210","Christian County",16125,47,25,44,,18051,35,26,65,
"G1700230","1990","Illinois","17","170","Clark County","023","0230","Clark County",7612,4,14,16,,8230,6,12,27,
"G1700250","1990","Illinois","17","170","Clay County","025","0250","Clay County",6810,2,9,17,,7593,2,8,19,
"G1700270","1990","Illinois","17","170","Clinton County","027","0270","Clinton County",16333,842,23,96,,16355,179,25,91,
"G1700290","1990","Illinois","17","170","Coles County","029","0290","Coles County",23604,459,55,224,,26573,466,37,226,
"G1700310","1990","Illinois","17","170","Cook County","031","0310","Cook County",1547496,605699,5037,296804,,1657451,711448,5252,275880,
"G1700330","1990","Illinois","17","170","Crawford County","033","0330","Crawford County",9325,41,14,28,,9975,22,20,39,
"G1700350","1990","Illinois","17","170","Cumberland County","035","0350","Cumberland County",5241,3,1,14,,5386,2,5,18,
"G1700370","1990","Illinois","17","170","DeKalb County","037","0370","DeKalb County",35866,919,74,1453,,37102,1150,49,1319,
"G1700390","1990","Illinois","17","170","De Witt County","039","0390","De Witt County",8025,13,21,32,,8362,12,16,35,
"G1700410","1990","Illinois","17","170","Douglas County","041","0410","Douglas County",9326,8,9,77,,9954,8,10,72,
"G1700430","1990","Illinois","17","170","DuPage County","043","0430","DuPage County",351755,7538,494,25733,,363150,7924,468,24604,
"G1700450","1990","Illinois","17","170","Edgar County","045","0450","Edgar County",9237,32,9,12,,10232,36,15,22,
"G1700470","1990","Illinois","17","170","Edwards County","047","0470","Edwards County",3550,4,5,7,,3851,2,3,18,
"G1700490","1990","Illinois","17","170","Effingham County","049","0490","Effingham County",15354,8,20,68,,16169,4,25,56,
"G1700510","1990","Illinois","17","170","Fayette County","051","0510","Fayette County",9925,593,19,78,,10223,6,21,28,
"G1700530","1990","Illinois","17","170","Ford County","053","0530","Ford County",6774,19,9,26,,7383,24,5,35,
"G1700550","1990","Illinois","17","170","Franklin County","055","0550","Franklin County",18986,19,55,52,,21082,17,51,57,
"G1700570","1990","Illinois","17","170","Fulton County","057","0570","Fulton County",17889,612,41,148,,19228,56,42,64,
"G1700590","1990","Illinois","17","170","Gallatin County","059","0590","Gallatin County",3271,20,5,5,,3571,22,5,10,
"G1700610","1990","Illinois","17","170","Greene County","061","0610","Greene County",7401,7,24,9,,7830,7,26,13,
"G1700630","1990","Illinois","17","170","Grundy County","063","0630","Grundy County",15781,13,17,217,,16083,8,28,190,
"G1700650","1990","Illinois","17","170","Hamilton County","065","0650","Hamilton County",4011,0,5,9,,4451,3,6,14,
"G1700670","1990","Illinois","17","170","Hancock County","067","0670","Hancock County",10106,13,12,24,,11166,13,13,26,
"G1700690","1990","Illinois","17","170","Hardin County","069","0690","Hardin County",2501,82,7,14,,2561,3,9,12,
"G1700710","1990","Illinois","17","170","Henderson County","071","0710","Henderson County",3925,7,12,13,,4112,1,17,9,
