GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BV2001,BV2002,BV2003,BV2004,BV2005,BV2006
"G3101290","1940","Nebraska","310","Nuckolls","1290","Nuckolls",5300,5139,4,3,0,0
"G3101310","1940","Nebraska","310","Otoe","1310","Otoe",9616,9313,42,22,1,0
"G3101330","1940","Nebraska","310","Pawnee","1330","Pawnee",4349,4165,0,0,0,0
"G3101350","1940","Nebraska","310","Perkins","1350","Perkins",2746,2450,0,1,0,0
"G3101370","1940","Nebraska","310","Phelps","1370","Phelps",4278,4156,8,10,0,0
"G3101390","1940","Nebraska","310","Pierce","1390","Pierce",5280,4931,0,0,0,0
"G3101410","1940","Nebraska","310","Platte","1410","Platte",10243,9942,2,2,2,0
"G3101430","1940","Nebraska","310","Polk","1430","Polk",4430,4318,0,0,0,0
"G3101450","1940","Nebraska","310","Red Willow","1450","Red Willow",5986,5959,0,0,6,0
"G3101470","1940","Nebraska","310","Richardson","1470","Richardson",9690,9350,52,32,23,31
"G3101490","1940","Nebraska","310","Rock","1490","Rock",2075,1902,0,0,0,0
"G3101510","1940","Nebraska","310","Saline","1510","Saline",7581,7428,0,0,1,0
"G3101530","1940","Nebraska","310","Sarpy","1530","Sarpy",6043,4763,19,9,1,0
"G3101550","1940","Nebraska","310","Saunders","1550","Saunders",9253,8635,3,0,1,0
"G3101570","1940","Nebraska","310","Scotts Bluff","1570","Scotts Bluff",17498,16062,52,45,141,119
"G3101590","1940","Nebraska","310","Seward","1590","Seward",7152,7009,2,4,0,0
"G3101610","1940","Nebraska","310","Sheridan","1610","Sheridan",5064,4716,3,0,43,43
"G3101630","1940","Nebraska","310","Sherman","1630","Sherman",3972,3789,1,2,0,0
"G3101650","1940","Nebraska","310","Sioux","1650","Sioux",2127,1866,0,0,3,5
"G3101670","1940","Nebraska","310","Stanton","1670","Stanton",3604,3282,0,0,1,0
"G3101690","1940","Nebraska","310","Thayer","1690","Thayer",6236,6026,0,0,0,0
"G3101710","1940","Nebraska","310","Thomas","1710","Thomas",824,729,0,0,0,0
"G3101730","1940","Nebraska","310","Thurston","1730","Thurston",4308,3770,1,1,1049,1114
"G3101750","1940","Nebraska","310","Valley","1750","Valley",4127,4036,0,0,0,0
"G3101770","1940","Nebraska","310","Washington","1770","Washington",5980,5598,0,0,0,0
"G3101790","1940","Nebraska","310","Wayne","1790","Wayne",5086,4793,0,0,1,0
"G3101810","1940","Nebraska","310","Webster","1810","Webster",4116,3955,0,0,0,0
"G3101830","1940","Nebraska","310","Wheeler","1830","Wheeler",1148,1022,0,0,0,0
"G3101850","1940","Nebraska","310","York","1850","York",7377,7470,6,18,0,3
"G3200010","1940","Nevada","320","Churchill","0010","Churchill",2774,2205,1,0,155,182
"G3200030","1940","Nevada","320","Clark","0030","Clark",8626,7315,90,88,156,139
"G3200050","1940","Nevada","320","Douglas","0050","Douglas",1077,714,0,0,140,125
"G3200070","1940","Nevada","320","Elko","0070","Elko",5569,4207,42,36,554,504
"G3200090","1940","Nevada","320","Esmeralda","0090","Esmeralda",939,568,1,1,21,24
"G3200110","1940","Nevada","320","Eureka","0110","Eureka",845,441,0,0,41,34
"G3200130","1940","Nevada","320","Humboldt","0130","Humboldt",2557,1825,25,17,169,150
"G3200150","1940","Nevada","320","Lander","0150","Lander",909,601,3,3,96,133
"G3200170","1940","Nevada","320","Lincoln","0170","Lincoln",2248,1847,0,1,20,14
"G3200190","1940","Nevada","320","Lyon","0190","Lyon",2191,1533,4,1,188,159
"G3200210","1940","Nevada","320","Mineral","0210","Mineral",1267,649,0,1,223,202
"G3200230","1940","Nevada","320","Nye","0230","Nye",1878,1332,8,7,189,192
"G3200250","1940","Nevada","320","Ormsby","0250","Ormsby",1574,1357,15,2,144,117
"G3200270","1940","Nevada","320","Pershing","0270","Pershing",1569,1084,3,3,40,14
"G3200290","1940","Nevada","320","Storey","0290","Storey",699,491,0,2,10,14
"G3200310","1940","Nevada","320","Washoe","0310","Washoe",16426,14727,155,129,581,458
"G3200330","1940","Nevada","320","White Pine","0330","White Pine",6836,5150,16,10,267,98
"G3300010","1940","New Hampshire","330","Belknap","0010","Belknap",12098,12187,14,6,13,10
"G3300030","1940","New Hampshire","330","Carroll","0030","Carroll",7860,7709,9,6,2,3
"G3300050","1940","New Hampshire","330","Cheshire","0050","Cheshire",17736,17192,11,9,1,4
"G3300070","1940","New Hampshire","330","Coos","0070","Coos",20429,18839,5,1,0,0
"G3300090","1940","New Hampshire","330","Grafton","0090","Grafton",22665,21939,17,23,1,0
"G3300110","1940","New Hampshire","330","Hillsborough","0110","Hillsborough",70621,74158,38,30,38,3
"G3300130","1940","New Hampshire","330","Merrimack","0130","Merrimack",29933,30694,42,30,5,6
"G3300150","1940","New Hampshire","330","Rockingham","0150","Rockingham",28846,29133,65,71,14,13
"G3300170","1940","New Hampshire","330","Strafford","0170","Strafford",21507,22037,4,1,3,1
"G3300190","1940","New Hampshire","330","Sullivan","0190","Sullivan",12913,12493,17,15,2,2
"G3400010","1940","New Jersey","340","Atlantic","0010","Atlantic",49965,54092,9522,10370,75,42
"G3400030","1940","New Jersey","340","Bergen","0030","Bergen",197099,202576,4404,5329,170,68
"G3400050","1940","New Jersey","340","Burlington","0050","Burlington",45932,44069,3689,3298,17,8
"G3400070","1940","New Jersey","340","Camden","0070","Camden",118287,119406,8912,9021,74,27
"G3400090","1940","New Jersey","340","Cape May","0090","Cape May",13542,12735,1312,1306,13,11
"G3400110","1940","New Jersey","340","Cumberland","0110","Cumberland",33215,34570,2757,2631,8,3
"G3400130","1940","New Jersey","340","Essex","0130","Essex",376547,391379,31926,36850,494,144
"G3400150","1940","New Jersey","340","Gloucester","0150","Gloucester",33114,32327,3510,3257,10,1
"G3400170","1940","New Jersey","340","Hudson","0170","Hudson",318507,317076,7739,8408,240,70
"G3400190","1940","New Jersey","340","Hunterdon","0190","Hunterdon",18674,17502,291,295,3,1
"G3400210","1940","New Jersey","340","Mercer","0210","Mercer",91795,91584,6994,6882,42,21
"G3400230","1940","New Jersey","340","Middlesex","0230","Middlesex",108050,103179,3130,2658,45,15
"G3400250","1940","New Jersey","340","Monmouth","0250","Monmouth",72948,74041,6905,7257,59,28
"G3400270","1940","New Jersey","340","Morris","0270","Morris",60768,61677,1523,1680,67,17
"G3400290","1940","New Jersey","340","Ocean","0290","Ocean",18633,17725,666,664,14,4
"G3400310","1940","New Jersey","340","Passaic","0310","Passaic",150500,151944,3255,3521,113,20
"G3400330","1940","New Jersey","340","Salem","0330","Salem",19391,17860,2722,2296,4,1
"G3400350","1940","New Jersey","340","Somerset","0350","Somerset",37232,35306,964,859,22,7
"G3400370","1940","New Jersey","340","Sussex","0370","Sussex",15261,14233,65,56,11,6
"G3400390","1940","New Jersey","340","Union","0390","Union",152957,155570,9399,10300,100,18
"G3400410","1940","New Jersey","340","Warren","0410","Warren",25288,24531,180,170,8,4
"G3500010","1940","New Mexico","350","Bernalillo","0010","Bernalillo",33041,33840,426,423,839,822
"G3500030","1940","New Mexico","350","Catron","0030","Catron",2639,2232,5,1,2,2
"G3500050","1940","New Mexico","350","Chaves","0050","Chaves",11964,11502,236,261,12,5
"G3500070","1940","New Mexico","350","Colfax","0070","Colfax",9559,9021,64,67,6,1
"G3500090","1940","New Mexico","350","Curry","0090","Curry",9068,8740,145,151,29,26
"G3500110","1940","New Mexico","350","De Baca","0110","De Baca",1972,1751,0,0,2,0
"G3500130","1940","New Mexico","350","Dona Ana","0130","Dona Ana",15090,14568,351,315,45,42
"G3500150","1940","New Mexico","350","Eddy","0150","Eddy",12384,11430,235,259,2,1
"G3500170","1940","New Mexico","350","Grant","0170","Grant",10255,9625,90,44,28,8
"G3500190","1940","New Mexico","350","Guadalupe","0190","Guadalupe",4544,4100,1,1,0,0
"G3500210","1940","New Mexico","350","Harding","0210","Harding",2358,2014,1,1,0,0
"G3500230","1940","New Mexico","350","Hidalgo","0230","Hidalgo",2458,2333,9,6,13,2
"G3500250","1940","New Mexico","350","Lea","0250","Lea",10603,9801,372,342,19,17
"G3500270","1940","New Mexico","350","Lincoln","0270","Lincoln",4546,3995,8,7,1,0
"G3500290","1940","New Mexico","350","Luna","0290","Luna",3282,3103,36,26,6,4
"G3500310","1940","New Mexico","350","McKinley","0310","Mckinley",5710,5517,116,96,6242,5960
"G3500330","1940","New Mexico","350","Mora","0330","Mora",5569,5411,1,0,0,0
"G3500350","1940","New Mexico","350","Otero","0350","Otero",4990,4561,75,61,405,430
"G3500370","1940","New Mexico","350","Quay","0370","Quay",6259,5780,33,36,0,3
"G3500390","1940","New Mexico","350","Rio Arriba","0390","Rio Arriba",11880,11682,2,1,887,900
"G3500410","1940","New Mexico","350","Roosevelt","0410","Roosevelt",7536,7010,1,1,1,0
"G3500430","1940","New Mexico","350","Sandoval","0430","Sandoval",5050,4809,2,2,2187,1848
"G3500450","1940","New Mexico","350","San Juan","0450","San Juan",4483,4166,2,2,4308,4154
"G3500470","1940","New Mexico","350","San Miguel","0470","San Miguel",13978,13890,19,17,5,1
"G3500490","1940","New Mexico","350","Santa Fe","0490","Santa Fe",15002,14985,123,103,320,293
"G3500510","1940","New Mexico","350","Sierra","0510","Sierra",3630,3272,29,24,4,3
"G3500530","1940","New Mexico","350","Socorro","0530","Socorro",5794,5346,2,3,144,133
"G3500550","1940","New Mexico","350","Taos","0550","Taos",8887,8767,2,1,438,433
"G3500570","1940","New Mexico","350","Torrance","0570","Torrance",5792,5229,0,0,3,2
"G3500590","1940","New Mexico","350","Union","0590","Union",4779,4289,15,12,0,0
"G3500610","1940","New Mexico","350","Valencia","0610","Valencia",8415,8026,5,3,1975,1821
"G3600010","1940","New York","360","Albany","0010","Albany",106613,111193,1721,1693,66,29
"G3600030","1940","New York","360","Allegany","0030","Allegany",19968,19549,83,79,0,2
"G3600050","1940","New York","360","Bronx","0050","Bronx",677620,692699,11048,12481,659,204
"G3600070","1940","New York","360","Broome","0070","Broome",81449,83493,417,367,14,9
"G3600090","1940","New York","360","Cattaraugus","0090","Cattaraugus",36072,35112,254,182,552,480
"G3600110","1940","New York","360","Cayuga","0110","Cayuga",33103,31701,564,134,5,1
"G3600130","1940","New York","360","Chautauqua","0130","Chautauqua",61280,61818,207,193,45,37
"G3600150","1940","New York","360","Chemung","0150","Chemung",36236,36280,810,382,9,1
"G3600170","1940","New York","360","Chenango","0170","Chenango",18321,17908,143,78,4,0
"G3600190","1940","New York","360","Clinton","0190","Clinton",29302,23956,705,20,23,0
"G3600210","1940","New York","360","Columbia","0210","Columbia",20613,19735,502,612,2,0
"G3600230","1940","New York","360","Cortland","0230","Cortland",16839,16763,35,25,5,1
"G3600250","1940","New York","360","Delaware","0250","Delaware",21110,19768,58,45,6,2
"G3600270","1940","New York","360","Dutchess","0270","Dutchess",58093,58146,2300,1954,34,15
"G3600290","1940","New York","360","Erie","0290","Erie",386236,390167,10013,9915,1074,972
"G3600310","1940","New York","360","Essex","0310","Essex",17392,16697,38,40,6,5
"G3600330","1940","New York","360","Franklin","0330","Franklin",21962,20903,58,12,717,634
"G3600350","1940","New York","360","Fulton","0350","Fulton",23808,24527,123,125,12,2
"G3600370","1940","New York","360","Genesee","0370","Genesee",22047,21580,170,173,275,236
"G3600390","1940","New York","360","Greene","0390","Greene",14053,13141,454,267,7,4
"G3600410","1940","New York","360","Hamilton","0410","Hamilton",2234,1953,1,0,0,0
"G3600430","1940","New York","360","Herkimer","0430","Herkimer",30253,29218,20,12,15,9
"G3600450","1940","New York","360","Jefferson","0450","Jefferson",42593,41265,54,44,22,25
"G3600470","1940","New York","360","Kings","0470","Kings",1282485,1305466,47744,59519,2316,755
"G3600490","1940","New York","360","Lewis","0490","Lewis",11947,10851,5,7,3,2
"G3600510","1940","New York","360","Livingston","0510","Livingston",19328,18642,279,236,14,11
"G3600530","1940","New York","360","Madison","0530","Madison",20092,19333,71,67,19,16
"G3600550","1940","New York","360","Monroe","0550","Monroe",212904,221548,1778,1797,111,92
"G3600570","1940","New York","360","Montgomery","0570","Montgomery",29392,29548,95,106,1,0
"G3600590","1940","New York","360","Nassau","0590","Nassau",194721,198492,5394,7832,219,90
"G3600610","1940","New York","360","New York","0610","New York",780455,797170,133930,164435,11748,2186
"G3600630","1940","New York","360","Niagara","0630","Niagara",80608,77595,648,578,342,339
"G3600650","1940","New York","360","Oneida","0650","Oneida",101135,101486,516,435,44,20
"G3600670","1940","New York","360","Onondaga","0670","Onondaga",144809,146971,1107,1171,528,522
"G3600690","1940","New York","360","Ontario","0690","Ontario",27979,26990,194,132,5,7
"G3600710","1940","New York","360","Orange","0710","Orange",69640,66331,2367,1709,58,8
"G3600730","1940","New York","360","Orleans","0730","Orleans",13839,13712,36,163,4,6
"G3600750","1940","New York","360","Oswego","0750","Oswego",36432,34768,28,27,12,8
"G3600770","1940","New York","360","Otsego","0770","Otsego",23070,22859,81,69,2,1
"G3600790","1940","New York","360","Putnam","0790","Putnam",8565,7840,72,73,5,0
"G3600810","1940","New York","360","Queens","0810","Queens",626382,644349,11525,14365,698,315
"G3600830","1940","New York","360","Rensselaer","0830","Rensselaer",58815,62274,365,364,15,1
"G3600850","1940","New York","360","Richmond","0850","Richmond",88061,82814,1480,1917,142,27
"G3600870","1940","New York","360","Rockland","0870","Rockland",35673,35365,1615,1575,25,8
"G3600890","1940","New York","360","St Lawrence","0890","St Lawrence",46140,44689,32,32,108,97
"G3600910","1940","New York","360","Saratoga","0910","Saratoga",32668,32294,321,302,14,7
"G3600930","1940","New York","360","Schenectady","0930","Schenectady",60673,61100,364,333,14,10
"G3600950","1940","New York","360","Schoharie","0950","Schoharie",10720,9985,53,54,0,0
"G3600970","1940","New York","360","Schuyler","0970","Schuyler",6576,6315,53,35,0,0
"G3600990","1940","New York","360","Seneca","0990","Seneca",12929,12681,61,60,1,0
"G3601010","1940","New York","360","Steuben","1010","Steuben",43457,41187,198,82,2,1
"G3601030","1940","New York","360","Suffolk","1030","Suffolk",95621,92565,4452,4249,304,164
"G3601050","1940","New York","360","Sullivan","1050","Sullivan",19868,17652,273,97,9,2
"G3601070","1940","New York","360","Tioga","1070","Tioga",13548,13359,71,84,7,3
"G3601090","1940","New York","360","Tompkins","1090","Tompkins",20541,21009,375,339,62,14
"G3601110","1940","New York","360","Ulster","1110","Ulster",43094,41669,1354,876,20,4
"G3601130","1940","New York","360","Warren","1130","Warren",17465,18453,56,44,16,1
"G3601150","1940","New York","360","Washington","1150","Washington",23984,22205,474,58,5,0
"G3601170","1940","New York","360","Wayne","1170","Wayne",26316,26297,78,37,7,12
"G3601190","1940","New York","360","Westchester","1190","Westchester",266160,275520,13610,17736,383,149
"G3601210","1940","New York","360","Wyoming","1210","Wyoming",16815,14244,297,25,13,0
"G3601230","1940","New York","360","Yates","1230","Yates",8088,8154,76,62,0,1
"G3700010","1940","North Carolina","370","Alamance","0010","Alamance",23119,23713,5242,5350,2,1
"G3700030","1940","North Carolina","370","Alexander","0030","Alexander",6181,6335,447,491,0,0
"G3700050","1940","North Carolina","370","Alleghany","0050","Alleghany",4006,4026,135,174,0,0
"G3700070","1940","North Carolina","370","Anson","0070","Anson",7346,7170,6783,7141,3,0
"G3700090","1940","North Carolina","370","Ashe","0090","Ashe",11123,11066,275,200,0,0
"G3700110","1940","North Carolina","370","Avery","0110","Avery",6643,6659,184,75,0,0
"G3700130","1940","North Carolina","370","Beaufort","0130","Beaufort",11240,11391,6688,7111,1,0
"G3700150","1940","North Carolina","370","Bertie","0150","Bertie",5640,5684,7385,7492,0,0
"G3700170","1940","North Carolina","370","Bladen","0170","Bladen",8058,7923,5499,5452,99,125
"G3700190","1940","North Carolina","370","Brunswick","0190","Brunswick",5752,5574,2971,2821,3,4
"G3700210","1940","North Carolina","370","Buncombe","0210","Buncombe",45249,47349,7488,8661,6,2
"G3700230","1940","North Carolina","370","Burke","0230","Burke",17445,17999,1543,1628,0,0
"G3700250","1940","North Carolina","370","Cabarrus","0250","Cabarrus",25073,24519,4637,5130,27,7
"G3700270","1940","North Carolina","370","Caldwell","0270","Caldwell",16684,16433,1304,1374,0,0
"G3700290","1940","North Carolina","370","Camden","0290","Camden",1627,1568,1188,1057,0,0
"G3700310","1940","North Carolina","370","Carteret","0310","Carteret",7888,7693,1308,1389,3,3
"G3700330","1940","North Carolina","370","Caswell","0330","Caswell",5567,5351,4572,4542,0,0
"G3700350","1940","North Carolina","370","Catawba","0350","Catawba",22952,23536,2485,2680,0,0
"G3700370","1940","North Carolina","370","Chatham","0370","Chatham",8646,8167,4034,3878,1,0
"G3700390","1940","North Carolina","370","Cherokee","0390","Cherokee",9620,8982,98,84,13,16
"G3700410","1940","North Carolina","370","Chowan","0410","Chowan",3029,3110,2615,2818,0,0
"G3700430","1940","North Carolina","370","Clay","0430","Clay",3209,3117,40,39,0,0
"G3700450","1940","North Carolina","370","Cleveland","0450","Cleveland",22404,22804,6405,6442,0,0
"G3700470","1940","North Carolina","370","Columbus","0470","Columbus",15773,15215,7138,7179,174,184
"G3700490","1940","North Carolina","370","Craven","0490","Craven",8540,8725,6789,7244,0,0
"G3700510","1940","North Carolina","370","Cumberland","0510","Cumberland",21364,17519,9773,10444,111,109
"G3700530","1940","North Carolina","370","Currituck","0530","Currituck",2246,2125,1227,1109,2,0
"G3700550","1940","North Carolina","370","Dare","0550","Dare",2860,2710,231,240,0,0
"G3700570","1940","North Carolina","370","Davidson","0570","Davidson",23661,23820,2959,2934,2,1
"G3700590","1940","North Carolina","370","Davie","0590","Davie",6403,6327,1165,1014,0,0
"G3700610","1940","North Carolina","370","Duplin","0610","Duplin",12877,12695,7113,7047,5,2
"G3700630","1940","North Carolina","370","Durham","0630","Durham",25063,26645,13031,15496,9,0
"G3700650","1940","North Carolina","370","Edgecombe","0650","Edgecombe",11170,11323,12880,13784,5,0
"G3700670","1940","North Carolina","370","Forsyth","0670","Forsyth",41463,43847,19356,21796,12,1
"G3700690","1940","North Carolina","370","Franklin","0690","Franklin",8714,8625,6556,6486,1,0
"G3700710","1940","North Carolina","370","Gaston","0710","Gaston",37088,37853,6022,6568,0,0
"G3700730","1940","North Carolina","370","Gates","0730","Gates",2550,2538,2590,2382,0,0
"G3700750","1940","North Carolina","370","Graham","0750","Graham",3220,3024,2,0,79,93
"G3700770","1940","North Carolina","370","Granville","0770","Granville",7159,7220,7607,7351,5,2
"G3700790","1940","North Carolina","370","Greene","0790","Greene",5226,5238,4143,3941,0,0
"G3700810","1940","North Carolina","370","Guilford","0810","Guilford",59717,62034,15316,16835,9,5
"G3700830","1940","North Carolina","370","Halifax","0830","Halifax",12222,12210,15794,16256,30,0
"G3700850","1940","North Carolina","370","Harnett","0850","Harnett",16170,15820,5956,5964,161,168
"G3700870","1940","North Carolina","370","Haywood","0870","Haywood",17166,16744,464,427,1,2
"G3700890","1940","North Carolina","370","Henderson","0890","Henderson",11865,12051,1006,1126,1,0
"G3700910","1940","North Carolina","370","Hertford","0910","Hertford",3962,3942,5853,5592,2,1
"G3700930","1940","North Carolina","370","Hoke","0930","Hoke",2906,2847,4291,4362,275,256
"G3700950","1940","North Carolina","370","Hyde","0950","Hyde",2303,2315,1586,1656,0,0
"G3700970","1940","North Carolina","370","Iredell","0970","Iredell",20140,20709,4646,4929,0,0
"G3700990","1940","North Carolina","370","Jackson","0990","Jackson",9202,8761,291,271,421,420
"G3701010","1940","North Carolina","370","Johnston","1010","Johnston",25408,24919,6633,6810,13,15
"G3701030","1940","North Carolina","370","Jones","1030","Jones",3088,3039,2410,2389,0,0
"G3701050","1940","North Carolina","370","Lee","1050","Lee",6807,6586,2641,2707,2,0
"G3701070","1940","North Carolina","370","Lenoir","1070","Lenoir",11458,11940,8622,9190,0,1
"G3701090","1940","North Carolina","370","Lincoln","1090","Lincoln",10477,10413,1641,1654,2,0
"G3701110","1940","North Carolina","370","McDowell","1110","Mcdowell",10691,10475,905,925,0,0
"G3701130","1940","North Carolina","370","Macon","1130","Macon",7932,7482,253,212,0,1
"G3701150","1940","North Carolina","370","Madison","1150","Madison",11349,10951,106,116,0,0
"G3701170","1940","North Carolina","370","Martin","1170","Martin",6812,6615,6292,6388,3,1
"G3701190","1940","North Carolina","370","Mecklenburg","1190","Mecklenburg",52971,55536,20313,22982,17,7
"G3701210","1940","North Carolina","370","Mitchell","1210","Mitchell",8090,7822,33,35,0,0
"G3701230","1940","North Carolina","370","Montgomery","1230","Montgomery",6423,6110,1893,1853,0,1
"G3701250","1940","North Carolina","370","Moore","1250","Moore",10730,10893,4521,4807,9,9
"G3701270","1940","North Carolina","370","Nash","1270","Nash",16001,16254,11473,11880,0,0
"G3701290","1940","North Carolina","370","New Hanover","1290","New Hanover",15086,15771,8001,9056,14,7
"G3701310","1940","North Carolina","370","Northampton","1310","Northampton",5289,5477,8712,8821,0,0
"G3701330","1940","North Carolina","370","Onslow","1330","Onslow",6651,6426,2453,2409,0,0
"G3701350","1940","North Carolina","370","Orange","1350","Orange",8031,7880,3596,3565,0,0
"G3701370","1940","North Carolina","370","Pamlico","1370","Pamlico",3204,3124,1693,1685,0,0
"G3701390","1940","North Carolina","370","Pasquotank","1390","Pasquotank",5855,5949,4346,4418,0,0
"G3701410","1940","North Carolina","370","Pender","1410","Pender",4852,4639,4059,4160,0,0
"G3701430","1940","North Carolina","370","Perquimans","1430","Perquimans",2542,2503,2376,2352,0,0
"G3701450","1940","North Carolina","370","Person","1450","Person",7924,7761,4638,4484,114,108
"G3701470","1940","North Carolina","370","Pitt","1470","Pitt",16042,16115,14165,14921,1,0
"G3701490","1940","North Carolina","370","Polk","1490","Polk",5097,5134,791,852,0,0
"G3701510","1940","North Carolina","370","Randolph","1510","Randolph",20060,20166,2224,2104,0,0
"G3701530","1940","North Carolina","370","Richmond","1530","Richmond",12376,12162,5962,6262,30,18
"G3701550","1940","North Carolina","370","Robeson","1550","Robeson",17225,17433,12486,13087,8311,8318
"G3701570","1940","North Carolina","370","Rockingham","1570","Rockingham",22860,22983,5728,6304,13,10
"G3701590","1940","North Carolina","370","Rowan","1590","Rowan",28030,28208,6363,6603,1,1
"G3701610","1940","North Carolina","370","Rutherford","1610","Rutherford",19804,19641,2971,3161,0,0
"G3701630","1940","North Carolina","370","Sampson","1630","Sampson",15483,14966,8134,8278,286,293
"G3701650","1940","North Carolina","370","Scotland","1650","Scotland",5318,5470,5710,5944,400,390
"G3701670","1940","North Carolina","370","Stanly","1670","Stanly",14486,14430,1910,2004,4,0
"G3701690","1940","North Carolina","370","Stokes","1690","Stokes",10352,10012,1227,1065,0,0
"G3701710","1940","North Carolina","370","Surry","1710","Surry",19638,19614,1292,1239,0,0
"G3701730","1940","North Carolina","370","Swain","1730","Swain",5332,5295,90,92,687,681
"G3701750","1940","North Carolina","370","Transylvania","1750","Transylvania",5899,5501,441,400,0,0
"G3701770","1940","North Carolina","370","Tyrrell","1770","Tyrrell",1803,1742,992,1019,0,0
"G3701790","1940","North Carolina","370","Union","1790","Union",15118,14802,4566,4610,1,0
"G3701810","1940","North Carolina","370","Vance","1810","Vance",7866,8130,6941,7017,4,3
"G3701830","1940","North Carolina","370","Wake","1830","Wake",35667,37045,17798,19011,22,1
"G3701850","1940","North Carolina","370","Warren","1850","Warren",4004,4032,7558,7550,1,0
"G3701870","1940","North Carolina","370","Washington","1870","Washington",3456,3401,2780,2686,0,0
"G3701890","1940","North Carolina","370","Watauga","1890","Watauga",8969,8781,230,132,2,0
"G3701910","1940","North Carolina","370","Wayne","1910","Wayne",16351,16667,12318,12976,8,8
"G3701930","1940","North Carolina","370","Wilkes","1930","Wilkes",20124,20053,1437,1389,0,0
"G3701950","1940","North Carolina","370","Wilson","1950","Wilson",14595,14553,10242,10822,4,3
"G3701970","1940","North Carolina","370","Yadkin","1970","Yadkin",9851,9631,656,519,0,0
"G3701990","1940","North Carolina","370","Yancey","1990","Yancey",8754,8290,83,75,0,0
"G3800010","1940","North Dakota","380","Adams","0010","Adams",2469,2195,0,0,0,0
"G3800030","1940","North Dakota","380","Barnes","0030","Barnes",9296,8510,1,0,4,3
"G3800050","1940","North Dakota","380","Benson","0050","Benson",6148,5215,3,2,632,629
"G3800070","1940","North Dakota","380","Billings","0070","Billings",1346,1184,0,0,0,1
"G3800090","1940","North Dakota","380","Bottineau","0090","Bottineau",7064,6129,3,2,31,24
"G3800110","1940","North Dakota","380","Bowman","0110","Bowman",2081,1776,0,0,2,1
"G3800130","1940","North Dakota","380","Burke","0130","Burke",4072,3581,0,0,0,0
"G3800150","1940","North Dakota","380","Burleigh","0150","Burleigh",11347,11315,23,5,40,6
"G3800170","1940","North Dakota","380","Cass","0170","Cass",26323,26465,17,18,25,1
"G3800190","1940","North Dakota","380","Cavalier","0190","Cavalier",7421,6433,0,0,40,29
"G3800210","1940","North Dakota","380","Dickey","0210","Dickey",5099,4596,1,0,0,0
"G3800230","1940","North Dakota","380","Divide","0230","Divide",3854,3222,6,4,0,0
"G3800250","1940","North Dakota","380","Dunn","0250","Dunn",4176,3808,0,0,198,194
"G3800270","1940","North Dakota","380","Eddy","0270","Eddy",3101,2600,0,0,21,19
"G3800290","1940","North Dakota","380","Emmons","0290","Emmons",6029,5669,1,0,0,0
"G3800310","1940","North Dakota","380","Foster","0310","Foster",3091,2727,0,0,5,1
"G3800330","1940","North Dakota","380","Golden Valley","0330","Golden Valley",1879,1619,0,0,0,0
"G3800350","1940","North Dakota","380","Grand Forks","0350","Grand Forks",17468,17025,7,2,13,3
"G3800370","1940","North Dakota","380","Grant","0370","Grant",4308,3934,0,1,14,7
"G3800390","1940","North Dakota","380","Griggs","0390","Griggs",3175,2636,5,2,0,0
"G3800410","1940","North Dakota","380","Hettinger","0410","Hettinger",3899,3557,1,0,0,0
"G3800430","1940","North Dakota","380","Kidder","0430","Kidder",3561,3131,0,0,0,0
"G3800450","1940","North Dakota","380","La Moure","0450","La Moure",5402,4893,0,1,1,1
"G3800470","1940","North Dakota","380","Logan","0470","Logan",3980,3581,0,0,0,0
"G3800490","1940","North Dakota","380","McHenry","0490","Mchenry",7415,6614,4,0,1,0
"G3800510","1940","North Dakota","380","McIntosh","0510","Mcintosh",4570,4414,0,0,0,0
"G3800530","1940","North Dakota","380","McKenzie","0530","Mckenzie",4553,3834,1,0,19,19
"G3800550","1940","North Dakota","380","McLean","0550","Mclean",8052,6933,1,0,538,558
"G3800570","1940","North Dakota","380","Mercer","0570","Mercer",4843,4571,0,0,91,106
"G3800590","1940","North Dakota","380","Morton","0590","Morton",10441,9714,1,0,20,8
"G3800610","1940","North Dakota","380","Mountrail","0610","Mountrail",5656,4790,1,0,15,20
"G3800630","1940","North Dakota","380","Nelson","0630","Nelson",4942,4181,3,3,0,0
"G3800650","1940","North Dakota","380","Oliver","0650","Oliver",2069,1790,0,0,0,0
"G3800670","1940","North Dakota","380","Pembina","0670","Pembina",8258,7281,0,1,59,72
"G3800690","1940","North Dakota","380","Pierce","0690","Pierce",4776,4432,0,0,0,0
"G3800710","1940","North Dakota","380","Ramsey","0710","Ramsey",8088,7329,10,5,89,105
"G3800730","1940","North Dakota","380","Ransom","0730","Ransom",5334,4727,0,0,0,0
"G3800750","1940","North Dakota","380","Renville","0750","Renville",2959,2573,1,0,0,0
"G3800770","1940","North Dakota","380","Richland","0770","Richland",10847,9632,1,0,21,18
"G3800790","1940","North Dakota","380","Rolette","0790","Rolette",4237,3861,5,1,2298,2181
"G3800810","1940","North Dakota","380","Sargent","0810","Sargent",4615,4030,2,3,19,24
"G3800830","1940","North Dakota","380","Sheridan","0830","Sheridan",3501,3114,1,0,0,0
"G3800850","1940","North Dakota","380","Sioux","0850","Sioux",1417,1275,0,0,854,873
"G3800870","1940","North Dakota","380","Slope","0870","Slope",1644,1288,0,0,0,0
