GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,AZ8AA1980,AZ8AB1980,AZ8AC1980,AZ8AD1980,AZ8AE1980,AZ8AF1980,AZ8AG1980,AZ8AH1980,AZ8AI1980,AZ8AJ1980
"G4600130","1980","South Dakota","46","460","Brown County","013","0130","BROWN",17070,0,389,54,,18859,0,498,48,
"G4600150","1980","South Dakota","46","460","Brule County","015","0150","BRULE",2438,0,125,0,,2518,0,152,0,
"G4600170","1980","South Dakota","46","460","Buffalo County","017","0170","BUFFALO",258,0,636,0,,267,0,634,0,
"G4600190","1980","South Dakota","46","460","Butte County","019","0190","BUTTE",4033,0,58,0,,4087,0,74,0,
"G4600210","1980","South Dakota","46","460","Campbell County","021","0210","CAMPBELL",0,0,0,0,,0,0,0,0,
"G4600230","1980","South Dakota","46","460","Charles Mix County","023","0230","CHARLES MIX",3923,0,815,0,,4026,0,894,0,
"G4600250","1980","South Dakota","46","460","Clark County","025","0250","CLARK",2468,0,0,0,,2414,0,0,0,
"G4600270","1980","South Dakota","46","460","Clay County","027","0270","CLAY",6627,35,171,12,,6612,11,171,50,
"G4600290","1980","South Dakota","46","460","Codington County","029","0290","CODINGTON",10049,0,37,0,,10652,0,55,0,
"G4600310","1980","South Dakota","46","460","Corson County","031","0310","CORSON",1370,0,0,0,,1352,0,0,0,
"G4600330","1980","South Dakota","46","460","Custer County","033","0330","CUSTER",2955,0,116,0,,2855,0,54,0,
"G4600350","1980","South Dakota","46","460","Davison County","035","0350","DAVISON",8276,0,199,13,,9091,0,159,27,
"G4600370","1980","South Dakota","46","460","Day County","037","0370","DAY",3882,0,190,0,,3818,0,237,0,
"G4600390","1980","South Dakota","46","460","Deuel County","039","0390","DEUEL",2720,0,0,0,,2557,0,0,0,
"G4600410","1980","South Dakota","46","460","Dewey County","041","0410","DEWEY",1152,0,1498,0,,1077,0,1609,0,
"G4600430","1980","South Dakota","46","460","Douglas County","043","0430","DOUGLAS",2076,0,13,0,,2071,0,21,0,
"G4600450","1980","South Dakota","46","460","Edmunds County","045","0450","EDMUNDS",2569,0,0,0,,2573,0,0,0,
"G4600470","1980","South Dakota","46","460","Fall River County","047","0470","FALL RIVER",4160,0,223,0,,3825,0,177,0,
"G4600490","1980","South Dakota","46","460","Faulk County","049","0490","FAULK",1669,0,0,0,,1640,0,0,0,
"G4600510","1980","South Dakota","46","460","Grant County","051","0510","GRANT",4460,0,0,0,,4514,0,0,0,
"G4600530","1980","South Dakota","46","460","Gregory County","053","0530","GREGORY",2857,0,0,0,,2942,0,0,0,
"G4600550","1980","South Dakota","46","460","Haakon County","055","0550","HAAKON",1400,0,0,0,,1359,0,0,0,
"G4600570","1980","South Dakota","46","460","Hamlin County","057","0570","HAMLIN",2606,0,0,0,,2641,0,0,0,
"G4600590","1980","South Dakota","46","460","Hand County","059","0590","HAND",2483,0,0,0,,2457,0,0,0,
"G4600610","1980","South Dakota","46","460","Hanson County","061","0610","HANSON",0,0,0,0,,0,0,0,0,
"G4600630","1980","South Dakota","46","460","Harding County","063","0630","HARDING",0,0,0,0,,0,0,0,0,
"G4600650","1980","South Dakota","46","460","Hughes County","065","0650","HUGHES",6331,0,409,0,,6909,0,476,0,
"G4600670","1980","South Dakota","46","460","Hutchinson County","067","0670","HUTCHINSON",4575,0,15,0,,4704,0,32,0,
"G4600690","1980","South Dakota","46","460","Hyde County","069","0690","HYDE",960,0,0,0,,1024,0,0,0,
"G4600710","1980","South Dakota","46","460","Jackson County","071","0710","JACKSON",955,0,0,0,,986,0,0,0,
"G4600730","1980","South Dakota","46","460","Jerauld County","073","0730","JERAULD",0,0,0,0,,0,0,0,0,
"G4600750","1980","South Dakota","46","460","Jones County","075","0750","JONES",0,0,0,0,,0,0,0,0,
"G4600770","1980","South Dakota","46","460","Kingsbury County","077","0770","KINGSBURY",3279,0,0,0,,3378,0,0,0,
"G4600790","1980","South Dakota","46","460","Lake County","079","0790","LAKE",5174,0,27,0,,5418,0,54,0,
"G4600810","1980","South Dakota","46","460","Lawrence County","081","0810","LAWRENCE",8808,0,114,41,,9082,0,193,42,
"G4600830","1980","South Dakota","46","460","Lincoln County","083","0830","LINCOLN",6869,0,9,0,,7014,0,24,0,
"G4600850","1980","South Dakota","46","460","Lyman County","085","0850","LYMAN",1547,0,436,0,,1405,0,471,0,
"G4600870","1980","South Dakota","46","460","McCook County","087","0870","MCCOOK",3178,0,0,0,,3251,0,0,0,
"G4600890","1980","South Dakota","46","460","McPherson County","089","0890","MCPHERSON",1999,0,0,0,,2028,0,0,0,
"G4600910","1980","South Dakota","46","460","Marshall County","091","0910","MARSHALL",2565,0,0,0,,2563,0,0,0,
"G4600930","1980","South Dakota","46","460","Meade County","093","0930","MEADE",10349,350,138,41,,9337,183,108,97,
"G4600950","1980","South Dakota","46","460","Mellette County","095","0950","MELLETTE",722,0,0,0,,653,0,0,0,
"G4600970","1980","South Dakota","46","460","Miner County","097","0970","MINER",0,0,0,0,,0,0,0,0,
"G4600990","1980","South Dakota","46","460","Minnehaha County","099","0990","MINNEHAHA",51234,192,552,235,,56191,92,571,206,
"G4601010","1980","South Dakota","46","460","Moody County","101","1010","MOODY",3142,0,169,0,,3186,0,181,0,
"G4601030","1980","South Dakota","46","460","Pennington County","103","1030","PENNINGTON",32460,595,1722,160,,32387,316,1933,242,
"G4601050","1980","South Dakota","46","460","Perkins County","105","1050","PERKINS",2325,0,33,0,,2309,0,29,0,
"G4601070","1980","South Dakota","46","460","Potter County","107","1070","POTTER",0,0,0,0,,0,0,0,0,
"G4601090","1980","South Dakota","46","460","Roberts County","109","1090","ROBERTS",4492,0,1071,0,,4283,0,1039,0,
"G4601110","1980","South Dakota","46","460","Sanborn County","111","1110","SANBORN",1623,0,0,0,,1550,0,0,0,
"G4601130","1980","South Dakota","46","460","Shannon County","113","1130","SHANNON",356,0,5315,38,,329,0,5260,0,
"G4601150","1980","South Dakota","46","460","Spink County","115","1150","SPINK",4444,0,35,0,,4665,0,48,0,
"G4601170","1980","South Dakota","46","460","Stanley County","117","1170","STANLEY",1190,0,63,0,,1227,0,53,0,
"G4601190","1980","South Dakota","46","460","Sully County","119","1190","SULLY",1009,0,0,0,,971,0,0,0,
"G4601210","1980","South Dakota","46","460","Todd County","121","1210","TODD",831,0,2717,0,,800,0,2971,0,
"G4601230","1980","South Dakota","46","460","Tripp County","123","1230","TRIPP",3351,0,0,0,,3325,0,0,0,
"G4601250","1980","South Dakota","46","460","Turner County","125","1250","TURNER",4605,0,23,0,,4593,0,34,0,
"G4601270","1980","South Dakota","46","460","Union County","127","1270","UNION",5373,0,27,0,,5453,0,30,0,
"G4601290","1980","South Dakota","46","460","Walworth County","129","1290","WALWORTH",3192,0,158,0,,3360,0,242,0,
"G4601350","1980","South Dakota","46","460","Yankton County","135","1350","YANKTON",8847,0,215,13,,9583,0,207,45,
"G4601370","1980","South Dakota","46","460","Ziebach County","137","1370","ZIEBACH",517,0,647,0,,445,0,695,0,
"G4700010","1980","Tennessee","47","470","Anderson County","001","0010","ANDERSON",30817,1201,102,277,,33134,1356,117,281,
"G4700030","1980","Tennessee","47","470","Bedford County","003","0030","BEDFORD",11977,1442,0,0,,12877,1595,0,0,
"G4700050","1980","Tennessee","47","470","Benton County","005","0050","BENTON",6962,173,0,0,,7536,198,0,0,
"G4700070","1980","Tennessee","47","470","Bledsoe County","007","0070","BLEDSOE",4624,237,0,0,,4507,80,0,0,
"G4700090","1980","Tennessee","47","470","Blount County","009","0090","BLOUNT",36348,1151,84,60,,38673,1261,56,88,
"G4700110","1980","Tennessee","47","470","Bradley County","011","0110","BRADLEY",31110,1278,139,75,,33243,1367,117,73,
"G4700130","1980","Tennessee","47","470","Campbell County","013","0130","CAMPBELL",16597,90,27,0,,18024,96,44,0,
"G4700150","1980","Tennessee","47","470","Cannon County","015","0150","CANNON",4866,119,0,0,,5117,120,0,0,
"G4700170","1980","Tennessee","47","470","Carroll County","017","0170","CARROLL",11986,1542,0,35,,12910,1717,0,28,
"G4700190","1980","Tennessee","47","470","Carter County","019","0190","CARTER",24068,181,6,0,,25598,261,26,0,
"G4700210","1980","Tennessee","47","470","Cheatham County","021","0210","CHEATHAM",10479,309,0,0,,10505,268,0,0,
"G4700230","1980","Tennessee","47","470","Chester County","023","0230","CHESTER",5439,0,0,0,,5901,0,0,0,
"G4700250","1980","Tennessee","47","470","Claiborne County","025","0250","CLAIBORNE",11811,160,50,0,,12311,196,19,0,
"G4700270","1980","Tennessee","47","470","Clay County","027","0270","CLAY",3724,0,0,0,,3797,0,0,0,
"G4700290","1980","Tennessee","47","470","Cocke County","029","0290","COCKE",13699,342,0,9,,14339,326,0,21,
"G4700310","1980","Tennessee","47","470","Coffee County","031","0310","COFFEE",18020,527,0,81,,18870,694,0,80,
"G4700330","1980","Tennessee","47","470","Crockett County","033","0330","CROCKETT",5758,1351,0,0,,6331,1477,0,0,
"G4700350","1980","Tennessee","47","470","Cumberland County","035","0350","CUMBERLAND",14032,0,20,0,,14562,0,27,0,
"G4700370","1980","Tennessee","47","470","Davidson County","037","0370","DAVIDSON",174803,48859,378,1330,,192471,57398,406,1239,
"G4700390","1980","Tennessee","47","470","Decatur County","039","0390","DECATUR",5092,190,0,0,,5363,203,0,0,
"G4700410","1980","Tennessee","47","470","DeKalb County","041","0410","DE KALB",6363,136,0,0,,6957,106,0,0,
"G4700430","1980","Tennessee","47","470","Dickson County","043","0430","DICKSON",13787,732,12,0,,14475,974,32,0,
"G4700450","1980","Tennessee","47","470","Dyer County","045","0450","DYER",14604,1908,23,0,,15900,2179,30,0,
"G4700470","1980","Tennessee","47","470","Fayette County","047","0470","FAYETTE",6219,6179,0,0,,6260,6625,0,0,
"G4700490","1980","Tennessee","47","470","Fentress County","049","0490","FENTRESS",7235,0,0,0,,7569,0,0,0,
"G4700510","1980","Tennessee","47","470","Franklin County","051","0510","FRANKLIN",14579,1066,26,59,,14953,1207,20,35,
"G4700530","1980","Tennessee","47","470","Gibson County","053","0530","GIBSON",18999,4360,51,0,,20877,5092,31,0,
"G4700550","1980","Tennessee","47","470","Giles County","055","0550","GILES",10212,1639,0,19,,10844,1840,0,54,
"G4700570","1980","Tennessee","47","470","Grainger County","057","0570","GRAINGER",8086,156,0,0,,8356,139,0,0,
"G4700590","1980","Tennessee","47","470","Greene County","059","0590","GREENE",25563,596,46,31,,27551,514,38,47,
"G4700610","1980","Tennessee","47","470","Grundy County","061","0610","GRUNDY",6787,0,24,0,,6962,0,10,0,
"G4700630","1980","Tennessee","47","470","Hamblen County","063","0630","HAMBLEN",22710,1211,39,38,,24000,1130,37,65,
"G4700650","1980","Tennessee","47","470","Hamilton County","065","0650","HAMILTON",110477,25803,206,511,,119365,30049,257,634,
"G4700670","1980","Tennessee","47","470","Hancock County","067","0670","HANCOCK",3383,0,0,0,,3484,0,0,0,
"G4700690","1980","Tennessee","47","470","Hardeman County","069","0690","HARDEMAN",7297,4136,0,0,,7784,4577,0,0,
"G4700710","1980","Tennessee","47","470","Hardin County","071","0710","HARDIN",10319,0,0,0,,10965,0,0,0,
"G4700730","1980","Tennessee","47","470","Hawkins County","073","0730","HAWKINS",21136,360,0,45,,21645,458,0,51,
"G4700750","1980","Tennessee","47","470","Haywood County","075","0750","HAYWOOD",0,4855,0,0,,0,5565,0,0,
"G4700770","1980","Tennessee","47","470","Henderson County","077","0770","HENDERSON",9371,917,20,0,,10046,984,12,0,
"G4700790","1980","Tennessee","47","470","Henry County","079","0790","HENRY",12390,1484,29,8,,13052,1618,37,38,
"G4700810","1980","Tennessee","47","470","Hickman County","081","0810","HICKMAN",7180,484,36,0,,7072,333,27,0,
"G4700830","1980","Tennessee","47","470","Houston County","083","0830","HOUSTON",3260,178,0,0,,3265,144,0,0,
"G4700850","1980","Tennessee","47","470","Humphreys County","085","0850","HUMPHREYS",7468,316,0,0,,7803,316,0,0,
"G4700870","1980","Tennessee","47","470","Jackson County","087","0870","JACKSON",4652,0,0,0,,4725,0,0,0,
"G4700890","1980","Tennessee","47","470","Jefferson County","089","0890","JEFFERSON",14847,417,0,7,,15406,527,0,27,
"G4700910","1980","Tennessee","47","470","Johnson County","091","0910","JOHNSON",6742,29,0,20,,6891,51,0,12,
"G4700930","1980","Tennessee","47","470","Knox County","093","0930","KNOX",139463,12668,326,763,,149743,15160,414,795,
"G4700950","1980","Tennessee","47","470","Lake County","095","0950","LAKE",2924,641,0,0,,3090,796,0,0,
"G4700970","1980","Tennessee","47","470","Lauderdale County","097","0970","LAUDERDALE",8264,3799,28,0,,8565,3798,60,0,
"G4700990","1980","Tennessee","47","470","Lawrence County","099","0990","LAWRENCE",16378,218,30,0,,17169,282,12,0,
"G4701010","1980","Tennessee","47","470","Lewis County","101","1010","LEWIS",4569,107,0,0,,4866,111,0,0,
"G4701030","1980","Tennessee","47","470","Lincoln County","103","1030","LINCOLN",11588,1216,12,29,,12118,1421,27,72,
"G4701050","1980","Tennessee","47","470","Loudon County","105","1050","LOUDON",13484,234,0,0,,14556,208,0,0,
"G4701070","1980","Tennessee","47","470","McMinn County","107","1070","MCMINN",19212,913,55,0,,20465,1125,47,0,
"G4701090","1980","Tennessee","47","470","McNairy County","109","1090","MCNAIRY",10252,706,0,0,,10778,772,0,0,
"G4701110","1980","Tennessee","47","470","Macon County","111","1110","MACON",7679,0,0,0,,7986,0,0,0,
"G4701130","1980","Tennessee","47","470","Madison County","113","1130","MADISON",24803,10250,0,68,,27177,12018,0,99,
"G4701150","1980","Tennessee","47","470","Marion County","115","1150","MARION",11451,511,0,10,,11754,645,0,23,
"G4701170","1980","Tennessee","47","470","Marshall County","117","1170","MARSHALL",8511,0,0,0,,9221,0,0,0,
"G4701190","1980","Tennessee","47","470","Maury County","119","1190","MAURY",20550,3933,0,23,,21904,4575,0,62,
"G4701210","1980","Tennessee","47","470","Meigs County","121","1210","MEIGS",3705,49,0,0,,3606,67,0,0,
"G4701230","1980","Tennessee","47","470","Monroe County","123","1230","MONROE",13539,401,12,0,,14219,487,25,0,
"G4701250","1980","Tennessee","47","470","Montgomery County","125","1250","MONTGOMERY",33817,7749,172,286,,32984,6905,108,679,
"G4701270","1980","Tennessee","47","470","Moore County","127","1270","MOORE",2129,0,0,0,,2165,0,0,0,
"G4701290","1980","Tennessee","47","470","Morgan County","129","1290","MORGAN",8282,143,0,12,,8066,0,0,38,
"G4701310","1980","Tennessee","47","470","Obion County","131","1310","OBION",14183,1416,33,0,,15405,1642,36,0,
"G4701330","1980","Tennessee","47","470","Overton County","133","1330","OVERTON",8615,19,32,0,,8875,18,16,0,
"G4701350","1980","Tennessee","47","470","Perry County","135","1350","PERRY",2910,0,0,0,,3054,0,0,0,
"G4701370","1980","Tennessee","47","470","Pickett County","137","1370","PICKETT",2116,0,23,0,,2190,0,29,0,
"G4701390","1980","Tennessee","47","470","Polk County","139","1390","POLK",6677,0,0,0,,6905,0,0,0,
"G4701410","1980","Tennessee","47","470","Putnam County","141","1410","PUTNAM",23018,342,30,129,,23410,405,33,94,
"G4701430","1980","Tennessee","47","470","Rhea County","143","1430","RHEA",11423,373,24,0,,11961,321,57,0,
"G4701450","1980","Tennessee","47","470","Roane County","145","1450","ROANE",22730,737,0,44,,24049,736,0,52,
"G4701470","1980","Tennessee","47","470","Robertson County","147","1470","ROBERTSON",15708,2296,6,0,,16329,2611,37,0,
"G4701490","1980","Tennessee","47","470","Rutherford County","149","1490","RUTHERFORD",36940,3963,95,245,,37634,4661,63,251,
"G4701510","1980","Tennessee","47","470","Scott County","151","1510","SCOTT",9402,0,28,0,,9730,0,51,0,
"G4701530","1980","Tennessee","47","470","Sequatchie County","153","1530","SEQUATCHIE",4199,0,0,0,,4366,0,0,0,
"G4701550","1980","Tennessee","47","470","Sevier County","155","1550","SEVIER",20032,81,55,0,,21087,61,51,0,
"G4701570","1980","Tennessee","47","470","Shelby County","157","1570","SHELBY",217038,150861,540,1899,,229466,173393,422,2101,
"G4701590","1980","Tennessee","47","470","Smith County","159","1590","SMITH",7009,303,0,0,,7284,291,0,0,
"G4701610","1980","Tennessee","47","470","Stewart County","161","1610","STEWART",4179,84,0,0,,4293,84,0,0,
"G4701630","1980","Tennessee","47","470","Sullivan County","163","1630","SULLIVAN",67647,1320,133,111,,72999,1366,129,185,
"G4701650","1980","Tennessee","47","470","Sumner County","165","1650","SUMNER",39787,2446,66,40,,40780,2439,39,94,
"G4701670","1980","Tennessee","47","470","Tipton County","167","1670","TIPTON",11847,4151,32,29,,12119,4632,13,65,
"G4701690","1980","Tennessee","47","470","Trousdale County","169","1690","TROUSDALE",2629,0,0,0,,2608,0,0,0,
"G4701710","1980","Tennessee","47","470","Unicoi County","171","1710","UNICOI",7909,0,0,44,,8350,0,0,34,
"G4701730","1980","Tennessee","47","470","Union County","173","1730","UNION",5867,0,0,0,,5822,0,0,0,
"G4701750","1980","Tennessee","47","470","Van Buren County","175","1750","VAN BUREN",2360,0,0,0,,2348,0,0,0,
"G4701770","1980","Tennessee","47","470","Warren County","177","1770","WARREN",15243,595,0,22,,16116,606,0,17,
"G4701790","1980","Tennessee","47","470","Washington County","179","1790","WASHINGTON",41524,1387,44,147,,43726,1593,49,162,
"G4701810","1980","Tennessee","47","470","Wayne County","181","1810","WAYNE",6797,55,0,0,,6981,102,0,0,
"G4701830","1980","Tennessee","47","470","Weakley County","183","1830","WEAKLEY",14951,1006,34,26,,15599,1079,24,22,
"G4701850","1980","Tennessee","47","470","White County","185","1850","WHITE",9217,186,0,0,,9895,245,0,0,
"G4701870","1980","Tennessee","47","470","Williamson County","187","1870","WILLIAMSON",25971,2374,30,104,,26581,2850,36,75,
"G4701890","1980","Tennessee","47","470","Wilson County","189","1890","WILSON",25377,2181,9,25,,25625,2681,52,84,
"G4800010","1980","Texas","48","480","Anderson County","001","0010","ANDERSON",15231,4734,60,84,,14001,3456,32,94,
"G4800030","1980","Texas","48","480","Andrews County","003","0030","ANDREWS",5702,105,66,74,,5720,97,32,100,
"G4800050","1980","Texas","48","480","Angelina County","005","0050","ANGELINA",25327,4538,36,49,,26493,5119,32,48,
"G4800070","1980","Texas","48","480","Aransas County","007","0070","ARANSAS",6283,109,58,113,,6382,139,13,81,
"G4800090","1980","Texas","48","480","Archer County","009","0090","ARCHER",3563,29,31,0,,3542,18,55,0,
"G4800110","1980","Texas","48","480","Armstrong County","011","0110","ARMSTRONG",966,0,0,0,,1015,0,0,0,
"G4800130","1980","Texas","48","480","Atascosa County","013","0130","ATASCOSA",11360,50,31,20,,11303,43,32,17,
"G4800150","1980","Texas","48","480","Austin County","015","0150","AUSTIN",7079,1091,29,0,,7401,1489,17,0,
"G4800170","1980","Texas","48","480","Bailey County","017","0170","BAILEY",3165,63,0,0,,3215,83,0,0,
"G4800190","1980","Texas","48","480","Bandera County","019","0190","BANDERA",3371,0,0,0,,3531,0,0,0,
"G4800210","1980","Texas","48","480","Bastrop County","021","0210","BASTROP",9313,2019,22,16,,9414,2240,17,23,
"G4800230","1980","Texas","48","480","Baylor County","023","0230","BAYLOR",2066,86,0,0,,2421,93,0,0,
"G4800250","1980","Texas","48","480","Bee County","025","0250","BEE",10774,306,38,96,,11110,322,35,140,
"G4800270","1980","Texas","48","480","Bell County","027","0270","BELL",60785,14759,420,1217,,57306,11065,318,2072,
"G4800290","1980","Texas","48","480","Bexar County","029","0290","BEXAR",389364,33237,1619,3271,,411843,35718,1411,5124,
"G4800310","1980","Texas","48","480","Blanco County","031","0310","BLANCO",2198,20,0,0,,2266,18,0,0,
"G4800330","1980","Texas","48","480","Borden County","033","0330","BORDEN",404,0,0,0,,399,0,0,0,
"G4800350","1980","Texas","48","480","Bosque County","035","0350","BOSQUE",5945,135,19,35,,6666,143,27,16,
"G4800370","1980","Texas","48","480","Bowie County","037","0370","BOWIE",27910,7712,145,108,,30062,8842,141,146,
"G4800390","1980","Texas","48","480","Brazoria County","039","0390","BRAZORIA",75330,8011,316,467,,69710,5126,305,435,
"G4800410","1980","Texas","48","480","Brazos County","041","0410","BRAZOS",41527,4910,118,803,,36130,5542,153,488,
"G4800430","1980","Texas","48","480","Brewster County","043","0430","BREWSTER",3066,19,0,38,,3137,12,0,17,
"G4800450","1980","Texas","48","480","Briscoe County","045","0450","BRISCOE",1114,22,0,0,,1154,24,0,0,
"G4800470","1980","Texas","48","480","Brooks County","047","0470","BROOKS",3613,0,0,0,,3761,0,0,0,
"G4800490","1980","Texas","48","480","Brown County","049","0490","BROWN",13971,757,36,15,,15547,802,29,36,
"G4800510","1980","Texas","48","480","Burleson County","051","0510","BURLESON",4382,1242,26,0,,4560,1451,19,0,
"G4800530","1980","Texas","48","480","Burnet County","053","0530","BURNET",8189,180,38,8,,8739,176,25,33,
"G4800550","1980","Texas","48","480","Caldwell County","055","0550","CALDWELL",8263,2317,23,200,,8584,1550,17,29,
"G4800570","1980","Texas","48","480","Calhoun County","057","0570","CALHOUN",8410,225,23,88,,8526,309,18,73,
"G4800590","1980","Texas","48","480","Callahan County","059","0590","CALLAHAN",5153,0,0,38,,5582,0,0,39,
"G4800610","1980","Texas","48","480","Cameron County","061","0610","CAMERON",78731,545,227,174,,85585,400,160,266,
"G4800630","1980","Texas","48","480","Camp County","063","0630","CAMP",3332,1054,0,0,,3537,1315,0,0,
"G4800650","1980","Texas","48","480","Carson County","065","0650","CARSON",3233,0,28,0,,3285,0,33,0,
"G4800670","1980","Texas","48","480","Cass County","067","0670","CASS",10990,2993,63,0,,11787,3467,52,0,
"G4800690","1980","Texas","48","480","Castro County","069","0690","CASTRO",3861,180,0,0,,3849,164,0,0,
"G4800710","1980","Texas","48","480","Chambers County","071","0710","CHAMBERS",7773,1329,87,0,,7587,1329,95,0,
"G4800730","1980","Texas","48","480","Cherokee County","073","0730","CHEROKEE",14484,3473,26,72,,15553,3570,18,95,
"G4800750","1980","Texas","48","480","Childress County","075","0750","CHILDRESS",3027,141,0,0,,3327,223,0,0,
"G4800770","1980","Texas","48","480","Clay County","077","0770","CLAY",4647,30,19,0,,4784,65,15,0,
"G4800790","1980","Texas","48","480","Cochran County","079","0790","COCHRAN",1688,158,0,0,,1674,151,0,0,
"G4800810","1980","Texas","48","480","Coke County","081","0810","COKE",1329,0,25,11,,1472,0,18,19,
"G4800830","1980","Texas","48","480","Coleman County","083","0830","COLEMAN",4373,170,0,0,,4970,229,0,0,
"G4800850","1980","Texas","48","480","Collin County","085","0850","COLLIN",66323,2712,328,560,,67371,3507,259,646,
"G4800870","1980","Texas","48","480","Collingsworth County","087","0870","COLLINGSWORTH",1842,169,18,0,,2114,172,17,0,
"G4800890","1980","Texas","48","480","Colorado County","089","0890","COLORADO",6883,1531,0,0,,7040,1905,0,0,
"G4800910","1980","Texas","48","480","Comal County","091","0910","COMAL",16261,153,67,0,,17296,205,62,0,
"G4800930","1980","Texas","48","480","Comanche County","093","0930","COMANCHE",5662,0,0,0,,6189,0,0,0,
"G4800950","1980","Texas","48","480","Concho County","095","0950","CONCHO",1118,0,0,0,,1211,0,0,0,
"G4800970","1980","Texas","48","480","Cooke County","097","0970","COOKE",12742,681,124,35,,13106,537,109,25,
"G4800990","1980","Texas","48","480","Coryell County","099","0990","CORYELL",23049,7852,337,487,,18357,2944,102,852,
"G4801010","1980","Texas","48","480","Cottle County","101","1010","COTTLE",1255,101,0,0,,1396,100,0,0,
"G4801030","1980","Texas","48","480","Crane County","103","1030","CRANE",1872,15,0,0,,1978,23,0,0,
"G4801050","1980","Texas","48","480","Crockett County","105","1050","CROCKETT",1585,0,0,0,,1673,0,0,0,
"G4801070","1980","Texas","48","480","Crosby County","107","1070","CROSBY",3109,208,0,0,,3339,268,0,0,
"G4801090","1980","Texas","48","480","Culberson County","109","1090","CULBERSON",1505,0,0,11,,1418,0,0,22,
"G4801110","1980","Texas","48","480","Dallam County","111","1110","DALLAM",2867,83,0,0,,2902,81,0,0,
"G4801130","1980","Texas","48","480","Dallas County","113","1130","DALLAS",562720,134290,3603,8749,,596062,151492,3781,8362,
"G4801150","1980","Texas","48","480","Dawson County","115","1150","DAWSON",6511,272,0,11,,7000,309,0,23,
"G4801170","1980","Texas","48","480","Deaf Smith County","117","1170","DEAF SMITH",8819,170,16,0,,9000,232,44,0,
"G4801190","1980","Texas","48","480","Delta County","119","1190","DELTA",2066,187,0,0,,2335,206,0,0,
"G4801210","1980","Texas","48","480","Denton County","121","1210","DENTON",65218,2757,252,930,,66972,3378,258,882,
"G4801230","1980","Texas","48","480","DeWitt County","123","1230","DE WITT",7244,948,15,0,,8019,1115,21,0,
"G4801250","1980","Texas","48","480","Dickens County","125","1250","DICKENS",1437,73,0,0,,1562,90,0,0,
"G4801270","1980","Texas","48","480","Dimmit County","127","1270","DIMMIT",4617,24,7,0,,4695,21,60,0,
"G4801290","1980","Texas","48","480","Donley County","129","1290","DONLEY",1809,95,0,0,,2009,79,0,0,
"G4801310","1980","Texas","48","480","Duval County","131","1310","DUVAL",5733,0,0,0,,5966,0,0,0,
"G4801330","1980","Texas","48","480","Eastland County","133","1330","EASTLAND",8866,250,42,41,,9851,130,20,25,
"G4801350","1980","Texas","48","480","Ector County","135","1350","ECTOR",49208,2383,463,169,,49536,2710,445,310,
"G4801370","1980","Texas","48","480","Edwards County","137","1370","EDWARDS",794,0,0,0,,839,0,0,0,
"G4801390","1980","Texas","48","480","Ellis County","139","1390","ELLIS",23879,3462,111,49,,24919,3954,102,101,
"G4801410","1980","Texas","48","480","El Paso County","141","1410","EL PASO",167342,10964,981,1681,,175681,7400,823,2924,
"G4801430","1980","Texas","48","480","Erath County","143","1430","ERATH",10412,72,15,77,,11169,78,24,98,
"G4801450","1980","Texas","48","480","Falls County","145","1450","FALLS",5705,2248,0,0,,6195,2635,0,0,
"G4801470","1980","Texas","48","480","Fannin County","147","1470","FANNIN",10718,824,29,22,,11424,996,43,25,
"G4801490","1980","Texas","48","480","Fayette County","149","1490","FAYETTE",8251,741,0,11,,8399,946,0,45,
"G4801510","1980","Texas","48","480","Fisher County","151","1510","FISHER",2420,103,0,0,,2670,93,0,0,
"G4801530","1980","Texas","48","480","Floyd County","153","1530","FLOYD",3434,210,0,0,,3759,245,0,0,
"G4801550","1980","Texas","48","480","Foard County","155","1550","FOARD",879,54,0,0,,1023,43,0,0,
"G4801570","1980","Texas","48","480","Fort Bend County","157","1570","FORT BEND",47755,10458,179,2007,,46142,9967,184,1963,
"G4801590","1980","Texas","48","480","Franklin County","159","1590","FRANKLIN",3102,190,0,0,,3339,190,0,0,
"G4801610","1980","Texas","48","480","Freestone County","161","1610","FREESTONE",5466,1432,0,26,,5951,1766,0,46,
"G4801630","1980","Texas","48","480","Frio County","163","1630","FRIO",5564,23,0,14,,5711,24,0,26,
"G4801650","1980","Texas","48","480","Gaines County","165","1650","GAINES",5753,117,0,0,,5845,147,0,0,
"G4801670","1980","Texas","48","480","Galveston County","167","1670","GALVESTON",73909,16995,291,857,,74683,19436,334,1125,
"G4801690","1980","Texas","48","480","Garza County","169","1690","GARZA",1921,179,72,0,,2058,147,41,0,
"G4801710","1980","Texas","48","480","Gillespie County","171","1710","GILLESPIE",6241,18,16,0,,6836,16,18,0,
"G4801730","1980","Texas","48","480","Glasscock County","173","1730","GLASSCOCK",563,0,0,0,,511,0,0,0,
"G4801750","1980","Texas","48","480","Goliad County","175","1750","GOLIAD",1857,210,0,0,,2011,265,0,0,
"G4801770","1980","Texas","48","480","Gonzales County","177","1770","GONZALES",6545,887,0,0,,6961,1076,0,0,
"G4801790","1980","Texas","48","480","Gray County","179","1790","GRAY",11929,492,128,61,,12661,538,70,65,
"G4801810","1980","Texas","48","480","Grayson County","181","1810","GRAYSON",39343,3030,378,91,,42958,3225,437,139,
