GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,B69AA125,B69AB125,B69AC125,B84AA125,B84AB125,B84AC125,B84AD125,B84AE125,B84AF125,B69AA125M,B69AB125M,B69AC125M,B84AA125M,B84AB125M,B84AC125M,B84AD125M,B84AE125M,B84AF125M
"G4500690","2008-2012","South Carolina","45","450","Marlboro County","069","0690","Marlboro County, South Carolina",2139,15900,1961,10806,10,10796,9151,1645,12480,305,734,288,543,12,543,544,281,571
"G4500710","2008-2012","South Carolina","45","450","Newberry County","071","0710","Newberry County, South Carolina",2461,17937,4772,18427,89,18338,16423,1915,11370,357,896,456,510,65,512,589,370,523
"G4500730","2008-2012","South Carolina","45","450","Oconee County","073","0730","Oconee County, South Carolina",3046,37960,11274,32896,63,32833,28581,4252,27483,362,1293,632,770,56,769,718,481,775
"G4500750","2008-2012","South Carolina","45","450","Orangeburg County","075","0750","Orangeburg County, South Carolina",4372,44674,10629,41418,27,41391,35067,6324,32147,460,1321,673,999,25,997,1021,591,1046
"G4500770","2008-2012","South Carolina","45","450","Pickens County","077","0770","Pickens County, South Carolina",4480,51707,16753,57630,126,57504,50895,6609,39896,436,1417,807,1309,69,1298,1234,615,1314
"G4500790","2008-2012","South Carolina","45","450","Richland County","079","0790","Richland County, South Carolina",7495,144963,86602,209183,13544,195639,175311,20328,98182,637,2660,1849,1494,846,1846,2100,1085,1520
"G4500810","2008-2012","South Carolina","45","450","Saluda County","081","0810","Saluda County, South Carolina",1768,9929,1710,9148,15,9133,8013,1120,6568,342,583,271,456,21,456,486,270,468
"G4500830","2008-2012","South Carolina","45","450","Spartanburg County","083","0830","Spartanburg County, South Carolina",13971,134288,39073,138038,92,137946,123136,14810,85301,846,2335,1329,1539,80,1544,1549,861,1595
"G4500850","2008-2012","South Carolina","45","450","Sumter County","085","0850","Sumter County, South Carolina",3866,51915,12684,50501,2810,47691,40943,6748,32338,407,1452,726,1002,339,1054,1119,653,1000
"G4500870","2008-2012","South Carolina","45","450","Union County","087","0870","Union County, South Carolina",1814,15686,2446,12926,20,12906,10856,2050,10176,244,683,271,380,22,382,423,271,379
"G4500890","2008-2012","South Carolina","45","450","Williamsburg County","089","0890","Williamsburg County, South Carolina",2412,18065,2869,12694,0,12694,11188,1506,14620,359,838,375,604,27,604,587,289,644
"G4500910","2008-2012","South Carolina","45","450","York County","091","0910","York County, South Carolina",6689,100400,41277,119944,112,119832,107198,12634,55395,582,2199,1305,1312,66,1315,1482,912,1398
"G4600030","2008-2012","South Dakota","46","460","Aurora County","003","0030","Aurora County, South Dakota",188,1387,268,1387,2,1385,1356,29,665,59,94,48,89,3,89,87,13,68
"G4600050","2008-2012","South Dakota","46","460","Beadle County","005","0050","Beadle County, South Dakota",1224,8256,2416,9517,0,9517,9172,345,4224,266,498,284,316,15,316,292,135,249
"G4600070","2008-2012","South Dakota","46","460","Bennett County","007","0070","Bennett County, South Dakota",153,1348,299,1307,0,1307,1082,225,1068,60,165,74,155,9,155,141,81,160
"G4600090","2008-2012","South Dakota","46","460","Bon Homme County","009","0090","Bon Homme County, South Dakota",391,3843,919,3062,0,3062,2997,65,2775,69,223,117,133,13,133,134,35,134
"G4600110","2008-2012","South Dakota","46","460","Brookings County","011","0110","Brookings County, South Dakota",543,9555,6502,18797,38,18759,17929,830,7702,135,546,480,533,58,535,518,237,541
"G4600130","2008-2012","South Dakota","46","460","Brown County","013","0130","Brown County, South Dakota",1092,16825,6333,20657,56,20601,20003,598,8448,227,711,428,407,49,414,443,182,387
"G4600150","2008-2012","South Dakota","46","460","Brule County","015","0150","Brule County, South Dakota",213,2650,781,2717,0,2717,2630,87,1386,91,386,160,293,13,293,331,76,290
"G4600170","2008-2012","South Dakota","46","460","Buffalo County","017","0170","Buffalo County, South Dakota",52,864,89,860,0,860,654,206,444,29,100,37,83,9,83,78,58,91
"G4600190","2008-2012","South Dakota","46","460","Butte County","019","0190","Butte County, South Dakota",336,5246,1195,4990,0,4990,4713,277,2880,126,478,209,232,15,232,242,98,237
"G4600210","2008-2012","South Dakota","46","460","Campbell County","021","0210","Campbell County, South Dakota",103,775,195,710,0,710,704,6,480,33,85,40,91,9,91,90,6,70
"G4600230","2008-2012","South Dakota","46","460","Charles Mix County","023","0230","Charles Mix County, South Dakota",479,4344,927,4290,10,4280,3922,358,2437,86,235,129,143,10,141,143,81,145
"G4600250","2008-2012","South Dakota","46","460","Clark County","025","0250","Clark County, South Dakota",105,1987,478,1814,0,1814,1755,59,1098,36,160,118,109,9,109,108,33,114
"G4600270","2008-2012","South Dakota","46","460","Clay County","027","0270","Clay County, South Dakota",168,4023,2954,7882,43,7839,7289,550,3952,87,337,300,375,51,382,449,170,398
"G4600290","2008-2012","South Dakota","46","460","Codington County","029","0290","Codington County, South Dakota",741,13024,4225,15258,11,15247,14608,639,5996,156,655,378,289,14,290,321,181,272
"G4600310","2008-2012","South Dakota","46","460","Corson County","031","0310","Corson County, South Dakota",134,1838,308,1616,0,1616,1259,357,1224,38,135,56,117,9,117,95,75,122
"G4600330","2008-2012","South Dakota","46","460","Custer County","033","0330","Custer County, South Dakota",132,4317,1757,3965,24,3941,3762,179,2880,95,362,240,247,33,249,259,77,225
"G4600350","2008-2012","South Dakota","46","460","Davison County","035","0350","Davison County, South Dakota",646,8862,3338,10870,0,10870,10615,255,4647,181,549,362,263,15,263,255,110,255
"G4600370","2008-2012","South Dakota","46","460","Day County","037","0370","Day County, South Dakota",235,3251,605,2812,16,2796,2633,163,1791,59,207,84,128,19,130,134,73,130
"G4600390","2008-2012","South Dakota","46","460","Deuel County","039","0390","Deuel County, South Dakota",234,2224,612,2413,6,2407,2278,129,1055,58,157,92,77,10,79,92,49,74
"G4600410","2008-2012","South Dakota","46","460","Dewey County","041","0410","Dewey County, South Dakota",66,2466,421,2400,0,2400,1983,417,1316,39,195,76,132,13,132,143,97,126
"G4600430","2008-2012","South Dakota","46","460","Douglas County","043","0430","Douglas County, South Dakota",339,1447,338,1517,0,1517,1495,22,892,63,103,54,69,9,69,70,13,67
"G4600450","2008-2012","South Dakota","46","460","Edmunds County","045","0450","Edmunds County, South Dakota",230,1938,683,2124,0,2124,2092,32,1119,46,171,134,105,9,105,104,34,106
"G4600470","2008-2012","South Dakota","46","460","Fall River County","047","0470","Fall River County, South Dakota",207,3979,1156,3183,0,3183,2965,218,2654,86,337,219,198,13,198,215,103,205
"G4600490","2008-2012","South Dakota","46","460","Faulk County","049","0490","Faulk County, South Dakota",112,1301,225,1195,0,1195,1166,29,705,37,123,68,104,9,104,103,21,84
"G4600510","2008-2012","South Dakota","46","460","Grant County","051","0510","Grant County, South Dakota",386,3976,793,4137,4,4133,3986,147,1761,96,287,171,166,7,167,181,69,149
"G4600530","2008-2012","South Dakota","46","460","Gregory County","053","0530","Gregory County, South Dakota",241,2368,491,2084,0,2084,2008,76,1298,50,130,74,72,9,72,75,28,70
"G4600550","2008-2012","South Dakota","46","460","Haakon County","055","0550","Haakon County, South Dakota",39,1046,318,1037,0,1037,1011,26,470,33,114,62,94,9,94,92,14,83
"G4600570","2008-2012","South Dakota","46","460","Hamlin County","057","0570","Hamlin County, South Dakota",246,2789,636,2880,0,2880,2727,153,1441,65,184,113,124,13,124,132,57,125
"G4600590","2008-2012","South Dakota","46","460","Hand County","059","0590","Hand County, South Dakota",175,1887,449,1769,0,1769,1742,27,1009,70,135,70,100,9,100,101,22,79
"G4600610","2008-2012","South Dakota","46","460","Hanson County","061","0610","Hanson County, South Dakota",205,1418,464,1660,5,1655,1619,36,711,89,117,121,69,7,68,73,26,74
"G4600630","2008-2012","South Dakota","46","460","Harding County","063","0630","Harding County, South Dakota",27,576,296,712,0,712,702,10,390,25,67,56,71,9,71,71,9,62
"G4600650","2008-2012","South Dakota","46","460","Hughes County","065","0650","Hughes County, South Dakota",397,7365,4070,9851,86,9765,9494,271,3629,152,494,400,295,71,297,287,118,271
"G4600670","2008-2012","South Dakota","46","460","Hutchinson County","067","0670","Hutchinson County, South Dakota",612,3296,1303,3704,31,3673,3590,83,2068,90,211,191,114,37,123,120,47,114
"G4600690","2008-2012","South Dakota","46","460","Hyde County","069","0690","Hyde County, South Dakota",50,763,170,771,0,771,740,31,373,34,88,46,95,9,95,97,22,73
"G4600710","2008-2012","South Dakota","46","460","Jackson County","071","0710","Jackson County, South Dakota",83,1455,275,1473,0,1473,1209,264,760,55,182,77,117,9,117,139,93,109
"G4600730","2008-2012","South Dakota","46","460","Jerauld County","073","0730","Jerauld County, South Dakota",139,1160,231,1078,0,1078,1055,23,643,56,115,57,82,9,82,81,15,63
"G4600750","2008-2012","South Dakota","46","460","Jones County","075","0750","Jones County, South Dakota",27,562,97,513,0,513,487,26,286,29,80,34,73,9,73,71,24,74
"G4600770","2008-2012","South Dakota","46","460","Kingsbury County","077","0770","Kingsbury County, South Dakota",225,2769,797,2670,6,2664,2607,57,1515,51,154,111,99,11,96,106,31,110
"G4600790","2008-2012","South Dakota","46","460","Lake County","079","0790","Lake County, South Dakota",349,5029,2110,6303,0,6303,6022,281,2953,110,362,253,290,15,290,312,107,268
"G4600810","2008-2012","South Dakota","46","460","Lawrence County","081","0810","Lawrence County, South Dakota",458,10812,4904,13370,6,13364,12785,579,6630,122,607,418,328,11,327,367,164,332
"G4600830","2008-2012","South Dakota","46","460","Lincoln County","083","0830","Lincoln County, South Dakota",608,17077,11034,25659,38,25621,25197,424,7152,145,788,661,374,40,379,388,122,382
"G4600850","2008-2012","South Dakota","46","460","Lyman County","085","0850","Lyman County, South Dakota",134,1689,501,1980,0,1980,1757,223,815,40,135,76,91,9,91,99,50,95
"G4600870","2008-2012","South Dakota","46","460","McCook County","087","0870","McCook County, South Dakota",130,2915,807,3024,2,3022,2931,91,1300,39,180,149,139,5,140,140,35,126
"G4600890","2008-2012","South Dakota","46","460","McPherson County","089","0890","McPherson County, South Dakota",322,1191,333,1135,0,1135,1113,22,913,80,136,72,120,9,120,122,24,136
"G4600910","2008-2012","South Dakota","46","460","Marshall County","091","0910","Marshall County, South Dakota",243,2308,563,2347,0,2347,2288,59,1255,82,177,110,140,9,140,143,30,136
"G4600930","2008-2012","South Dakota","46","460","Meade County","093","0930","Meade County, South Dakota",394,12568,3502,14080,1139,12941,12428,513,5902,135,682,381,319,161,353,369,159,323
"G4600950","2008-2012","South Dakota","46","460","Mellette County","095","0950","Mellette County, South Dakota",72,905,193,851,0,851,707,144,551,33,107,42,73,9,73,67,45,75
"G4600970","2008-2012","South Dakota","46","460","Miner County","097","0970","Miner County, South Dakota",80,1255,398,1261,0,1261,1220,41,621,36,111,69,83,9,83,84,22,78
"G4600990","2008-2012","South Dakota","46","460","Minnehaha County","099","0990","Minnehaha County, South Dakota",4300,74728,31759,99370,455,98915,94514,4401,33175,451,1638,998,1102,155,1134,1179,501,1060
"G4601010","2008-2012","South Dakota","46","460","Moody County","101","1010","Moody County, South Dakota",195,3158,973,3692,0,3692,3506,186,1315,65,207,149,102,13,102,109,56,105
"G4601030","2008-2012","South Dakota","46","460","Pennington County","103","1030","Pennington County, South Dakota",1674,46469,18544,55238,1354,53884,50499,3385,23606,305,1278,858,798,289,835,891,398,794
"G4601050","2008-2012","South Dakota","46","460","Perkins County","105","1050","Perkins County, South Dakota",130,1591,440,1458,0,1458,1436,22,852,43,124,67,98,9,98,102,16,86
"G4601070","2008-2012","South Dakota","46","460","Potter County","107","1070","Potter County, South Dakota",109,1331,320,1221,0,1221,1216,5,708,38,101,50,90,9,90,90,6,73
"G4601090","2008-2012","South Dakota","46","460","Roberts County","109","1090","Roberts County, South Dakota",432,5048,1022,4701,0,4701,4339,362,2836,76,259,152,153,15,153,145,93,148
"G4601110","2008-2012","South Dakota","46","460","Sanborn County","111","1110","Sanborn County, South Dakota",104,1260,278,1212,3,1209,1184,25,701,38,100,50,112,11,104,101,13,117
"G4601130","2008-2012","South Dakota","46","460","Shannon County","113","1130","Shannon County, South Dakota",375,5310,771,4500,0,4500,3454,1046,4612,145,437,182,320,15,320,307,201,319
"G4601150","2008-2012","South Dakota","46","460","Spink County","115","1150","Spink County, South Dakota",370,3222,865,3129,0,3129,3074,55,1975,92,185,103,160,13,160,161,28,167
"G4601170","2008-2012","South Dakota","46","460","Stanley County","117","1170","Stanley County, South Dakota",66,1492,568,1779,0,1779,1732,47,629,45,180,107,100,9,100,105,37,103
"G4601190","2008-2012","South Dakota","46","460","Sully County","119","1190","Sully County, South Dakota",44,668,280,802,0,802,780,22,327,27,84,48,79,9,79,77,15,55
"G4601210","2008-2012","South Dakota","46","460","Todd County","121","1210","Todd County, South Dakota",333,3624,646,3864,0,3864,2842,1022,2274,101,329,151,211,13,211,245,186,232
"G4601230","2008-2012","South Dakota","46","460","Tripp County","123","1230","Tripp County, South Dakota",199,3043,791,3107,8,3099,2970,129,1347,73,279,159,139,13,138,184,84,143
"G4601250","2008-2012","South Dakota","46","460","Turner County","125","1250","Turner County, South Dakota",296,4375,1171,4556,6,4550,4454,96,2050,58,185,103,95,8,97,96,35,96
"G4601270","2008-2012","South Dakota","46","460","Union County","127","1270","Union County, South Dakota",322,6396,3146,7630,38,7592,7347,245,3583,81,340,265,195,27,195,212,83,189
"G4601290","2008-2012","South Dakota","46","460","Walworth County","129","1290","Walworth County, South Dakota",266,2755,887,2697,0,2697,2520,177,1688,72,238,146,154,13,154,223,113,160
"G4601350","2008-2012","South Dakota","46","460","Yankton County","135","1350","Yankton County, South Dakota",718,10914,4083,11925,14,11911,11432,479,6290,147,564,423,337,28,332,370,201,362
"G4601370","2008-2012","South Dakota","46","460","Ziebach County","137","1370","Ziebach County, South Dakota",48,1191,220,1202,0,1202,901,301,643,31,97,48,72,9,72,62,47,76
"G4700010","2008-2012","Tennessee","47","470","Anderson County","001","0010","Anderson County, Tennessee",3264,37329,12145,34611,61,34550,31568,2982,26021,378,1159,616,803,54,801,780,411,801
"G4700030","2008-2012","Tennessee","47","470","Bedford County","003","0030","Bedford County, Tennessee",2852,22482,3692,21012,26,20986,18767,2219,13288,382,956,389,568,44,569,638,397,583
"G4700050","2008-2012","Tennessee","47","470","Benton County","005","0050","Benton County, Tennessee",748,9966,1276,7061,26,7035,5963,1072,6464,147,488,218,298,27,299,352,234,301
"G4700070","2008-2012","Tennessee","47","470","Bledsoe County","007","0070","Bledsoe County, Tennessee",1061,7303,721,4917,0,4917,4209,708,5653,203,469,164,306,19,306,340,155,296
"G4700090","2008-2012","Tennessee","47","470","Blount County","009","0090","Blount County, Tennessee",4121,63805,18011,61206,226,60980,55532,5448,38021,439,1563,902,869,112,888,973,593,902
"G4700110","2008-2012","Tennessee","47","470","Bradley County","011","0110","Bradley County, Tennessee",4819,49399,11752,47938,48,47890,42402,5488,31092,430,1538,671,979,47,982,999,655,998
"G4700130","2008-2012","Tennessee","47","470","Campbell County","013","0130","Campbell County, Tennessee",4153,21845,2636,15772,12,15760,13729,2031,17169,413,827,298,580,13,582,636,326,575
"G4700150","2008-2012","Tennessee","47","470","Cannon County","015","0150","Cannon County, Tennessee",778,7627,1211,6479,20,6459,5719,740,4649,177,494,225,295,28,294,328,218,301
"G4700170","2008-2012","Tennessee","47","470","Carroll County","017","0170","Carroll County, Tennessee",1637,14814,3112,12628,70,12558,10924,1634,10319,236,665,336,434,58,434,523,280,418
"G4700190","2008-2012","Tennessee","47","470","Carter County","019","0190","Carter County, Tennessee",3585,30657,6303,26429,51,26378,23787,2591,20873,347,956,484,622,58,625,661,297,597
"G4700210","2008-2012","Tennessee","47","470","Cheatham County","021","0210","Cheatham County, Tennessee",1306,19977,5108,20507,53,20454,18844,1610,9904,242,811,427,428,39,430,456,275,426
"G4700230","2008-2012","Tennessee","47","470","Chester County","023","0230","Chester County, Tennessee",717,8372,1663,8051,16,8035,7153,882,5567,160,549,276,408,25,409,450,228,397
"G4700250","2008-2012","Tennessee","47","470","Claiborne County","025","0250","Claiborne County, Tennessee",3151,16254,2958,13463,7,13456,12301,1155,12768,370,754,340,500,15,503,560,227,498
"G4700270","2008-2012","Tennessee","47","470","Clay County","027","0270","Clay County, Tennessee",844,3928,777,3404,0,3404,3115,289,3031,184,363,185,216,17,216,243,104,215
"G4700290","2008-2012","Tennessee","47","470","Cocke County","029","0290","Cocke County, Tennessee",3035,20169,2194,15812,0,15812,13472,2340,13150,340,792,277,549,26,549,603,411,558
"G4700310","2008-2012","Tennessee","47","470","Coffee County","031","0310","Coffee County, Tennessee",2625,26476,6602,24421,68,24353,21369,2984,17067,338,1006,526,561,44,564,655,421,557
"G4700330","2008-2012","Tennessee","47","470","Crockett County","033","0330","Crockett County, Tennessee",721,7911,1213,6878,7,6871,6285,586,4538,134,412,170,245,12,245,264,126,240
"G4700350","2008-2012","Tennessee","47","470","Cumberland County","035","0350","Cumberland County, Tennessee",3504,31291,7004,22931,0,22931,20510,2421,23885,427,1099,603,742,29,742,749,339,715
"G4700370","2008-2012","Tennessee","47","470","Davidson County","037","0370","Davidson County, Tennessee",20687,252149,146971,348250,388,347862,317719,30143,156784,1143,3281,2462,2214,108,2192,2477,1520,2263
"G4700390","2008-2012","Tennessee","47","470","Decatur County","039","0390","Decatur County, Tennessee",776,6386,1183,5224,0,5224,4547,677,4351,183,456,254,322,19,322,325,179,313
"G4700410","2008-2012","Tennessee","47","470","DeKalb County","041","0410","DeKalb County, Tennessee",1703,9477,1792,8560,1,8559,7712,847,6288,299,596,258,383,2,383,396,159,396
"G4700430","2008-2012","Tennessee","47","470","Dickson County","043","0430","Dickson County, Tennessee",2158,26194,4970,24313,71,24242,22055,2187,14624,298,986,494,603,75,601,656,343,606
"G4700450","2008-2012","Tennessee","47","470","Dyer County","045","0450","Dyer County, Tennessee",2056,19091,4542,17939,7,17932,16358,1574,12074,329,841,483,701,11,701,686,297,716
"G4700470","2008-2012","Tennessee","47","470","Fayette County","047","0470","Fayette County, Tennessee",1773,19673,5440,18972,51,18921,17025,1896,11532,282,792,420,393,76,397,475,317,377
"G4700490","2008-2012","Tennessee","47","470","Fentress County","049","0490","Fentress County, Tennessee",1843,9211,1446,6928,31,6897,6131,766,7322,247,516,228,323,36,322,339,173,339
"G4700510","2008-2012","Tennessee","47","470","Franklin County","051","0510","Franklin County, Tennessee",2657,20237,4930,18924,68,18856,16821,2035,14237,394,828,432,431,59,439,577,338,448
"G4700530","2008-2012","Tennessee","47","470","Gibson County","053","0530","Gibson County, Tennessee",2351,26060,5185,22715,82,22633,19772,2861,16009,312,926,456,574,59,574,591,436,581
"G4700550","2008-2012","Tennessee","47","470","Giles County","055","0550","Giles County, Tennessee",1708,15909,2748,13679,30,13649,11938,1711,10178,230,668,308,511,29,510,508,265,496
"G4700570","2008-2012","Tennessee","47","470","Grainger County","057","0570","Grainger County, Tennessee",2388,11963,1574,10087,21,10066,8837,1229,8250,283,584,233,405,25,402,393,179,386
"G4700590","2008-2012","Tennessee","47","470","Greene County","059","0590","Greene County, Tennessee",3993,36987,7613,31310,29,31281,28113,3168,24788,379,1092,542,644,31,653,743,352,670
"G4700610","2008-2012","Tennessee","47","470","Grundy County","061","0610","Grundy County, Tennessee",1464,7109,985,5469,9,5460,4966,494,5517,177,379,179,322,12,322,306,100,319
"G4700630","2008-2012","Tennessee","47","470","Hamblen County","063","0630","Hamblen County, Tennessee",4606,31335,6884,29633,49,29584,25833,3751,19833,505,1110,532,698,48,686,742,466,686
"G4700650","2008-2012","Tennessee","47","470","Hamilton County","065","0650","Hamilton County, Tennessee",10862,155420,64019,175398,222,175176,158569,16607,97012,715,2622,1519,1610,110,1585,1641,945,1647
"G4700670","2008-2012","Tennessee","47","470","Hancock County","067","0670","Hancock County, Tennessee",947,3394,475,2491,0,2491,2104,387,3020,158,248,122,195,17,195,188,103,204
"G4700690","2008-2012","Tennessee","47","470","Hardeman County","069","0690","Hardeman County, Tennessee",1715,15091,2110,10707,0,10707,8792,1915,11442,230,616,292,435,23,435,459,282,435
"G4700710","2008-2012","Tennessee","47","470","Hardin County","071","0710","Hardin County, Tennessee",1810,14466,2060,11534,9,11525,9690,1835,9623,271,669,242,444,14,443,431,281,458
"G4700730","2008-2012","Tennessee","47","470","Hawkins County","073","0730","Hawkins County, Tennessee",4135,30868,5113,25444,0,25444,22524,2920,20141,419,1047,424,682,29,682,751,420,709
"G4700750","2008-2012","Tennessee","47","470","Haywood County","075","0750","Haywood County, Tennessee",968,9971,1482,8586,0,8586,7440,1146,5961,177,552,252,372,19,372,410,259,363
"G4700770","2008-2012","Tennessee","47","470","Henderson County","077","0770","Henderson County, Tennessee",1441,15325,2266,12974,81,12893,11395,1498,8989,247,779,319,424,69,435,490,288,417
"G4700790","2008-2012","Tennessee","47","470","Henry County","079","0790","Henry County, Tennessee",1372,17928,3605,14407,110,14297,12423,1874,11461,228,668,345,513,85,519,543,342,493
"G4700810","2008-2012","Tennessee","47","470","Hickman County","081","0810","Hickman County, Tennessee",1560,13467,1955,11225,8,11217,10119,1098,8488,241,664,295,462,11,462,504,224,480
"G4700830","2008-2012","Tennessee","47","470","Houston County","083","0830","Houston County, Tennessee",435,4767,557,3378,10,3368,3009,359,3229,102,288,97,202,18,200,191,105,207
"G4700850","2008-2012","Tennessee","47","470","Humphreys County","085","0850","Humphreys County, Tennessee",659,10466,1643,8524,5,8519,7537,982,6147,143,553,231,303,9,304,329,193,319
"G4700870","2008-2012","Tennessee","47","470","Jackson County","087","0870","Jackson County, Tennessee",1074,6557,720,4729,0,4729,4034,695,4721,193,421,165,310,19,310,339,142,304
"G4700890","2008-2012","Tennessee","47","470","Jefferson County","089","0890","Jefferson County, Tennessee",2469,28160,4465,25337,33,25304,22119,3185,16377,301,1027,386,654,41,648,718,462,671
"G4700910","2008-2012","Tennessee","47","470","Johnson County","091","0910","Johnson County, Tennessee",1552,10511,1419,7541,6,7535,6620,915,7761,241,607,233,365,11,365,381,236,355
"G4700930","2008-2012","Tennessee","47","470","Knox County","093","0930","Knox County, Tennessee",10681,178316,98541,226871,398,226473,211785,14688,122427,749,2717,1847,1660,138,1658,1754,996,1810
"G4700950","2008-2012","Tennessee","47","470","Lake County","095","0950","Lake County, Tennessee",659,4729,349,2165,2,2163,1908,255,4435,123,289,88,187,4,186,193,91,185
"G4700970","2008-2012","Tennessee","47","470","Lauderdale County","097","0970","Lauderdale County, Tennessee",1517,14904,1986,11105,0,11105,9400,1705,10672,221,621,288,376,23,376,431,235,390
"G4700990","2008-2012","Tennessee","47","470","Lawrence County","099","0990","Lawrence County, Tennessee",2930,21701,3290,19298,16,19282,17196,2086,13009,326,802,353,427,26,424,427,306,443
"G4701010","2008-2012","Tennessee","47","470","Lewis County","101","1010","Lewis County, Tennessee",783,6511,967,5329,0,5329,4430,899,4200,197,476,190,340,19,340,355,240,349
"G4701030","2008-2012","Tennessee","47","470","Lincoln County","103","1030","Lincoln County, Tennessee",1666,17861,3408,15818,31,15787,14558,1229,10660,276,713,366,552,46,547,549,231,533
"G4701050","2008-2012","Tennessee","47","470","Loudon County","105","1050","Loudon County, Tennessee",2316,24926,8199,22355,37,22318,19854,2464,17715,337,996,539,483,30,480,497,451,524
"G4701070","2008-2012","Tennessee","47","470","McMinn County","107","1070","McMinn County, Tennessee",3011,27851,5215,23488,66,23422,21069,2353,18456,351,1081,489,701,74,710,663,347,669
"G4701090","2008-2012","Tennessee","47","470","McNairy County","109","1090","McNairy County, Tennessee",1624,14512,1918,10889,29,10860,9153,1707,9700,228,646,277,445,29,445,460,265,421
"G4701110","2008-2012","Tennessee","47","470","Macon County","111","1110","Macon County, Tennessee",1844,11691,1252,10118,0,10118,8917,1201,7275,261,624,245,419,23,419,428,234,415
"G4701130","2008-2012","Tennessee","47","470","Madison County","113","1130","Madison County, Tennessee",3044,45230,15107,48178,120,48058,42499,5559,29122,404,1264,740,891,99,896,924,604,876
"G4701150","2008-2012","Tennessee","47","470","Marion County","115","1150","Marion County, Tennessee",2134,14723,2933,12765,0,12765,11606,1159,9923,298,694,382,400,23,400,434,223,405
"G4701170","2008-2012","Tennessee","47","470","Marshall County","117","1170","Marshall County, Tennessee",1717,16234,2727,15089,86,15003,13197,1806,8855,257,723,313,420,85,433,487,263,402
"G4701190","2008-2012","Tennessee","47","470","Maury County","119","1190","Maury County, Tennessee",3217,42364,9179,41164,157,41007,37450,3557,22246,406,1284,635,960,92,955,986,390,921
"G4701210","2008-2012","Tennessee","47","470","Meigs County","121","1210","Meigs County, Tennessee",962,6800,659,4919,0,4919,4141,778,4538,193,468,163,301,19,301,343,219,320
"G4701230","2008-2012","Tennessee","47","470","Monroe County","123","1230","Monroe County, Tennessee",3697,24113,3118,19611,13,19598,17095,2503,16016,398,944,330,549,16,550,664,335,564
"G4701250","2008-2012","Tennessee","47","470","Montgomery County","125","1250","Montgomery County, Tennessee",3051,77077,23547,87483,10927,76556,68968,7588,42199,419,1927,1008,1219,743,1251,1331,608,1261
"G4701270","2008-2012","Tennessee","47","470","Moore County","127","1270","Moore County, Tennessee",369,3360,681,3341,0,3341,2886,455,1714,119,298,148,154,17,154,202,151,144
"G4701290","2008-2012","Tennessee","47","470","Morgan County","129","1290","Morgan County, Tennessee",1326,13214,949,8345,11,8334,7615,719,9447,217,580,195,457,14,454,443,170,457
"G4701310","2008-2012","Tennessee","47","470","Obion County","131","1310","Obion County, Tennessee",1556,17399,3106,14717,25,14692,13075,1617,10454,221,629,310,360,24,357,367,246,367
"G4701330","2008-2012","Tennessee","47","470","Overton County","133","1330","Overton County, Tennessee",2030,11485,1705,9357,15,9342,8465,877,8221,257,573,238,446,17,446,499,205,456
"G4701350","2008-2012","Tennessee","47","470","Perry County","135","1350","Perry County, Tennessee",445,4389,680,3222,0,3222,2725,497,3100,115,334,164,262,17,262,253,119,260
"G4701370","2008-2012","Tennessee","47","470","Pickett County","137","1370","Pickett County, Tennessee",430,2884,464,2375,0,2375,2211,164,1873,137,285,139,161,17,161,177,100,162
"G4701390","2008-2012","Tennessee","47","470","Polk County","139","1390","Polk County, Tennessee",1440,9120,1299,7438,0,7438,6372,1066,6124,236,499,219,270,19,270,347,198,295
"G4701410","2008-2012","Tennessee","47","470","Putnam County","141","1410","Putnam County, Tennessee",3469,32225,9909,32803,10,32793,29839,2954,25618,365,1104,598,900,16,899,914,452,879
"G4701430","2008-2012","Tennessee","47","470","Rhea County","143","1430","Rhea County, Tennessee",2265,16600,2387,14459,0,14459,12467,1992,10630,328,793,302,533,26,533,616,417,524
"G4701450","2008-2012","Tennessee","47","470","Roane County","145","1450","Roane County, Tennessee",2577,29746,6686,24528,0,24528,22088,2440,19689,340,1102,530,642,29,642,603,392,676
"G4701470","2008-2012","Tennessee","47","470","Robertson County","147","1470","Robertson County, Tennessee",2190,34528,7164,33727,32,33695,30657,3038,17448,319,1046,486,605,33,605,678,416,605
"G4701490","2008-2012","Tennessee","47","470","Rutherford County","149","1490","Rutherford County, Tennessee",6175,111299,45454,143509,541,142968,130716,12252,58557,618,2386,1434,1241,190,1242,1354,789,1236
"G4701510","2008-2012","Tennessee","47","470","Scott County","151","1510","Scott County, Tennessee",1515,11692,1574,9059,0,9059,7666,1393,8152,238,643,271,479,23,479,381,327,478
"G4701530","2008-2012","Tennessee","47","470","Sequatchie County","153","1530","Sequatchie County, Tennessee",1210,7333,1191,6194,0,6194,5454,740,4950,269,563,266,407,19,407,427,229,410
"G4701550","2008-2012","Tennessee","47","470","Sevier County","155","1550","Sevier County, Tennessee",4234,49249,9172,48344,11,48333,43987,4346,24441,472,1413,691,882,17,885,937,508,927
"G4701570","2008-2012","Tennessee","47","470","Shelby County","157","1570","Shelby County, Tennessee",28239,391774,169382,472055,1191,470864,417662,53202,241922,1236,4170,2472,2386,241,2355,2650,1619,2414
